,date,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online
0,2022-03-24 00:00:00,0.07,,0.07,,,,
1,2022-04-02 00:00:00,0.07,2022-04-04 10:00:00,0.07,2022-04-04 10:00:00,,,
