,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,The Professor,5050.0,ETH,True,,2022-04-24 14:00:00,,2022-04-24 14:00:00,83QxAxbKsF,9waveslabs,https://www.theprofessor.io/
1,PopCultureKid's,800.0,,False,,,,,AUFWREpX,pcknfts,https://popculturekids.io/
2,Akira Figthers,444.0,SOL,False,,,,,yY2QvxjvWc,akira_fighters,http://akirafighters.com/
3,Metaboards,4000.0,ETH,False,,,,,metaboards,metaboardsnft,https://metaboards.space/
4,Parov Stelar x Flowtys - Moonlight Love Affair,10000.0,,True,,,,,MSG2bSjMff,FlowtysNFT,http://moonlightloveaffair.com/
5,Purple Ape Club,5555.0,MATIC,False,,,,,PTUerRrMDh,purpleapesclub,https://purpleapeclub.xyz/
6,Ugly People by Torrealba,10000.0,,False,,,,,uglypeople,UglyPeopleNFT,https://uglypeople.art/
7,CryptoVibrantArrows,7777.0,ETH,True,0.0,,0.0,,,,
8,Peanut Family Coin,6000.0,ETH,False,,,,,xTqXCDsywz,PEANUTF_NFT,https://peanutf.com/
9,BoredSnakeClub NFTs,3333.0,MATIC,False,,,,,NTebntrE95,boredsnake_club,https://www.boredsnakeclub.com/
10,The Potato Club,10000.0,,True,,,,,6xjXz85zjC,AA_ART_NFT,https://aa-art.io/
11,NFTatts,5000.0,SOL,False,,,,,nftatts,nftatts,https://nftatts.io
12,CrypBalloons,10800.0,ETH,False,,,,,,,
13,Dragon Futurist,7777.0,SOL,False,,,,,dragonfuturist,Dragon_Futurist,https://dragonfuturist.io
14,LambBrawl,555.0,ETH,False,,,,,EByvEYejUU,LambBrawl,https://www.lambbrawl.com/
15,M.E.K.A. Rayearth : New Worlds in Heaven,8888.0,MATIC,False,,,,,sXYKqwq3P5,mekarayearthnft,https://mekarayearthnft.com/
16,Idol Idol,5000.0,ETH,True,,2022-04-25 19:00:00,,2022-04-25 19:00:00,xDhUt8B2uq,Idolidol_Game,https://idolidol.io/
17,All Of Us Are Eggs,5000.0,ETH,False,,,,,xXssKm7P,allofusareeggs,http://allofusareeggs.xyz/
18,Evolved Mad Apes,5555.0,ETH,True,0.12,2022-04-25 00:00:00,0.12,2022-04-25 00:00:00,TSeJ9G2p8B,MadEvolved,https://evolvedmadapes.com/
19,Kanaky Tribe,2000.0,MATIC,True,100.0,2022-04-25 00:00:00,100.0,2022-04-25 00:00:00,TMkrNSrV29,KanakyTribe,https://www.kanakytribe.com/
20,Octave Club,2222.0,SOL,True,1.0,,1.0,,QPHRcpgstk,octaveclub747?t=0MJCPpe3To6UngYlWl_OEQ&s=09,https://www.octave-club.com/
21,Pirate Life NFT,7777.0,ETH,True,0.07,,0.07,,7G4Uk8gVDw,PirateLifeNFT,https://Www.PirateLifeNFT.com
22,BirdezGang,6333.0,ETH,False,,,,,birdezgang,BirdezGang,https://birdezkingdom.com/
23,Tigers Crypto Club,5555.0,ETH,False,,,,,tigerscryptoclub,tigersclubnft,https://www.tigerscryptoclub.com/
24,PIONAUTS,1500.0,ETH,True,0.15,2022-04-26 10:00:00,0.15,2022-04-26 10:00:00,GyNfcuzSar,pionauts,https://pionauts.com
25,CryptoFighters Alliance,13000.0,ETH,False,,,,,cryptofighters,CryptoFighters,https://cryptofighters.io
26,PompoTheRobot,123.0,ETH,True,,2022-04-26 00:09:00,,2022-04-26 00:09:00,2CYRCUNQns,pompotherobot,https://www.pompotherobot.com
27,Robo Hiros,7777.0,,True,,,,,mT5gqwQHjf,RoboHiros,https://www.robohiros.com/
28,Haddie's bay club,7777.0,ETH,False,,,,,haddiesbayclub,haddiesbayclub,https://Haddiesbayclub.com
29,Groovy Trance,100.0,LUNA,False,,,,,gjjcBfbdjD,NFTgroovy,https://groovyafterlife.xyz
30,The Uncanny Country Club,5000.0,ETH,False,,,,,hw74eVH7da,TheUncannyClub,https://theuncanny.io
31,BoarWar is a collectible card game,8000.0,ETH,True,0.03,,0.03,,tWpgZPTF54,Boar_War_NFT,http://boarwar.io
32,Crazy Karts Society,5000.0,SOL,False,,,,,,,
33,DAO Hydro Power Plant,10000.0,ETH,False,,,,,44UqzAUnnQ,dao_hpp,https://daohpp.org
34,Spinal Foxes,6000.0,ETH,True,0.04,2022-04-26 00:00:00,0.04,2022-04-26 00:00:00,v8fyBScyeT,SpinalFoxesNFT,https://spinalfoxes.io/
35,Silks Genesis Avatar Collection,10000.0,ETH,False,,,,,silks,gameofsilks,https://www.silks.io/
36,Proud Lions Club,7777.0,ETH,True,,2022-04-27 02:30:00,,2022-04-27 02:30:00,8aVXmMeep9,proudlionsclub,https://www.proudlionsclub.com
37,ELEMENTS,150000.0,ETH,False,,,,,nftelements,NftElements,https://elements.blue
38,BAT COWLS,200000.0,ETH,False,,,,,XrrRmQqst8,DCComics,https://nft-dcuniverse.com/splash
39,Lunar Crystals,4444.0,BNB,True,,2022-04-27 05:26:00,,2022-04-27 05:26:00,lnr,lnrdefi,https://lunar.io/crystals
40,GM fren$,3000.0,ETH,False,,,,,CyxygNw65x,GMfrensDAO,https://kevinchoiart.com/gmfrens/
41,The AllBright Sisters,10000.0,ETH,True,0.2,,0.2,,syVHUpspKg,weareAllBright,https://allbrightcollective.com
42,Crypto Caps,1024.0,ETH,False,,,,,h9yVwvNNZn,ConsCryptoClub,https://conscious-crypto.club/crypto-caps/
43,The Notorious Homies,400.0,SOL,False,,,,,P6NAmMRx92,Notorious_Ho,https://dev-the-notorious-homies.pantheonsite.io/
44,PicaLions,8000.0,ETH,False,,,,,NZuNTcguW6,CiCKartworks,https://picalions.com
45,Pickle Frens,4444.0,ETH,True,0.022,2022-04-27 13:44:00,0.022,2022-04-27 13:44:00,picklefrens,picklefrens,https://www.picklefrens.com/
46,Inferno,12000.0,ETH,False,,,,,theinfernoverse,EnterThelnferno,http://infernoverse.net/
47,SuccessMetaCity,10000.0,ETH,True,0.09,2022-04-27 14:00:00,0.09,2022-04-27 14:00:00,successmetacity,successmetacity,https://www.successmetacity.com/
48,SaveWorldNFTs,5000.0,,True,,,,,adfbFZCHmM,saveworldwarnft,https://www.saveworldnfts.com/
49,Baby Ape Zombies,5555.0,ETH,False,,,,,bapeznft,bapezNFT,https://www.bapeznft.com/
50,NFT2Metaverse,9999.0,ETH,False,,,,,eQMACVpU8s,Nft2metaversei,https://nft2metaverse.io/
51,Funny EGGZ - FEGGZ,5000.0,,False,,,,,feggz,FeggzNFT,https://feggz.io/
52,McBitNFT,6500.0,ETH,False,,,,,ZYrfVgzkmh,McBitNFT,https://www.mcbitnft.com/
53,Ether Bunny,10000.0,ETH,False,,,,,EtherBunny,EtherBunnyNFT,https://etherbunny.io/
54,Frahm,1100.0,,False,,,,,u4m9ma56GN,frahm_art,https://frahm.art/
55,CarelessCatDoCare,10000.0,ETH,False,,,,,ccdc,CCDCofficial,https://carelesscatdocare.com/
