,currency,discord,has_presale,image_urls,name,presale_date,presale_price,quantity,release_date,starting_price,twitter,website
33,SOL,RuffLifeNFT,False,"['https://upcoming.images.rarity.tools/ruffliferescue_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ruffliferescue_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ruffliferescue_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ruffliferescue_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ruffliferescue_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ruffliferescue_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ruffliferescue_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ruffliferescue_4?width=150&optimizer=image']",RuffLife Rescues,,,8888,,,rufflifenft ,https://rufflife.io 
34,SOL,5Rg6xyzYzU,False,"['https://upcoming.images.rarity.tools/cryptotradiez_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cryptotradiez_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cryptotradiez_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cryptotradiez_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cryptotradiez_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cryptotradiez_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cryptotradiez_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cryptotradiez_4?width=150&optimizer=image']",Crypto Tradiez,,,500,,,cryptotradiez,https://cryptotradiez.com/
35,ETH,jasmy,False,"['https://upcoming.images.rarity.tools/jasmyclubhouse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/jasmyclubhouse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/jasmyclubhouse_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/jasmyclubhouse_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/jasmyclubhouse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/jasmyclubhouse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/jasmyclubhouse_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/jasmyclubhouse_4?width=150&optimizer=image']",JASMY Clubhouse,,,10000,,,jasmyintl,https://jasmyclubhouse.io
36,ETH,K76AmTafAS,True,"['https://upcoming.images.rarity.tools/ironapeclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ironapeclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ironapeclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ironapeclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ironapeclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ironapeclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ironapeclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ironapeclub_4?width=150&optimizer=image']",IronApeClub,,0.05,10000,,0.05,Ironapeclub,https://ironapeclub.com
37,ETH,6RJuuPreys,True,"['https://upcoming.images.rarity.tools/sneakybearsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sneakybearsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sneakybearsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sneakybearsclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sneakybearsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sneakybearsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sneakybearsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sneakybearsclub_4?width=150&optimizer=image']",Sneaky Bears Club,2022-02-05 05:00:00,0.065,9999,2022-02-05 05:00:00,0.065,SneakyBearsClub,https://sneakybears.club
38,ETH,dydx,False,"['https://upcoming.images.rarity.tools/hedgies_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hedgies_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hedgies_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hedgies_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hedgies_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hedgies_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hedgies_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hedgies_4?width=150&optimizer=image']",Hedgies,,,4200,,,HedgiesOfficial,https://hedgies.wtf/
39,SOL,7DwgrcUQSC,False,"['https://upcoming.images.rarity.tools/doodleapechamps_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/doodleapechamps_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/doodleapechamps_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/doodleapechamps_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/doodleapechamps_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/doodleapechamps_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/doodleapechamps_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/doodleapechamps_4?width=150&optimizer=image']",Doodle Ape Champs,,,250,,,doodleapechamps,https://www.doodleapechamps.art/
40,ETH,thepopulars,True,"['https://upcoming.images.rarity.tools/popularsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/popularsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/popularsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/popularsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/popularsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/popularsnft_3?width=150&optimizer=image']",THE POPULARS,2022-02-05 09:00:00,,3333,2022-02-05 09:00:00,,sabastian,https://www.thepopulars.io/
41,MATIC,bZuDNs8Nz5,True,"['https://upcoming.images.rarity.tools/WeirdMedicology_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/WeirdMedicology_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/WeirdMedicology_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/WeirdMedicology_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/WeirdMedicology_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/WeirdMedicology_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/WeirdMedicology_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/WeirdMedicology_4?width=150&optimizer=image']",Weird Medicology,2022-02-05 10:00:00,,8000,2022-02-05 10:00:00,,weirdmedicology,https://www.weirdmedicology.com/ 
42,MATIC,6YssNE3U9k,False,"['https://upcoming.images.rarity.tools/PandaUniverse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/PandaUniverse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/PandaUniverse_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/PandaUniverse_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/PandaUniverse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/PandaUniverse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/PandaUniverse_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/PandaUniverse_4?width=150&optimizer=image']",Panda Universe,,,9450,,,PandaMetaverse,https://www.pandauniverse.art/
43,ETH,metavatars,False,"['https://upcoming.images.rarity.tools/metavatars_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metavatars_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metavatars_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metavatars_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metavatars_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metavatars_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metavatars_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metavatars_4?width=150&optimizer=image']",Metavatars,,,7777,,,joinmetavatars,https://www.metavatars.com/
44,ETH,j2Y8ZaPTcA,False,"['https://upcoming.images.rarity.tools/wigglewormfishingclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wigglewormfishingclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wigglewormfishingclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wigglewormfishingclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wigglewormfishingclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wigglewormfishingclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wigglewormfishingclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wigglewormfishingclub_4?width=150&optimizer=image']",Wiggle Worm Fishing Club,,,10000,,,WiggleWormFC,https://wigglewormfishingclub.com/
45,SOL,sAMYntZMh9,False,"['https://upcoming.images.rarity.tools/botslife_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/botslife_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/botslife_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/botslife_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/botslife_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/botslife_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/botslife_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/botslife_4?width=150&optimizer=image']",Bots Life,,,5999,,,BotsLife_NFT,https://botslifenft.com/
46,ETH,w77TPdua8w,True,"['https://upcoming.images.rarity.tools/elongatedmuskmelons_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/elongatedmuskmelons_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/elongatedmuskmelons_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/elongatedmuskmelons_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/elongatedmuskmelons_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/elongatedmuskmelons_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/elongatedmuskmelons_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/elongatedmuskmelons_4?width=150&optimizer=image']",The Elongated Muskmelons,,0.04,11111,,0.04,ElmuNFT,https://elmuclans.com/
47,ETH,j628XTpq,False,"['https://upcoming.images.rarity.tools/gnomesclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gnomesclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gnomesclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gnomesclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gnomesclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gnomesclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gnomesclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gnomesclub_4?width=150&optimizer=image']",The Gnomes Club,,,10000,,,thegnomesclub,https://t.co/nrjVEi4g8I
48,ETH,mNbFfJqgxg,False,"['https://upcoming.images.rarity.tools/cloneverse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cloneverse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cloneverse_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cloneverse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cloneverse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cloneverse_3?width=150&optimizer=image']",loneverse NFT Game,,,3333,,,Cloneverse_NFT,https://cloneverse.space/
49,ETH,celestialseth,True,"['https://upcoming.images.rarity.tools/Celestials_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Celestials_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Celestials_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Celestials_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Celestials_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Celestials_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Celestials_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Celestials_4?width=150&optimizer=image']",Celestials,2022-02-06 08:00:00,,7777,2022-02-06 08:00:00,,CelestialsETH,http://celestialseth.com/
50,ETH,8GwgbVnv8e,False,"['https://upcoming.images.rarity.tools/moonkitties_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/moonkitties_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/moonkitties_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/moonkitties_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/moonkitties_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/moonkitties_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/moonkitties_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/moonkitties_4?width=150&optimizer=image']",Moonkitties,,,444,,,MoonKitties1,https://moonkitties.xyz/
51,BNB,6p3TpEnxSe,False,"['https://upcoming.images.rarity.tools/DogeChampions_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/DogeChampions_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/DogeChampions_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/DogeChampions_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/DogeChampions_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/DogeChampions_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/DogeChampions_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/DogeChampions_4?width=150&optimizer=image']",Doge Champions,,,10000,,,DogeChampions,https://www.dogechampions.io/
52,ETH,humanoidsk218b,False,"['https://upcoming.images.rarity.tools/humanoidsofk2_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/humanoidsofk2_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/humanoidsofk2_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/humanoidsofk2_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/humanoidsofk2_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/humanoidsofk2_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/humanoidsofk2_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/humanoidsofk2_4?width=150&optimizer=image']",Humanoids of K2-18n,,,3700,,,HumanoidsK218b,https://www.humanoids-k218b.com/
53,ETH,metacolonialists,False,"['https://upcoming.images.rarity.tools/metacolonialistsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metacolonialistsclub_4?width=150&optimizer=image']",Meta Colonialists Club,,,8888,,,metacolony_nft,https://metacolonialists.io
54,ETH,ByVFSqYCT8,True,"['https://upcoming.images.rarity.tools/ffsquirrels_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ffsquirrels_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ffsquirrels_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ffsquirrels_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ffsquirrels_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ffsquirrels_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ffsquirrels_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ffsquirrels_4?width=150&optimizer=image']",Financial Flying Squirrels,,0.02,1111,,0.02,FIyingSquirrels,https://www.financialflyingsquirrels.com/
55,SOL,w2kS3Vvs,False,"['https://upcoming.images.rarity.tools/seahorsekingdomnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/seahorsekingdomnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/seahorsekingdomnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/seahorsekingdomnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/seahorsekingdomnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/seahorsekingdomnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/seahorsekingdomnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/seahorsekingdomnft_4?width=150&optimizer=image']",Seahorse Kingdom,,,4444,,,seahorsekingdom,https://www.seahorsekingdom.com/
56,ETH,spacewalker,False,"['https://upcoming.images.rarity.tools/spacewalker_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacewalker_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacewalker_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacewalker_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacewalker_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacewalker_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacewalker_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spacewalker_4?width=150&optimizer=image']",SpaceWalker,,,1111,,,spacewalker_nft,https://spacewalkerjones.com/
57,SOL,vAPt8hrTBS,False,"['https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/EhecatlBabyDragonsa_4?width=150&optimizer=image']",Ehecatl Baby Dragons,,,2222,,,EhecatlDragons,https://www.ehecatldragon.com/
58,SOL,yaDcK9J5ze,True,"['https://upcoming.images.rarity.tools/TAVTheVikings_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/TAVTheVikings_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/TAVTheVikings_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/TAVTheVikings_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/TAVTheVikings_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/TAVTheVikings_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/TAVTheVikings_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/TAVTheVikings_4?width=150&optimizer=image']",The Assembly Vol. 2: The Vikings,2022-02-06 16:00:00,,1000,2022-02-06 16:00:00,,theassemblynft,https://theassembly.gg/
59,ETH,metaskulls,False,"['https://upcoming.images.rarity.tools/metaskullls_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaskullls_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaskullls_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaskullls_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaskullls_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaskullls_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaskullls_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaskullls_4?width=150&optimizer=image']",MetaSkulls NFT,,,10000,,,MetaSkullsNFT,https://metaskulls.co/
60,ETH,YsrzJB9kvE,True,"['https://upcoming.images.rarity.tools/dumpsterdorks_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dumpsterdorks_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dumpsterdorks_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dumpsterdorks_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dumpsterdorks_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dumpsterdorks_3?width=150&optimizer=image']",DumpsterDorks,2022-02-07 05:00:00,,5000,2022-02-07 05:00:00,,DumpsterDorks,https://www.dumpsterdorks.com
61,ETH,cybernites,False,"['https://upcoming.images.rarity.tools/cybernitesnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cybernitesnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cybernitesnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cybernitesnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cybernitesnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cybernitesnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cybernitesnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cybernitesnft_4?width=150&optimizer=image']",Cybernites,,,11111,,,Cybernitesnft,https://cybernites.io/
62,ETH,W4ZV9tW6vF,True,"['https://upcoming.images.rarity.tools/MetaMoguls_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MetaMoguls_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MetaMoguls_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MetaMoguls_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MetaMoguls_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MetaMoguls_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MetaMoguls_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MetaMoguls_4?width=150&optimizer=image']",Meta Moguls,2022-02-07 06:00:00,0.05,5000,2022-02-07 06:00:00,0.05,MetaMogulsNFT,https://www.metamoguls.art/
63,ETH,PVJUbP9a3T,False,"['https://upcoming.images.rarity.tools/MunchiesNFT_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MunchiesNFT_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MunchiesNFT_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MunchiesNFT_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MunchiesNFT_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MunchiesNFT_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MunchiesNFT_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MunchiesNFT_4?width=150&optimizer=image']",MunchiesNFT,,,10000,,,munchiesnft,https://munchiesnftproject.com/
64,ETH,jgGA8V6z7Z,True,"['https://upcoming.images.rarity.tools/boujeeleopardclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boujeeleopardclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boujeeleopardclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boujeeleopardclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boujeeleopardclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boujeeleopardclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boujeeleopardclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boujeeleopardclub_4?width=150&optimizer=image']",Boujee Leopards Club,2022-02-07 00:00:00,0.07,6590,2022-02-07 00:00:00,0.07,Boujeeleopards,https://www.boujeeleopards.club
65,ETH,warrioralliance,False,"['https://upcoming.images.rarity.tools/warrioralliance_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/warrioralliance_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/warrioralliance_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/warrioralliance_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/warrioralliance_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/warrioralliance_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/warrioralliance_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/warrioralliance_4?width=150&optimizer=image']",Warrior Alliance,,,8888,,,walliancenft?s=21,https://warrioralliance.io/
66,ETH,theabominablebunch,False,"['https://upcoming.images.rarity.tools/theabominablebunch_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theabominablebunch_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theabominablebunch_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theabominablebunch_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theabominablebunch_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theabominablebunch_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theabominablebunch_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theabominablebunch_4?width=150&optimizer=image']",The Abominable Bunch,,,4400,,,AbominableBunch,https://www.theabominablebunch.io
67,ETH,BFU4r4YgAw,False,"['https://upcoming.images.rarity.tools/diamonddolphinsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamonddolphinsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamonddolphinsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamonddolphinsnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamonddolphinsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamonddolphinsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamonddolphinsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamonddolphinsnft_4?width=150&optimizer=image']",Diamond Dolphins,,,7777,,,ddolphinsnft,https://www.diamonddolphins.club/
68,ETH,b4Zfmk86ZS,False,"['https://upcoming.images.rarity.tools/highrollerscc_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/highrollerscc_3?width=150&optimizer=image']",Highrollers Casino Club,,,7777,,,HighRollersccc,https://hrcc.games/
69,ETH,jBKRFWJc3T,False,"['https://upcoming.images.rarity.tools/Calcium4Bones_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Calcium4Bones_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Calcium4Bones_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Calcium4Bones_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Calcium4Bones_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Calcium4Bones_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Calcium4Bones_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/Calcium4Bones_4?width=150&optimizer=image']",Calcium4Bones,,,11155,,,Calcium4Bones,https://www.calcium4bones.com/#/
