,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Ksekai,6000.0,ETH,True,0.04,,0.04,,kKBpWFrNen,ksekainft,https://ksekai.com/
1,BloxPrime,9999.0,ETH,False,,,,,fp7YcceDsV,TheBloxPrimeNFT,https://bloxprime.com
2,Black to the world,21.0,MATIC,False,,,,,,,
3,METABLAZE,10000.0,ETH,True,0.11,2022-05-08 05:00:00,0.11,2022-05-08 05:00:00,wTZc9yCYRA,meta_blaze,https://metablazetoken.com/
4,The Cryptomasks Project,555.0,ETH,True,,2022-05-08 06:00:00,,2022-05-08 06:00:00,thecryptomasks,TheCryptomasks,https://www.thecryptomasks.xyz
5,The World of Bill,10000.0,ETH,True,,,,,pqkGKNfKtK,TheWorldofBill_,https://www.theworldofbill.com/
6,AnimApes,888.0,ETH,False,,,,,animapes,MetaComiClub,https://www.metaversecomiclub.com/
7,Meta Robots,333.0,SOL,False,,,,,vrVMqD6WyJ,MedievalCatsNFT,https://metarobots.netlify.app/
8,Zales II,1200.0,ETH,False,,,,,z3PN8wznNr,ZalesNFT,https://Zales.io
9,Dorks,8888.0,ETH,False,,,,,dorksnft123,dorks_nft,https://dorksnft.com
10,Thicc Frens,5555.0,ETH,True,0.042,,0.042,,7enfpkVPBf,Thiccfrens,https://thiccfrens.com/
11,Dino Kids Club,8888.0,,False,,,,,dinokids,DinoKidsClub,http://dinokidsclub.io
12,The Martian Mansion,1200.0,ETH,True,,2022-05-08 21:00:00,,2022-05-08 21:00:00,qYQ9R48Srh,MMansionnft,https://themartianmansion.com/
13,Metapugs,3333.0,ETH,False,,,,,Bcgy7XHUf4,metapugsnft,https://metapug.io/
14,BeU,10000.0,MATIC,True,30.0,,30.0,,87kgqRugtz,officialbeu,https://thebeu.io/
15,Boo Things,10000.0,,False,,,,,EJy9NKh3gH,BooThingsNFT,https://boothings.xyz
16,MoonBabes,8888.0,MATIC,False,,,,,BSKebxFkYm,moon_babes,https://moonbabes.space
17,SADBOYSCLUB,9999.0,ETH,True,0.04,2022-05-08 00:00:00,0.04,2022-05-08 00:00:00,sadboysclub,sadboysclubNFT,https://www.sadboysclub.space/
18,Stone Zillas,333.0,SOL,False,,,,,YPa7KDTKRU,dragonzillas,http://stonezillas.com
19,Pharagods,3333.0,ETH,False,,,,,384NOKY,pharagods,https://bit.ly/3rCZADp
