,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Doodle Slayer,5000.0,ETH,True,0.015,,0.015,,PR7r8WEd5K,doodleslayernft,https://www.doodleslayernft.com/
1,Streetlab.io,8888.0,,False,,,,,phATapAshn,Streetlab_io,https://streetlab.io/
2,Rogue Dice Club,6000.0,ETH,False,,,,,AVXkRckW9g,RogueDiceClub,https://Roguediceclub.com
3,Monster Molecules Research Lab,5555.0,ETH,False,,,,,monstermolecules,MonsterMolecule,http://monstermolecules.io/
4,Mutant Goblin,3000.0,ETH,True,0.03,,0.03,,v8TxkDrMKj,MutantGoblin_,https://mutantgoblin.com/
5,Dope Skeleton,3000.0,ETH,True,0.03,2022-05-16 05:00:00,0.03,2022-05-16 05:00:00,dRbdWvTYYh,DopeskeletonNFT,https://dopeskeleton.com/
6,TradeBots,6800.0,SOL,False,,,,,Z6f8ZkKy83,tradebots_sol,https://www.tradebotsnft.io/
7,Demions,666.0,ETH,True,,2022-05-16 07:00:00,,2022-05-16 07:00:00,demions,DemionsNFT,https://www.demions.com/
8,FoxNationDAO,10000.0,ETH,False,,,,,foxnationdao,FoxNationDAO,https://foxnationdao.com/
9,Mad Giraffe Gang,5000.0,ETH,False,,,,,madgiraffegang,madgiraffegang,https://madgiraffegang.com/
10,Cthulhu Armageddon 2022,8000.0,ETH,False,,,,,cthulhuarmageddon2022,CthulhuCA22,https://ca22.xyz/
11,CyberPunk COMIC,4000.0,ETH,True,,2022-05-16 00:00:00,,2022-05-16 00:00:00,cbgPRy2gWZ,NftZoko,https://comic.cyberpunkfighters.com/
12,Lost Islands,5778.0,,False,,,,,3GDer75Rxq,LostIslandsNFT,https://lostislands.io/
13,Keys & Treasure Chests,9999.0,ETH,False,,,,,Not now,CompanyProfit,https://profitconft.io
14,Baby Mini Monkeys,2500.0,,True,,,,,p8t7bgKzsy,minimonkeymafia,https://www.MiniMonkeyMafia.com
15,Storyworlds,9889.0,ETH,True,,2022-05-17 00:00:00,,2022-05-17 00:00:00,s6Ukq6eU4C ,Storyworlds_xyz,http://storyworldscomic.xyz
16,Cheebs,10000.0,ETH,False,,,,,cheebs,cheebsnft,http://www.cheebsnft.com/
17,Squid Academy,10456.0,SOL,False,,,,,squidacademy,Squid_Academy,https://www.squidacademy.net/
18,KickFlipNFT,4000.0,ETH,False,,,,,kickflipnft,NFTKickFlip,https://kickflipnft.com/
19,Big Brains Club,2000.0,ETH,False,,,,,Uby6HDRRkX,bigbrainsclub,https://www.bigbrainsclub.io/
20,Bored Ape Army Club,6666.0,SOL,False,,,,,boredapearmyclub,BoredApeArmyC,https://www.boredapearmy.com
21,Cryptopunk Bunnies Avatar,4096.0,,False,,,,,fMP3eQXBGa,cpbpixel,https://cryptopunksbunnies.com/
22,Dragon Fam - Web 3 Wizards Collection,1000.0,,True,,2022-05-17 00:00:00,,2022-05-17 00:00:00,4MQqef5mnc,Web3WizardsNFT,https://dragonfamnft.com
23,Dr. Sniffy NFT,10000.0,ETH,True,0.04,2022-05-18 06:00:00,0.04,2022-05-18 06:00:00,drsniffynft,drsniffynft,https://drsniffynft.io
24,Worlds Collective,10000.0,ETH,True,0.05,2022-05-18 07:00:00,0.05,2022-05-18 07:00:00,None,WorldsCollect,https://worldscollective.io/
25,Droopy Apes,4000.0,ETH,True,0.06,2022-05-18 00:00:00,0.06,2022-05-18 00:00:00,yvRjRrvkMB,DroopyApes,http://droopyapes.com/
26,ILYYW x Blankos Collab | Blankos Block Party,1800.0,ETH,False,,,,,playblankos,PlayBlankos,https://news.mythicalgames.com/ilyyw-x-blankos-drops-may-18th
27,Fat Cats,5000.0,ETH,False,,,,,99YpqXsrCv,FatCatsDao,https://www.fatcats.art
28,Influencer of the BB01,10000.0,ETH,True,0.15,2022-05-18 00:00:00,0.15,2022-05-18 00:00:00,planetbb01,BB01NFT,https://bb01-official.com/BB01
29,Mighty Pirates,2888.0,SOL,False,,,,,XunMQBW77z,SolMightyPirate,https://mightypirates.io/
30,SixthRéseau,7777.0,ETH,True,0.16,2022-05-18 00:00:00,0.16,2022-05-18 00:00:00,reseau,sixthreseau,https://www.reseauclo.com/
31,Nordeins,989.0,SOL,True,1.75,2022-05-19 05:00:00,1.75,2022-05-19 05:00:00,nordeins,nordeins,https://www.nordeins.com/
32,Dinosaur Game,5555.0,ETH,True,,2022-05-19 17:00:00,,2022-05-19 17:00:00,ZrxbvmEZ9a,dinosaurgamenft,https://dinosaurgame.xyz/
33,MetaVolution,8778.0,ETH,False,,,,,MetaVolution,MetaVolutionNFT,https://www.metavolution.io/genesis
34,Witlink AI,7000.0,ETH,False,,,,,eYUyCx5YgT,WitlinkA,https://witlink.ai/
35,Boonies Skull,5555.0,ETH,False,,,,,Yfrk2qdGhe,BooniesSkullNFT,https://booniesskull.com/
36,Homaland Club,5555.0,ETH,False,,,,,JHFu5Ktct8,homaland_nft,https://www.homaland.org/
37,Labyrinthine Unreal,7110.0,ETH,False,,,,,labyrinthine,LabyrinthUnreal,https://www.labyrinthineunreal.io/
38,Meta Hookahs,1111.0,ETH,True,0.055,,0.055,,282sbZnFkQ,MetaHookahs,https://metahookahs.io
39,METAFLIESCLUB,10000.0,SOL,True,1.5,2022-05-20 11:00:00,1.5,2022-05-20 11:00:00,MdjqPSHj6X,metafliesclub,https://metafliesclub.com
40,Cypher Collection - Collider Craftworks,7780.0,ETH,False,,,,,,,
41,ChillOutBros,5000.0,ETH,False,,,,,R672ejVg6m,Chilloutbrosnft,https://www.chilloutbros.com
42,Funki Foxes,12000.0,ETH,False,,,,,RmnteYEZ5h,FunkiFoxes,https://funkifoxes.com/
43,HER nft,3333.0,ETH,True,0.04,2022-05-20 00:00:00,0.04,2022-05-20 00:00:00,her-nft,itshernft,https://itsher.art/
44,KinkySol,500.0,SOL,False,,,,,JdMQtnyJ9H,SolKinky,http://kinkysol.art/
45,MafiaBears,9568.0,ETH,False,,,,,Zt4wqQPqfR,MafiaBearsNFT,https://mafiabears.com
46,Minzuki,5000.0,,False,,,,,TBA,minzukinft,https://www.minzukinft.com/
47,MirageLand,5000.0,ETH,False,,,,,ptU4uStCC2,MirageLand_NFT,https://www.mirageland-official.com/
48,RottenVille Bust Sculpture,1500.0,,False,,,,,QeR9yvSWvk,rotten_ville,https://rottenville.io/sculpture/
49,Dreamland Forest,2000.0,SOL,False,,,,,Sg7eHTFDsP,dreamlandforest,https://dreamlandforest.club/
50,Gods of Egypt,7532.0,ETH,False,,,,,4rNUQ2kPHy,GodsofEgyptNFT,https://godsofegypt.io/
51,ApeVampires,6666.0,ETH,False,,,,,KjGwHf4pZr,ApeVampires,https://apevampires.com/
52,Fancy Sloth Club,333.0,SOL,True,0.25,2022-05-21 09:00:00,0.25,2022-05-21 09:00:00,qA3d5a5BWQ,FancySlothClub,https://fancyslothclub.com/
53,Crypto Bulls,555.0,SOL,False,,,,,8KbVuYmjDY,CRPT_Bulls,https://crypto-bulls.netlify.app/
54,Zelenskyy NFT Club,8888.0,ETH,False,,,,,raxn6h9vy5,ZelenskyNFTClub,https://zelenskyynft.club
55,RuDe1s_NFT,8888.0,ETH,False,,,,,zjS8tJyGWw,Rude1s_NFT,https://www.rude1s.com
