,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Voxel Doge,1050.0,ETH,False,,,,,2z5PpXsS2K,CRYPT056,https://voxeldoge.xyz/
1,The Cryptomasks Project,555.0,ETH,False,,,,,thecryptomasks,TheCryptomasks,https://www.thecryptomasks.xyz
2,Shukuna,2222.0,SOL,False,,,,,shukunanft,Shukuna__nft,https://shukunanft.com/
3,LORE OG,250.0,ETH,False,,,,,playlore,PLAYLOREMC,https://playlore.io
4,OctoRaiders,8888.0,ETH,False,,,,,McphYRHMTA,OctoRaidersNFT,https://octoraiders.com/
5,Angry Polar Bear Club,10000.0,ETH,True,0.039,2022-05-10 13:20:00,0.039,2022-05-10 13:20:00,ywvZjzCCVt,APB_Club,https://www.angrypolarbearclub.com
6,Crypto Gnomes,5000.0,SOL,False,,,,,z0dh3gy99i,crypto_gnomes,https://cryptognomesnft.io/
7,Crypto Rose of Love,5000.0,ETH,True,0.068,,0.068,,TVc7Cp9tU8,CryptoRoseNFT1,https://www.cryptorose.net
8,Fury Bandits,5555.0,ETH,False,,,,,m9tDVzAXDS,FuryBandits,https://www.furybandits.com/
9,Shooting Stars Hyundai NFT,10000.0,ETH,False,,,,,n9mqgse4VZ,Hyundai_NFT,https://hyundai-nft.com/
10,TimeShuffle Game,10000.0,ETH,False,,,,,,,
11,Yellow Fames,500.0,ETH,True,0.15,,0.15,,yellowfames,yellowfames,https://yellowfames.com/
12,METABLAZE,10000.0,ETH,True,0.11,,0.11,,wTZc9yCYRA,meta_blaze,https://metablazetoken.com/
13,Rainbow Apes,300.0,SOL,False,,,,,nWwFTNRtjP,ApesRainbow,https://rainbowapes.net/
14,Sad Kitten NFT,999.0,SOL,False,,,,,7X9D4STbVe,SadKittens_,https://sadkittens.space/
15,Grizzly Force,10050.0,ETH,False,,,,,Cj42Smu9Q5,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,https://grizzlyforce.io/
16,Imaginary Balls,5555.0,ETH,False,,,,,imaginaryballs,imaginaryballs,https://imaginaryballs.com/
17,Noahs Ark,3456.0,SOL,True,0.7,,0.7,,6nkDMCEWWV,NftNoahsArk,https://NoahsArkNFT.us
18,The Pluto People,5555.0,WETH,False,,,,,qzZ3SpDVUU,PlutoPeopleNFT,https://plutopeople.art/
19,HAPE TEENS,1999.0,ETH,True,0.03,2022-05-12 05:00:00,0.03,2022-05-12 05:00:00,82TKe2swvZ,HapeTeens,https://hapeteens.com/
20,Martian Monkeys,4444.0,,False,,,,,4fvpfeqah4 ,martian_monkeys ,https://martianmonkeys.com
21,Atama NFTs,2888.0,SOL,False,,,,,adeEYRAbmy,NorowaretaUchu,https://atamanft.com
22,The Uncanny Country Club,5000.0,ETH,True,,2022-05-12 10:09:00,,2022-05-12 10:09:00,hw74eVH7da,TheUncannyClub,https://theuncanny.io
23,Mutant Hua,2000.0,ETH,False,,,,,chihuahuarevenge,ChihuahuaNFT,https://www.chihuahuagang.org/
24,Sentoki NFTs,2888.0,SOL,False,,,,,adeEYRAbmy,NorowaretaUchu,https://sentokinft.com
25,The Satoshi Girls,5000.0,ETH,True,0.04,2022-05-12 14:00:00,0.04,2022-05-12 14:00:00,95rV9UEtX2,SatoshisGirls,https://www.thesatoshigirls.com/
26,Pog Rejects,6969.0,ETH,False,,,,,pogrejected,PogRejected,https://www.pogrejects.quest/
27,Sklle Remix Club,3333.0,MATIC,True,60.0,2022-05-12 16:00:00,60.0,2022-05-12 16:00:00,jDAqpjxs79,cryptosklletons,https://sklleremixclub.io/
28,MetaGreta,6000.0,ETH,True,0.003,2022-05-12 00:00:00,0.003,2022-05-12 00:00:00,fbsXxBaKCm,metagretanft,https://metagretanft.io/
29,Roving Dogs NFT,7777.0,ETH,True,0.055,,0.055,,HPRy95aJ2r,RovingDogsNFT,https://rovingdogs.com
30,Simp Killer Waifu NFTs,6969.0,ETH,True,,2022-05-12 00:00:00,,2022-05-12 00:00:00,ywW8xDHMvU,killerwaifunfts,https://Simpkillerwaifu.com
31,Smokie Squirrel,1818.0,ETH,True,0.018,,0.018,,YaZ5RQ8987,SmokieSquirrel,https://smokiesquirrel.com/
32,The Lost Cats,4999.0,ETH,False,,,,,7S34fQsMpT,TheLostCatsNft,https://thelostcats.xyz/
33,Wasted Whales: Hangover,6900.0,ETH,False,,,,,wastedwhales,WastedWhales,https://wastedwhales.org/
34,Dead Apez Island,3369.0,,False,,,,,deadapezisland,deadapezisland,https://www.deadapezisland.com/
35,Girls in Pink,10000.0,ETH,False,,,,,girlsinpink,girlsinpinknft,https://girlsinpink.art/
36,Anonymous Crypto Dealer,4488.0,SOL,False,,,,,ACDealerNFT,ACDealerNFT,https://anonymouscryptodealer.io/
37,Sea Turtle Social Club,8999.0,ETH,False,,,,,MwM8P8MrSR,SeaTurtleSocial,https://www.seaturtlesocialclub.com
38,Adanauts,7777.0,,True,,2022-05-13 00:00:00,,2022-05-13 00:00:00,7HRyXby2XA,ada_nauts,https://www.adanauts.space/
39,Bet Placer's Club,10000.0,ETH,False,,,,,betplacersclub,betplacersclub,https://betplacersclub.com/
40,Cryptai Girls,10000.0,ETH,True,0.05,2022-05-13 00:00:00,0.05,2022-05-13 00:00:00,zgwEF99Xnw,CryptornNFT,https://cryptorn.org/
41,Lost Dino Ark,3000.0,SOL,True,1.0,,1.0,,akuevQHj4x,LostDinoArk,https://lostdinoark.xyz
42,Mutant Hamsters,3333.0,ETH,False,,,,,mutanthamsters,MutantHamsters,https://mutanthamsters.io
43,No Hesi Car Club,1111.0,ETH,True,0.1,,0.1,,nohesi,nohesicarclub,https://nohesicarclub.com/
44,Toucans Club,3000.0,ETH,True,0.025,2022-05-14 02:00:00,0.025,2022-05-14 02:00:00,WZWbbt5vax,toucans_club,https://toucansclub.com/
45,Droppies,3333.0,ETH,False,,,,,N3gPPZgshw,DroppiesWorld,https://droppies.io/
46,Medicated Mice - Baby Mice,1420.0,ETH,False,,,,,medicatedmice,MedicatedMice,https://www.medicatedmice.co/
47,The Scoobs,5000.0,ETH,True,,2022-05-14 08:00:00,,2022-05-14 08:00:00,uzJDcMTRDk,TheScoobsNFT,https://thescoobs.io
48,BadBoars,10000.0,ETH,False,,,,,hJdaWqgUX8,bbboars,https://bad-boars.com/
49,INNERME'S,10000.0,,False,,,,,A,innermesNFT,https://innermes.com
50,Blitzed Bucks Hunting Club,8500.0,ETH,False,,,,,3A7dj5wtDq,BlitzedBucksNFT,https://www.blitzedbuckshuntingclub.com/
51,Mad Veggies,1515.0,AVAX,False,,,,,sg8VWbmZaK,MadVeggies,https://www.madveggies.com/
52,Apes Generation-X,8888.0,ETH,False,,,,,KV6qcHmahZ,ApesGenX,https://www.apesgeneration-x.io/
53,Ric Rac Equestrian Club,6969.0,ETH,False,,,,,KbSfMYuMZ2,ricracclub,https://www.ricracclub.com
54,Creative Friendz,8888.0,ETH,True,,2022-05-14 00:00:00,,2022-05-14 00:00:00,creativefriendz,CreativeFriendz,https://www.creativefriendz.com/
55,Dimenxion,6369.0,SOL,False,,,,,FC5NPYDeZk,Dimenxion_io,https://www.dimenxion.io/
56,Forest Industry,555.0,SOL,False,,,,,ZUCyVxygBc,Darkland_creat,https://darklandcards.netlify.app
57,Furry Friends NFTs,9999.0,ETH,True,0.07,,0.07,,PQ5fdTn7hH,FurryFriends_io,https://furryfriends.io
58,Japanese Born Ape Society,10000.0,ETH,False,,,,,jbas,Japanese_BAPES,https://www.japanesebornapesociety.com/
59,SADBOYSCLUB,9999.0,ETH,True,0.04,,0.04,,sadboysclub,sadboysclubNFT,https://www.sadboysclub.space/
60,Mutant Goblin,3000.0,ETH,True,0.03,2022-05-15 03:00:00,0.03,2022-05-15 03:00:00,v8TxkDrMKj,MutantGoblin_,https://mutantgoblin.com/
61,DoomBoo,5555.0,ETH,False,,,,,xdrrbtnBAB,doombooNFT,https://doomboo.io
62,MagicCraft,9999.0,,False,,,,,magiccraftgame,MagicCraftGame,https://magiccraft.io/
63,DAO Avatar Moon Metaverse Collection,5000.0,ETH,True,0.08,2022-05-15 10:00:00,0.08,2022-05-15 10:00:00,bU6wTaAhB8,metaversemoon,https://daomoonopolis.space
64,MOONWALKERS,8888.0,,True,,2022-05-15 10:30:00,,2022-05-15 10:30:00,moonwalkers ,moonwalkersoff,https://moonwalkersnfts.com
65,Chillin Chameleons 3.0,6000.0,ETH,True,0.09,,0.09,,chillinchameleons,chillnchameleon,https://chillinchameleons.com
66,Cheebs,10000.0,ETH,True,,2022-05-15 13:00:00,,2022-05-15 13:00:00,cheebs,cheebsnft,http://www.cheebsnft.com/
67,Flower Lolita,6666.0,ETH,False,,,,,RMhMSUkEKs,flowerlolitanft,https://www.flowerlolita.io/
68,Secret Council of Alien Rulers,1000.0,ETH,False,,,,,p3j8wThf6b,SCAlienRulers,https://alienrulers.com/
69,9Tales,4444.0,ETH,True,0.089,,0.089,,9talesNFT,9tales_NFT,https://9tales.io/
70,Doodle Slayer,5000.0,ETH,True,0.015,,0.015,,PR7r8WEd5K,doodleslayernft,https://www.doodleslayernft.com/
71,Streetlab.io,8888.0,,False,,,,,phATapAshn,Streetlab_io,https://streetlab.io/
72,Rogue Dice Club,6000.0,ETH,False,,,,,AVXkRckW9g,RogueDiceClub,https://Roguediceclub.com
73,Monster Molecules Research Lab,5555.0,ETH,False,,,,,monstermolecules,MonsterMolecule,http://monstermolecules.io/
74,Dope Skeleton,3000.0,ETH,True,0.03,2022-05-16 05:00:00,0.03,2022-05-16 05:00:00,dRbdWvTYYh,DopeskeletonNFT,https://dopeskeleton.com/
75,TradeBots,6800.0,SOL,False,,,,,Z6f8ZkKy83,tradebots_sol,https://www.tradebotsnft.io/
76,Demions,666.0,ETH,True,,2022-05-16 07:00:00,,2022-05-16 07:00:00,demions,DemionsNFT,https://www.demions.com/
77,FoxNationDAO,10000.0,ETH,False,,,,,foxnationdao,FoxNationDAO,https://foxnationdao.com/
78,Cthulhu Armageddon 2022,8000.0,ETH,False,,,,,cthulhuarmageddon2022,CthulhuCA22,https://ca22.xyz/
79,CyberPunk COMIC,4000.0,ETH,True,,2022-05-16 00:00:00,,2022-05-16 00:00:00,cbgPRy2gWZ,NftZoko,https://comic.cyberpunkfighters.com/
80,Lost Islands,5778.0,,False,,,,,3GDer75Rxq,LostIslandsNFT,https://lostislands.io/
81,Keys & Treasure Chests,9999.0,ETH,False,,,,,Not now,CompanyProfit,https://profitconft.io
82,Baby Mini Monkeys,2500.0,,True,,,,,p8t7bgKzsy,minimonkeymafia,https://www.MiniMonkeyMafia.com
83,Storyworlds,9889.0,ETH,True,,2022-05-17 00:00:00,,2022-05-17 00:00:00,s6Ukq6eU4C ,Storyworlds_xyz,http://storyworldscomic.xyz
84,Squid Academy,10456.0,SOL,False,,,,,squidacademy,Squid_Academy,https://www.squidacademy.net/
85,KickFlipNFT,4000.0,ETH,False,,,,,kickflipnft,NFTKickFlip,https://kickflipnft.com/
86,Big Brains Club,2000.0,ETH,False,,,,,Uby6HDRRkX,bigbrainsclub,https://www.bigbrainsclub.io/
87,Bored Ape Army Club,6666.0,SOL,False,,,,,boredapearmyclub,BoredApeArmyC,https://www.boredapearmy.com
88,Cryptopunk Bunnies Avatar,4096.0,,False,,,,,fMP3eQXBGa,cpbpixel,https://cryptopunksbunnies.com/
89,Dragon Fam - Web 3 Wizards Collection,1000.0,,True,,2022-05-17 00:00:00,,2022-05-17 00:00:00,4MQqef5mnc,Web3WizardsNFT,https://dragonfamnft.com
90,Dr. Sniffy NFT,10000.0,ETH,True,0.04,2022-05-18 06:00:00,0.04,2022-05-18 06:00:00,drsniffynft,drsniffynft,https://drsniffynft.io
91,Worlds Collective,10000.0,ETH,True,0.05,2022-05-18 07:00:00,0.05,2022-05-18 07:00:00,None,WorldsCollect,https://worldscollective.io/
92,Droopy Apes,4000.0,ETH,True,0.06,2022-05-18 00:00:00,0.06,2022-05-18 00:00:00,yvRjRrvkMB,DroopyApes,http://droopyapes.com/
93,Fat Cats,5000.0,ETH,False,,,,,99YpqXsrCv,FatCatsDao,https://www.fatcats.art
