,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,PIONAUTS,1500.0,ETH,True,0.15,2022-04-26 10:00:00,0.15,2022-04-26 10:00:00,GyNfcuzSar,pionauts,https://pionauts.com
1,CryptoFighters Alliance,13000.0,ETH,False,,,,,cryptofighters,CryptoFighters,https://cryptofighters.io
2,PompoTheRobot,123.0,ETH,True,,2022-04-26 00:09:00,,2022-04-26 00:09:00,2CYRCUNQns,pompotherobot,https://www.pompotherobot.com
3,Robo Hiros,7777.0,,True,,,,,mT5gqwQHjf,RoboHiros,https://www.robohiros.com/
4,Haddie's bay club,7777.0,ETH,False,,,,,haddiesbayclub,haddiesbayclub,https://Haddiesbayclub.com
5,Groovy Trance,100.0,LUNA,False,,,,,gjjcBfbdjD,NFTgroovy,https://groovyafterlife.xyz
6,Idol Idol,5000.0,ETH,False,,,,,xDhUt8B2uq,Idolidol_Game,https://idolidol.io/
7,BoarWar is a collectible card game,8000.0,ETH,True,0.03,,0.03,,tWpgZPTF54,Boar_War_NFT,http://boarwar.io
8,DAO Hydro Power Plant,10000.0,ETH,False,,,,,44UqzAUnnQ,dao_hpp,https://daohpp.org
9,Kanaky Tribe,2000.0,MATIC,True,100.0,,100.0,,TMkrNSrV29,KanakyTribe,https://www.kanakytribe.com/
10,Spinal Foxes,6000.0,ETH,True,0.04,2022-04-26 00:00:00,0.04,2022-04-26 00:00:00,v8fyBScyeT,SpinalFoxesNFT,https://spinalfoxes.io/
11,Silks Genesis Avatar Collection,10000.0,ETH,False,,,,,silks,gameofsilks,https://www.silks.io/
12,Proud Lions Club,7777.0,ETH,True,,2022-04-27 02:30:00,,2022-04-27 02:30:00,8aVXmMeep9,proudlionsclub,https://www.proudlionsclub.com
13,ELEMENTS,150000.0,ETH,False,,,,,nftelements,NftElements,https://elements.blue
14,Lunar Crystals,4444.0,BNB,True,,2022-04-27 05:26:00,,2022-04-27 05:26:00,lnr,lnrdefi,https://lunar.io/crystals
15,GM fren$,3000.0,ETH,False,,,,,CyxygNw65x,GMfrensDAO,https://kevinchoiart.com/gmfrens/
16,The AllBright Sisters,10000.0,ETH,True,0.2,,0.2,,syVHUpspKg,weareAllBright,https://allbrightcollective.com
