,name,image_urls,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
24,Space Ladies Club,"['https://upcoming.images.rarity.tools/spaceladiesclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spaceladiesclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spaceladiesclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spaceladiesclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spaceladiesclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spaceladiesclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spaceladiesclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/spaceladiesclub_4?width=150&optimizer=image']",7777,ETH,False,,,,,JfyVRBKe4t,SpaceLadiesClub,https://spaceladies.club/
25,Demons on Holiday,"['https://upcoming.images.rarity.tools/demonsonholiday_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/demonsonholiday_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/demonsonholiday_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/demonsonholiday_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/demonsonholiday_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/demonsonholiday_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/demonsonholiday_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/demonsonholiday_4?width=150&optimizer=image']",5500,SOL,True,0.7,2022-02-25 14:00:00,0.7,2022-02-25 14:00:00,nTq4dgbSpc,demonsonholiday,https://demonsonholiday.com/
26,Panda Fam,"['https://upcoming.images.rarity.tools/pandafam_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pandafam_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pandafam_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pandafam_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pandafam_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pandafam_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pandafam_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pandafam_4?width=150&optimizer=image']",7777,SOL,False,,,,,pandafam,pandafamNFT,https://pandafam.io
27,Shadow Quest,"['https://upcoming.images.rarity.tools/ShadowQuest_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ShadowQuest_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ShadowQuest_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ShadowQuest_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ShadowQuest_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ShadowQuest_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ShadowQuest_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ShadowQuest_4?width=150&optimizer=image']",9996,ETH,True,0.075,,0.075,,shadowquest,ShadowQuest_NFT,https://www.shadowquest.games/
28,Billionaire Women NFTs,"['https://upcoming.images.rarity.tools/billionairewomen_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/billionairewomen_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/billionairewomen_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/billionairewomen_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/billionairewomen_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/billionairewomen_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/billionairewomen_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/billionairewomen_4?width=150&optimizer=image']",9786,ETH,True,0.14,2022-02-25 15:00:00,0.14,2022-02-25 15:00:00,vQEWt2q5yP,Billionaire_Wmn,https://www.billionairewomennfts.com/
29,MeetBOB,"['https://upcoming.images.rarity.tools/MeetBOB_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MeetBOB_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MeetBOB_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MeetBOB_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MeetBOB_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MeetBOB_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MeetBOB_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/MeetBOB_4?width=150&optimizer=image']",10101,ETH,True,0.08,2022-02-25 15:00:00,0.08,2022-02-25 15:00:00,GVha6bBUYq,meetbob_nft,https://meetbob.io
30,SKYSCRAPER NFT,"['https://upcoming.images.rarity.tools/skyscrapernft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/skyscrapernft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/skyscrapernft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/skyscrapernft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/skyscrapernft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/skyscrapernft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/skyscrapernft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/skyscrapernft_4?width=150&optimizer=image']",4000,SOL,True,0.8,2022-02-25 15:00:00,0.8,2022-02-25 15:00:00,AxGNmwCYwd,Skyscraper_NFT,https://skyscrapernft.io/
31,STONK SOCIETY,"['https://upcoming.images.rarity.tools/STONKSOCIETY_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/STONKSOCIETY_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/STONKSOCIETY_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/STONKSOCIETY_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/STONKSOCIETY_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/STONKSOCIETY_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/STONKSOCIETY_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/STONKSOCIETY_4?width=150&optimizer=image']",6969,ETH,False,,,,,MefqGDfkvp,stonk_nft,https://stonksocietynft.com
32,Angels and Devils by Celestial Studios,"['https://upcoming.images.rarity.tools/angelsanddevils_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/angelsanddevils_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/angelsanddevils_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/angelsanddevils_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/angelsanddevils_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/angelsanddevils_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/angelsanddevils_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/angelsanddevils_4?width=150&optimizer=image']",10000,ETH,True,0.04,2022-02-25 17:00:00,0.04,2022-02-25 17:00:00,angelsdevilsnft,AngelsDevilsNFT,https://angelsdevilsnft.com/
33,Bunny Brawler NFT Game,"['https://upcoming.images.rarity.tools/bunnybrawler_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bunnybrawler_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bunnybrawler_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bunnybrawler_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bunnybrawler_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bunnybrawler_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bunnybrawler_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bunnybrawler_4?width=150&optimizer=image']",10000,BNB,False,,,,,vm2F4BMC4F,BunnyBrawlerNFT,https://bunnybrawl.cc/
34,SuperCarClub,"['https://upcoming.images.rarity.tools/supercarclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/supercarclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/supercarclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/supercarclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/supercarclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/supercarclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/supercarclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/supercarclub_4?width=150&optimizer=image']",8888,ETH,False,,,,,supercarclub,SupercarclubNFT,https://supercarclub.io/
35,WonderPals,"['https://upcoming.images.rarity.tools/wonderpalsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wonderpalsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wonderpalsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wonderpalsnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wonderpalsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wonderpalsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wonderpalsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/wonderpalsnft_4?width=150&optimizer=image']",10000,ETH,True,,2022-02-25 19:00:00,,2022-02-25 19:00:00,ba3FqFDjY2,WonderPals,https://www.wonderpals.com
36,ApeRetroClub,"['https://upcoming.images.rarity.tools/aperetroclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aperetroclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aperetroclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aperetroclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aperetroclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aperetroclub_3?width=150&optimizer=image']",5555,ETH,True,0.04,2022-02-25 20:00:00,0.04,2022-02-25 20:00:00,aperetroclub,aperetroclub,https://aperetroclub.com/
37,Zombinomy,"['https://upcoming.images.rarity.tools/zombinomy_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zombinomy_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zombinomy_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zombinomy_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zombinomy_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zombinomy_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zombinomy_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zombinomy_4?width=150&optimizer=image']",10000,ETH,True,0.08,2022-02-25 21:00:00,0.08,2022-02-25 21:00:00,k6cs9uCZcV,zombinomyNFT,https://zombinomy.com/
38,Beellionaire Club,"['https://upcoming.images.rarity.tools/beellionaireclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/beellionaireclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/beellionaireclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/beellionaireclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/beellionaireclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/beellionaireclub_3?width=150&optimizer=image']",7777,ETH,False,,,,,xAZNf6tkzk,BeellionaireNFT,https://www.beellionaire.io/
