,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Midnite Movie Club,5555.0,ETH,False,,,,,MovieClubNFT,MovieClubNFT,https://midnitemovieclub.com
1,Super Talents,75.0,ETH,False,,,,,indep_photo,indep_photo,https://independent-photo.com/nft/
2,Pickle Frens,4444.0,ETH,True,0.022,,0.022,,picklefrens,picklefrens,https://www.picklefrens.com/
3,MetalazySociety,6500.0,ETH,False,,,,,NZRKJ9fh6u,MetaLazySociety,https://metalazysociety.com/
4,NiftyDOS,10000.0,ETH,False,,,,,qG6xDQKyGN,TheNiftyDOS,https://niftydos.com/
5,Fashion Ape Clothing Season 1,2100.0,,False,,,,,9jyKkvFNgD,fashionapenft,https://fashionapenft.io/
6,Lunar Crystals,4444.0,BNB,False,,,,,lnr,lnrdefi,https://lunar.io/crystals
7,MAMU,5555.0,SOL,False,,,,,mamunft,MamuNftWorld,https://mamu.digital/
8,Metajewelz,7777.0,ETH,False,,,,,KS2jGN6drD,metajewelz,https://metajewelznft.com
9,Meta Monks,10000.0,ETH,False,,,,,KDxfnxMRt5,MonksMeta,https://www.metamonks.online
10,Pastel Persons,8900.0,ETH,False,,,,,TY2cqrXAjc,[object Object],https://www.pastelpersons.com
11,Coin Plants,2500.0,ETH,True,0.04,,0.04,,FJ8WVWF6ae,coinplantsnft,https://www.coinplants.io
12,My GM Friends,3333.0,ETH,False,,,,,g3b2KNzpUd,MyGMFriends,https://www.mygmfriends.com/
13,Stiffy from Prickheads Art,2022.0,ETH,False,,,,,#discord,PrickheadsArt,https://prickheads.art/
14,Gangsta Ape Club,9998.0,ETH,True,,2022-04-29 08:52:00,,2022-04-29 08:52:00,HQ7VP8Tk9B,GangstaApeClub,https://gangstaapeclub.com/
15,Fine Yachts Harbor Club,8888.0,ETH,True,0.058,2022-04-29 10:00:00,0.058,2022-04-29 10:00:00,XFUaypfJ8n,FineYachtsHC,https://www.fineyachtsharborclub.com/
16,Forest Dwellers,1000.0,SOL,False,,,,,4KCMHrjVQ5,forestdwellers_,https://forestdwellers.art/
17,Metis Farmer NFT,6000.0,,False,,,,,VCMCXMj3dZ,MetisFarmer,https://www.metis.farm/
18,Wizard Land,11111.0,ETH,False,,,,,wizardland,wizardland_io,https://www.wizardland.io
19,Aunty Vax NFT,5555.0,ETH,False,,,,,F2QygWVu87,auntyvaxnft,https://auntyvaxnft.io/
20,Pixel Nerdz,4444.0,ETH,False,,,,,pixelnerdz,pixelnerdznft,https://www.pixelnerdz.io/
21,Chilled Camel Club,10000.0,SOL,False,,,,,qRcQ9sX2HF,ChilledCamelC,https://chilledcamelclub.com
22,Sol Ape Girls,1272.0,SOL,False,,,,,dJbcmeaHbT,SolApeGirls,https://solapegirl.com/
23,SuccessMetaCity,10000.0,ETH,True,0.09,,0.09,,successmetacity,successmetacity,https://www.successmetacity.com/
24,Young Ape Island Club,1111.0,SOL,False,,,,,ZucMYrEQhR,YoungApeIC,https://www.youngapeislandclub.com/
25,Chubby Cat NFT,2500.0,ETH,False,,,,,chubbycatnft,NFTChubbyCat,https://chubbycat.io/
26,Guardians of Sumantria,6777.0,ETH,False,,,,,nftsumantria,nftsumantria,https://sumantria.com
27,ORIGIN BEAST,5000.0,ETH,False,,,,,originbeast,origin_beast,https://www.originbeast.com/
28,Aunty Vax NFT,5555.0,ETH,False,,,,,An5ANqqe9p,auntyvaxnft,https://auntyvaxnft.io/
29,Bubblemates,10000.0,ETH,False,,,,,EZHkGScKkC,BubblematesNFT,https://bubblemates.com/
30,Hedge Fund Hyenas,2100.0,ETH,True,0.04,2022-04-29 00:00:00,0.04,2022-04-29 00:00:00,hfh,HedgeFundHyenas,https://www.hedgefundhyenas.com/
31,Rooster 2000,10000.0,ETH,True,0.05,2022-04-29 00:00:00,0.05,2022-04-29 00:00:00,WWPgcmqb9x,The_Rooster2K,https://www.rooster2000.com
32,Simeon,9999.0,ETH,False,,,,,V2XpPQEkFQ,SimeonNFT?s=20&t=ifr6L2XHYPY2PYATai4ehg,https://simeon9999.io/
33,Simply Smokey,888.0,ETH,True,0.13,2022-04-29 00:00:00,0.13,2022-04-29 00:00:00,8AUUdbgJCQ,SimplySmokeyNFT,https://simplysmokeynft.io/
34,The Tiger Clan,10000.0,ETH,True,0.15,,0.15,,jAqbvKjXK5,TigerClanNFT,https://www.thetigerclan.com/
35,Metafrens,1000.0,ETH,False,,,,,rc3nwqgqzt,metafrens_nft,http://metafrens.club
36,SuperSOL,2222.0,SOL,False,,,,,4hDDF8rQsA,SuperSol_X,https://thesupersol.net/
37,Space Cadets,10000.0,ETH,False,,,,,spacecadetsnft,spacecadetnft,https://spacecadetsnft.com
38,Dope Baby Apes,6666.0,SOL,True,0.6,,0.6,,dopeapes,DopeApes,https://dopeapes.com/
39,NextMoon,8230.0,SOL,False,,,,,QefaFSNgKr,nextmoonio,https://www.nextmoon.io/
40,AquaHeads,3333.0,SOL,True,,2022-04-30 09:00:00,,2022-04-30 09:00:00,gpv4TZ2dJt,AquaHeadNFTclub,https://aquaheads.com
41,Shield Warrior Ape Gang - SWAG,1111.0,ETH,False,,,,,uhr2uU6GVf,shield2protocol,https://shieldprotocol.org/
42,Whoopsies Doopsies,6000.0,ETH,False,,,,,kvU3ZtNxMP,WDoopsies,https://whoopdoop.com
43,Crazy Karts Society,5000.0,SOL,True,,2022-04-30 11:00:00,,2022-04-30 11:00:00,,,
44,OG Cats,5000.0,ETH,True,,2022-04-30 11:00:00,,2022-04-30 11:00:00,YF3YEvchcA,OGCatsNFT,https://ogcats.io/
