,date,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online
0,2022-04-20 00:00:00,0.05,2022-04-22 00:00:00,0.05,2022-04-22 00:00:00,,,
1,2022-04-22 00:00:00,0.03,2022-04-22 00:00:00,0.03,2022-04-22 00:00:00,,,
