,twitter,followers
0,apesofspace_nft,29600
1,akamirETH,13200
2,GolfJunkiesNFT,7505
3,ukiyoplayers,84800
4,combatapes,8033
5,RastaPandaPC,3511
6,TreasureSloths,859
7,metaplicant,10300
8,Pot_PinUps,30
9,DivineSatoshi,1321
10,MadVeggies,1533
11,battalionnft,1264
12,DripperzCC,3560
13,idreamerNFT,553
14,TheWeedez,3382
15,Chain_Nation,858
16,CosmicSoupNFT,9931
17,mayhemalumnis?s=21,1489
18,themunchiemafia,1202
19,OrcHorde,22500
20,BabyDogeCoin,1200000
21,SmurfZillazNFT,4313
22,partypotatonft,1108
23,MetaFriendsNFT,30300
24,allofusareeggs,39
25,KevinTheMonkey,4444
26,meta_nomads,10100
27,PlumpkinNft,2026
28,goodmonkeyz,33200
29,womenrightclub,2608
30,greenbudkillers,2699
31,BadPutinNFT,4033
32,Angryfrogsnft,38100
33,funkybunnies3d,21400
34,Boar_War_NFT,14300
35,sayre_project,2787
36,theassemblynft,8313
37,CyberCatz_,3381
38,nftbearcartel,6575
39,voltz_me,13400
40,magicalmothers_,2390
41,mobioz,1153
42,supgators,877
43,DigiFolkNFT,4883
44,NEONPLEXUS,10600
45,,8994
46,PiratesNFTClub,219
47,BouncingBuddiez,5622
48,fanzone_io,2524
49,SolSeats,28
50,ethxai,36300
51,DelinquentNFTs,1114
52,animfers,6353
53,TurkeysNfts,6862
54,asianidentity,3
55,coffeejunkienft,16900
56,livefigment,3066
57,metaboardsnft,1418
58,PrickheadsArt,2179
59,Valoriennft,6389
60,mutantsatoshi,6660
61,naughtyteddies,39000
62,Wardrobe_Club,6216
63,CryptoGods_ETH,2322
64,NFTLootBox,11600
65,solanasuccubus,15200
66,Rings_Angels,2508
67,solmonthegame,7204
68,gadonft,8434
69,HappiFrensNFT,509
70,TUniverseNft,9590
71,FlowtysNFT,13800
72,UglyPeopleNFT,86200
73,NftRacers,1539
74,metamanor,4569
75,misfitsapenft,11200
76,_Powerfulhands_,3215
77,INDIGWomenFTRs,9674
78,racksmafia,6441
79,9waveslabs,5934
80,akira_fighters,6060
81,purpleapesclub,975
82,PEANUTF_NFT,127
83,boredsnake_club,9577
84,AA_ART_NFT,33
85,Dragon_Futurist,1626
86,LambBrawl,1261
87,Idolidol_Game,1627
88,pionauts,6648
89,MadEvolved,24000
90,KanakyTribe,2682
91,octaveclub747?t=0MJCPpe3To6UngYlWl_OEQ&s=09,100
92,PirateLifeNFT,12900
93,BirdezGang,20500
94,WDoopsies,6672
95,pompotherobot,347
96,haddiesbayclub,8640
97,NFTgroovy,2258
98,TheUncannyClub,7101
99,dao_hpp,900
100,SpinalFoxesNFT,3041
101,gameofsilks,14400
102,proudlionsclub,8097
103,lnrdefi,86200
104,GMfrensDAO,2309
105,weareAllBright,16900
106,CiCKartworks,6109
107,successmetacity,1278
108,saveworldwarnft,2229
109,Nft2metaversei,236
110,FeggzNFT,10600
111,WrappedHotels,26900
112,frahm_art,1207
