,twitter,followers
113,CCDCofficial,3162
114,thealphabulls,16400
115,MovieClubNFT,23700
116,drinkingtrees,20400
117,MetaLazySociety,1589
118,TheNiftyDOS,19400
119,CyberZillaz,4068
120,MamuNftWorld,1535
121,metajewelz,764
122,TheHumanians,60000
123,MonksMeta,7259
124,GangstaApeClub,981
125,ChilledCamelC,2902
126,SolApeGirls,10000
127,nftsumantria,11000
128,origin_beast,1660
129,auntyvaxnft,4177
130,HedgeFundHyenas,2349
131,SimeonNFT?s=20&t=ifr6L2XHYPY2PYATai4ehg,643
132,TigerClanNFT,12500
133,metafrens_nft,2610
134,SuperSol_X,474
135,spacecadetnft,6
136,DopeApes,11900
137,nextmoonio,3358
138,AquaHeadNFTclub,4717
139,shield2protocol,32200
140,Crypto_Jutsu,586
141,powersistersnft,6888
142,TheChibiClub,3301
143,cinemaapes,707
144,facex_nft,31600
145,GopniksOTC,1291
146,NylaCollection,35600
147,meta_syndicate,5377
148,RHINOSAVANNANFT,17500
149,LetsCrushCancer,1158
150,Meta_Survivors,28300
151,nft_sengoku,1821
152,ichika_nft,2095
153,moon_babes,2336
154,CyberModernNFT,1465
155,ksekainft,16500
156,CigarLifeNFT,15
157,OneAndZero_NFT,721
158,designerbearNFT,2751
159,SolBullSociety,5546
160,projectdreamerz,5614
161,AsthetikP_nft,243
162,MetaPlayersNFTS,7769
163,cryptospacepunk,14
164,tuniesnft,1106
165,animal_priority,77
166,bilbabiesnft,7575
167,TheprojectX_Nft,218
168,Sprouts_NFT,6266
169,404Metaverse,10700
170,wafflenft,1650
171,dedfamworld,2926
172,punkangelsnft,20200
173,EuphorianApes,1265
174,shibayc_eth,1559
175,WVG_OFFICIAL,844
176,crypto_cafenfts,510
177,ricracclub,6636
178,pixa_nft,5141
179,WoodMiners,453
180,sixthreseau,186000
181,DinoKidsClub,1151
182,BooThingsNFT,1864
183,sadboysclubNFT,15100
184,pharagods,14600
185,TrexSapiensOrd,17000
186,yellowfames,3384
187,CRYPT056,134700
188,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,1392
189,NftNoahsArk,2298
190,killerwaifunfts,325
191,betplacersclub,2191
192,BlitzedBucksNFT,5034
193,ApesGenX,25300
194,CreativeFriendz,3362
195,FurryFriends_io,152
196,doombooNFT,111800
197,cheebsnft,6068
198,PoC_NFT,23300
199,flowerlolitanft,6790
200,doodleslayernft,760
201,Streetlab_io,5569
202,RogueDiceClub,12800
203,minimonkeymafia,6527
204,BooniesSkullNFT,385
205,metafliesclub,339
206,SkullDemolition,609
207,CoolGorillaBC,225
208,FinalHumans,1180
209,LittleWomen_NFT,9343
210,1_AwesomePossum,2535
211,WildFoxSquadNFT,346
212,Last_Mayan_NFT,263
213,denizenio,3276
214,GlodyKnightsNFT,3495
215,MiniMooNFT,1501
216,wethekidsNFT,539
217,poninisnft,38
218,CavernCores,74
219,CoolAstronauts,1025
220,vianijoe,4
221,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,2090
222,Arcadmverse,92
223,CountryApeSquad,61
224,fancyfoxassoc,10400
225,myworld_nft,12800
226,sewersquadnft,7841
227,CrypTickzNFT,2512
228,apeventuresnft,1342
229,GorillaGoMobile,25
230,PrimoMartians,558
231,SBR_nft,22
232,The_IslandNFT,10900
233,allseeinglemon,211
234,zdc_project,6732
235,mfmfgirls,5157
236,nowforthemnft,1869
237,wellyfriends,27400
238,AngryFalconNFT,3681
239,SourPicklesNft,26200
240,wizardland_io,15300
241,sukiruAI,6942
