,twitter,followers
0,pionauts,18700
1,CryptoFighters,17800
2,pompotherobot,391
3,RoboHiros,20300
4,haddiesbayclub,8499
5,NFTgroovy,2239
6,Idolidol_Game,1706
7,Boar_War_NFT,14600
8,dao_hpp,941
9,KanakyTribe,3172
10,SpinalFoxesNFT,3289
11,gameofsilks,15900
12,proudlionsclub,9787
13,NftElements,11800
14,lnrdefi,86100
15,GMfrensDAO,2335
16,weareAllBright,17300
17,ConsCryptoClub,104
18,Notorious_Ho,1591
19,CiCKartworks,6193
20,picklefrens,15900
21,EnterThelnferno,25600
22,successmetacity,1267
23,saveworldwarnft,3246
24,bapezNFT,18000
25,Nft2metaversei,20100
26,MadEvolved,23400
27,FeggzNFT,10500
28,McBitNFT,3411
29,EtherBunnyNFT,8874
30,frahm_art,1342
31,MyGMFriends,1522
32,CCDCofficial,3135
33,galactic_def,7904
34,WrappedHotels,39300
35,thealphabulls,33700
36,MovieClubNFT,23800
37,indep_photo,2919
38,drinkingtrees,27200
39,MetaLazySociety,1595
40,TheNiftyDOS,19600
41,CyberZillaz,5723
42,fashionapenft,25900
43,MamuNftWorld,1550
44,metajewelz,780
45,TheHumanians,73700
46,MonksMeta,7265
47,coinplantsnft,4055
48,PrickheadsArt,2287
49,GangstaApeClub,994
50,FineYachtsHC,626
51,MetisFarmer,539
52,wizardland_io,21500
53,auntyvaxnft,8340
54,ChilledCamelC,3257
55,SolApeGirls,9938
56,YoungApeIC,5878
57,nftsumantria,10800
58,origin_beast,1675
59,BubblematesNFT,1350
60,HedgeFundHyenas,2393
61,The_Rooster2K,90
62,SimeonNFT?s=20&t=ifr6L2XHYPY2PYATai4ehg,646
63,TigerClanNFT,12000
64,metafrens_nft,4384
65,SuperSol_X,508
66,spacecadetnft,9
67,DopeApes,17300
68,nextmoonio,3851
69,AquaHeadNFTclub,5227
70,shield2protocol,32100
71,WDoopsies,6861
72,,8990
73,Crypto_Jutsu,599
74,VDGCryptoArt,121
75,powersistersnft,6884
76,TheChibiClub,4625
77,cinemaapes,719
78,facex_nft,41300
79,GopniksOTC,1369
80,NylaCollection,36500
81,meta_syndicate,12900
82,moonbirds_3d,4774
83,RHINOSAVANNANFT,17800
84,LetsCrushCancer,1250
85,Meta_Survivors,29300
86,skreamaz,6641
87,chicmami_nfts,4241
88,GMFunkyClub,472
89,ichika_nft,2092
90,moon_babes,2335
91,slybunnies,2565
92,sukiruAI,8200
93,CyberModernNFT,1441
94,ksekainft,16500
95,CigarLifeNFT,20
96,OneAndZero_NFT,738
97,designerbearNFT,2772
98,SolBullSociety,5493
99,projectdreamerz,5883
100,AsthetikP_nft,1398
101,NFTLootBox,12100
102,MetaPlayersNFTS,8149
103,cheap_spirits,36
104,cryptospacepunk,65
105,tuniesnft,1496
106,animal_priority,81
107,bilbabiesnft,7530
108,TheprojectX_Nft,297
109,Sprouts_NFT,8597
110,Valoriennft,6212
111,404Metaverse,11000
112,puffworldnft,49500
113,wafflenft,1648
114,AnubisRebel,7035
115,jesterkrewe,228
116,urban_boyz1,1800
117,MusicMachineNFT,3842
118,dedfamworld,2809
119,NFT__portfolio,213
120,punkangelsnft,20500
121,EuphorianApes,2121
122,shibayc_eth,1921
123,WVG_OFFICIAL,825
124,AlimatokNFT,3491
125,SwamiNFT,16700
126,nft_sengoku,1838
127,crypto_cafenfts,517
128,off_CryptoCity,4472
129,detown_io,3518
130,ricracclub,6879
131,pixa_nft,5148
132,WoodMiners,472
133,TheBloxPrimeNFT,5982
134,sixthreseau,194700
135,DinoKidsClub,1141
136,MMansionnft,2040
137,BooThingsNFT,2349
138,sadboysclubNFT,15000
139,pharagods,16300
140,LooseMooseCrew,4823
141,BitButts,1392
142,TrexSapiensOrd,17600
143,yellowfames,3719
144,CRYPT056,133900
145,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,1733
146,FatCatsDao,29600
147,NftNoahsArk,4098
148,PlutoPeopleNFT,3333
