,twitter,followers
0,AdrunnerNft,31900
1,TheBlindClubNft,16700
2,cyberboyz3000,10300
3,siimplexNFT,2941
4,adorablecados,1378
5,EncryptedGods_,2585
6,thesasnft,12900
7,TheDefiantsNFT,20000
8,luckyduckynft,18000
9,CHFTYPizzas,4452
10,womanoidnft,16500
11,BattleDroidsNFT,21600
12,mdogeacademy,16000
13,RogueRhinosNFT,3025
14,ShibaVikingsNFT,25100
15,SphynxesNFT,3002
16,streethers,25000
17,KillerKoalasNFT,760
18,dankducksnft,13300
19,honsbuns,529
20,ShinobiClubNFT,1432
21,lucidityfest,5083
22,ComoTeLlamasNFT,973
23,ThePristine_NFT,27100
24,junkpileisle,4352
25,sussysharks,31300
26,MetaRugs,4256
27,metajacketnft,2679
28,FamilyTeesNFT,5656
29,Hiros_io,1945
30,kgpnft,1665
31,oasisofuniverse,3658
32,TalentedTamarin,867
33,Muhamma47405112,8341
34,antiapeassc,5025
35,menagerienft,1852
36,JoinAlienverse,21500
37,iam_tribex,41600
38,PixelSpraysNFT,8452
39,dystopiansnft,50800
40,MonopoIyNFT,4600
41,footballpunks,2180
42,Pepper_Attack,9693
43,LittleEstherNFT,14900
44,angelallianceth?s=20&t=0ndGKJk88ybn4QVm_ejB6g,8135
45,CyberEveNFT,2948
46,DragonWorldMeta,13400
47,picadogsnft,1528
48,EPICBEASTnft,14900
49,RobomitoNFT,4616
50,LadiesLeagueNFT,2097
51,IMPRLWHALECLUB,25200
52,MyOwnWorldNFT,3235
53,metapharaohsNFT,37000
54,slothwarriors,10700
55,BnBCollege_NFT,3362
56,meridiumzone,2436
57,shazu_io,29100
58,DODOMOONFT,5190
59,onjoyride,18200
60,metapanthernft,597
61,JungleMania_,4801
62,robochefsclub,1822
63,ShibaDreamClub,1143
64,UldorGuardians,7170
65,McBitNFT,3344
66,Morpheads_nft,1786
67,BionicEraNft,16800
68,supernerds_club,3555
69,Be_beez__,8055
70,TailWaggersNFT,11900
71,Ape_Society_NFT,8688
72,Particlon_xyz,9335
73,SimeonNFT?s=20&t=ifr6L2XHYPY2PYATai4ehg,639
74,hashcowsnft,9286
75,pillarwallet,26500
76,royaleggsnft,8333
77,ZenSportsia ,1691
78,DragonGamerClub,605
79,lilmonkeys_nft,2240
80,DeviantAlienNFT,1888
81,Oozoids,18000
82,TWF_NFT,25700
83,ChiptosX,10000
84,cosmos_cyber,4628
85,WizardsOfEtheen,911
86,OfficeMunchkins,910
87,F_A_K_C,19300
88,thedemonarmy,1145
89,ElementoDragons,17500
90,TheAntLand,1092
91,karmacats_com,1154
92,VRMETA_Chain,15700
93,shinobibunnynft,39000
94,HappyNationNFT,4737
95,obotgame,545
96,HeroinesNFT,1024
97,metamanrising,394
98,SKuLZ_nft,1307
99,honeydropnft,2128
100,DL_Coliseum,449
101,HousePartyANML,2023
102,MushroomsClub,11600
103,OmegaKnightsNFT,8318
104,metameatballs,4120
105,ModernPokerClub,9847
106,amnesiametaclub?s=21,442
107,LycaFoxPack,3529
108,TribeQuokka,23800
109,queenmermaidnft,625
110,WiredFrameNFT,8934
111,LionsBarberNft,5330
112,DeadlyDucksNFT,11400
113,SolApeGirls,4504
114,mfmfgirls,5346
115,SadGhostJC,1122
116,twistedbears_,34200
117,atw_nft_project,1310
118,CryptoGRUNTZ,1173
119,Babygangsnft,4640
120,MyPixelClub,888
121,DigitalApeClub,15400
122,hornymals,4710
123,los_muertosNFT,24200
124,SecretSocietyID,690
125,OkokuNFT,9378
126,SkankySkunkClub,947
127,SolanaZoo_NFT,2591
128,suburbancolors,8689
129,PsychoFrens,2081
130,U_APES,6739
131,DducksNFT,6227
132,bitlectro,9806
133,Meta_Survivors,18500
134,YakuzaKumiai,9179
135,MutantMoneyNFT,7027
136,SaucyU_nft,4977
137,BattyBanties,7142
138,SkygardGame,33100
139,AtlanticApes,18000
140,piggangnfts,17600
141,DegenDoggos_NFT,345
142,fullbellyclub,11600
143,hapegirls,39100
144,cheebsnft,1604
145,SpinalFoxesNFT,2210
146,designerbearNFT,2645
147,degenzgame,3154
148,royal_crows,3490
149,StubbornApeNFT,10600
150,boredbootsnft,3743
151,littlegreennft,1140
152,TheKoalaco1,1619
153,Tricky_Turkey_,855
154,NFT_Banana_Club,4722
155,HypeHustlersNFT,4808
156,JellyInvaderz,491
157,NFTATW,2541
158,successmetacity,1183
159,doodleslayernft,664
160,apesofspace_nft,19800
161,TheWeedez,2391
162,APB_Club,6401
163,champions_ninja,8649
164,AngryFalconNFT,3746
165,TreasureSloths,303
166,MadVeggies,635
167,proudlionsclub,1868
168,themunchiemafia,425
169,theassemblynft,5287
170,MetaSociety2022,6620
171,NEONPLEXUS,4138
172,TurkeysNfts,6182
173,Valoriennft,2777
174,mutantsatoshi,4643
175,MadEvolved,8336
176,TheUncannyClub,1262
177,nftsumantria,10800
178,HedgeFundHyenas,2034
179,meta_syndicate,4745
180,moon_babes,2109
181,pixa_nft,5114
182,DinoKidsClub,1253
183,thebadboyznft,5966
184,apeventuresnft,211
185,GlodyKnightsNFT,2570
186,KujiraNoKonton,17200
187,LedgersNFT,4765
188,ROBOTOKENSPACE,19700
189,thevikingsons,2315
190,ZenWarriorNFT,13300
