,twitter,followers
159,meta_syndicate,5359
160,RHINOSAVANNANFT,17900
161,LetsCrushCancer,1148
162,Meta_Survivors,28800
163,sewersquadnft,7918
164,moon_babes,2348
165,sukiruAI,7191
166,CyberModernNFT,1632
167,ksekainft,16500
168,CigarLifeNFT,12
169,OneAndZero_NFT,718
170,designerbearNFT,2753
171,SolBullSociety,5554
172,projectdreamerz,5682
173,AsthetikP_nft,252
174,MetaPlayersNFTS,7316
175,tuniesnft,1078
176,animal_priority,76
177,wafflenft,1653
178,dedfamworld,3069
179,punkangelsnft,20800
180,EuphorianApes,1235
181,WVG_OFFICIAL,780
182,crypto_cafenfts,503
183,ricracclub,6643
184,pixa_nft,5147
185,WoodMiners,453
186,sixthreseau,182500
187,DinoKidsClub,1183
188,BooThingsNFT,1728
189,sadboysclubNFT,15400
190,TrexSapiensOrd,16700
191,CRYPT056,120400
192,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,16
193,NftNoahsArk,2173
194,killerwaifunfts,263
195,betplacersclub,2266
196,ApesGenX,25600
197,FurryFriends_io,149
198,doombooNFT,107100
199,cheebsnft,6016
200,PoC_NFT,20000
201,flowerlolitanft,6628
202,doodleslayernft,775
203,RogueDiceClub,12800
204,minimonkeymafia,6561
205,BooniesSkullNFT,364
206,metafliesclub,339
207,SkullDemolition,628
208,CoolGorillaBC,227
209,FinalHumans,1191
210,LittleWomen_NFT,8773
211,1_AwesomePossum,657
212,Last_Mayan_NFT,271
213,denizenio,3278
214,GlodyKnightsNFT,3714
215,MiniMooNFT,1499
216,wethekidsNFT,508
217,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,2008
218,Arcadmverse,87
219,fancyfoxassoc,10600
220,myworld_nft,13200
221,CrypTickzNFT,2514
222,apeventuresnft,1462
223,PrimoMartians,558
224,The_IslandNFT,11300
225,allseeinglemon,205
226,zdc_project,3406
227,BadApePirates,1228
228,404Metaverse,7224
229,Mermaid_Kraken,4848
230,mfmfgirls,5215
231,nowforthemnft,1827
232,wellyfriends,27100
