,twitter,followers
0,KoiShogunate,1538
1,TheEarliesNFT,4575
2,NodePuppyClub,4682
3,prototype5656,14700
4,SolCryptoSKULLS,11400
5,RebelTigerClub,26400
6,ChroniclesNFT,2176
7,BitBulliesNFT,19300
8,katanainu,39000
9,NGFTofficial,804
10,AfroPunkNFT,2308
11,CryptoHipposNFT,48800
12,PotatoPimpsNFT,6261
13,walkingapesnft,6748
14,Blobbolution,3454
15,BoltandKnuckle,4629
16,weirdvitalik,1509
17,WiggleWorldNFT,1685
18,MetagreysNFT ,5821
19,CalamigosClub,4610
20,DeadBros666,10600
21,55unity,15800
22,BohemiaArtFair,15100
23,synesis_one,106200
24,Blueprinted_NFT,2317
25,DragonsArena_io,3734
26,solunicorns3d,10600
27,SpaceLadiesClub,2971
28,demonsonholiday,-1
29,pandafamNFT,1501
30,ShadowQuest_NFT,6041
31,Billionaire_Wmn,5453
32,meetbob_nft,8622
33,Skyscraper_NFT,7946
34,stonk_nft,-1
35,AngelsDevilsNFT,3939
36,BunnyBrawlerNFT,1806
37,SupercarclubNFT,2933
38,WonderPals,144800
39,aperetroclub,6815
40,zombinomyNFT,3551
41,BeellionaireNFT,4542
42,seekonenft,4422
43,CryptoWatchzNFT,701
44,CyberFunks_,3581
45,RowdyRooster_io,2429
46,ScribbleHuskies,4869
47,cnlcasa,1604
48,ApeRapUnited,19200
49,CoolCoatiClub,1324
50,BoredKidNFT,1262
51,BrutalBearsNFT,19300
52,acatevolved,3026
53,Monster_Frens,13200
54,TheMandrillz,7715
55,cozybearsdao,10900
56,multiversellama,14900
57,MedicatedMice,5586
58,RudeKidzNFT,98100
59,BKBNFT,647
60,MintedFingers,9019
61,Louznft,40900
62,NarwhalNFTs,6995
63,NKD_EYE_PRJKT,1125
64,BATC_NFT,8145
65,digitalkingss,729
66,gamer_apes,4851
67,AdaSenshi,1835
68,BizarrePlatypus,22300
69,JungleTribeNFT,23500
70,MonkeyBus_Nft,6375
71,thenovatar,37400
72,alienscumfleet,3676
73,bcatnft,21900
74,M101_Shelter,49100
75,monzterminions,9064
76,TheEuphorians,4481
77,TaterHeadsMeta,3365
78,0xAnonymousNFT,1666
79,fortuna_dao,3786
80,punkstarsoccer,4338
81,weirdosNFT,16400
82,SPOONER_NFT,28100
83,CatlanticNFT,2245
84,metapharaohsNFT,52900
85,NFT_Chihuahua,5450
86,omegaorcs,2341
87,cheekykyser,12700
88,Indigochild_dao,1060
89,TokyoApes,14500
90,BoredAlienC,6089
91,ElrondBunnyNFTs,4385
92,HYPEALIENS,53400
93,MechAnimalsWars,6390
94,pepeboomnft,523
95,UniPreds,5756
96,BabyApeNursery,1447
97,funkyfrens,870
98,Cartoon_Cartel,33500
99,zodiacnftgame,7507
100,soldiamondheads,8435
101,GrimaceCoinErc,5468
102,hmkclub,21000
103,TheMajesticOwl,11600
104,MetaEstateIO,3327
