,twitter,followers
0,boredsone,21900
1,VastQuestions,1778
2,thesushicatsnft,31200
3,Xunderworldnft,16700
4,FilthyRichCK,19800
5,oceancltv,13200
6,BallisticFreaks,5033
7,TheWeedez,3364
8,mayhemalumnis?s=21,1482
9,UnifriendsNFT,4114
10,APB_Club,5459
11,alkiemonk,1824
12,champions_ninja,9634
13,moonrockmannft,8552
14,GolloAdventure,516
15,terpsmetaclub,673
16,apesofspace_nft,29800
17,KevinTheMonkey,4267
18,AngryFalconNFT,3677
19,SourPicklesNft,26200
20,MovieClubNFT,24100
21,akamirETH,13300
22,GolfJunkiesNFT,7633
23,ukiyoplayers,81400
24,combatapes,7959
25,RastaPandaPC,3292
26,greenbudkillers,2782
27,TreasureSloths,854
28,metaplicant,10300
29,Pot_PinUps,24
30,DivineSatoshi,1315
31,MadVeggies,1538
32,battalionnft,1280
33,DripperzCC,3558
34,idreamerNFT,525
35,Chain_Nation,858
36,CosmicSoupNFT,10300
37,themunchiemafia,1180
38,OrcHorde,22900
39,BabyDogeCoin,1200000
40,SmurfZillazNFT,4379
41,partypotatonft,1112
42,MetaFriendsNFT,30400
43,allofusareeggs,38
44,meta_nomads,10100
45,PlumpkinNft,2069
46,goodmonkeyz,32700
47,womenrightclub,2575
48,BadPutinNFT,4129
49,Angryfrogsnft,31300
50,funkybunnies3d,21400
51,Boar_War_NFT,13900
52,sayre_project,2857
53,theassemblynft,8380
54,CyberCatz_,3423
55,nftbearcartel,6570
56,voltz_me,13400
57,magicalmothers_,2401
58,mobioz,1164
59,supgators,834
60,DigiFolkNFT,5059
61,NEONPLEXUS,10500
62,,8995
63,PiratesNFTClub,207
64,BouncingBuddiez,5636
65,fanzone_io,2482
66,SolSeats,27
67,ethxai,29800
68,animfers,6728
69,TurkeysNfts,6857
70,asianidentity,3
71,coffeejunkienft,14500
72,livefigment,2330
73,metaboardsnft,1417
74,PrickheadsArt,2152
75,Valoriennft,6440
76,mutantsatoshi,6621
77,naughtyteddies,39000
78,Wardrobe_Club,6180
79,CryptoGods_ETH,2378
80,NFTLootBox,11600
81,Rings_Angels,2580
82,solmonthegame,7106
83,gadonft,8479
84,HappiFrensNFT,506
85,TUniverseNft,9739
86,NftRacers,1536
87,metamanor,4611
88,misfitsapenft,11300
89,_Powerfulhands_,2991
90,INDIGWomenFTRs,9603
91,racksmafia,6264
92,9waveslabs,5930
93,akira_fighters,6200
94,purpleapesclub,969
95,PEANUTF_NFT,119
96,boredsnake_club,9560
97,AA_ART_NFT,32
98,Dragon_Futurist,1622
99,LambBrawl,1195
100,Idolidol_Game,1530
101,pionauts,6908
102,MadEvolved,16900
103,KanakyTribe,2588
104,octaveclub747?t=0MJCPpe3To6UngYlWl_OEQ&s=09,101
105,PirateLifeNFT,13300
106,BirdezGang,20000
107,WDoopsies,6628
108,pompotherobot,349
109,haddiesbayclub,8904
110,NFTgroovy,2312
111,dao_hpp,896
112,SpinalFoxesNFT,2919
113,gameofsilks,14400
114,weareAllBright,16800
115,CiCKartworks,5385
116,successmetacity,1284
117,saveworldwarnft,2232
118,FeggzNFT,10900
119,WrappedHotels,25300
120,CCDCofficial,3198
121,drinkingtrees,19700
122,MetaLazySociety,1603
123,TheNiftyDOS,19400
124,CyberZillaz,3731
125,MamuNftWorld,1546
126,metajewelz,772
127,TheHumanians,58800
128,MonksMeta,7269
129,wizardland_io,5009
130,ChilledCamelC,2855
131,SolApeGirls,10100
132,nftsumantria,11200
133,origin_beast,1678
134,auntyvaxnft,3572
135,HedgeFundHyenas,2350
136,SimeonNFT?s=20&t=ifr6L2XHYPY2PYATai4ehg,647
137,TigerClanNFT,12800
138,metafrens_nft,2660
139,SuperSol_X,471
140,spacecadetnft,6
141,DopeApes,12000
142,nextmoonio,3455
143,AquaHeadNFTclub,4580
144,shield2protocol,32200
145,Crypto_Jutsu,585
146,powersistersnft,6925
147,TheChibiClub,3268
148,facex_nft,27900
149,GopniksOTC,1317
150,NylaCollection,35500
151,meta_syndicate,5365
152,RHINOSAVANNANFT,17700
153,LetsCrushCancer,1150
154,Meta_Survivors,28400
155,sewersquadnft,7941
156,ichika_nft,2095
157,moon_babes,2342
158,sukiruAI,7171
159,CyberModernNFT,1505
160,ksekainft,16500
161,CigarLifeNFT,13
162,OneAndZero_NFT,712
163,designerbearNFT,2763
164,SolBullSociety,5611
165,AsthetikP_nft,248
166,MetaPlayersNFTS,7630
167,tuniesnft,1091
168,animal_priority,75
169,TheprojectX_Nft,179
170,Sprouts_NFT,3191
171,wafflenft,1658
172,dedfamworld,3040
173,punkangelsnft,20700
174,EuphorianApes,1253
175,WVG_OFFICIAL,857
176,crypto_cafenfts,507
177,ricracclub,6653
178,pixa_nft,5147
179,WoodMiners,447
180,sixthreseau,183000
181,DinoKidsClub,1178
182,BooThingsNFT,1796
183,sadboysclubNFT,15300
184,TrexSapiensOrd,16900
185,yellowfames,3372
186,CRYPT056,120100
187,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,155
188,NftNoahsArk,2196
189,killerwaifunfts,299
190,betplacersclub,2237
191,BlitzedBucksNFT,5022
192,ApesGenX,25500
193,FurryFriends_io,151
194,doombooNFT,110100
195,cheebsnft,6001
196,PoC_NFT,21100
197,flowerlolitanft,6856
198,doodleslayernft,771
199,RogueDiceClub,12800
200,minimonkeymafia,6544
201,BooniesSkullNFT,382
202,metafliesclub,339
203,SkullDemolition,617
204,CoolGorillaBC,229
205,FinalHumans,1178
206,LittleWomen_NFT,9008
207,1_AwesomePossum,698
208,WildFoxSquadNFT,111
209,Last_Mayan_NFT,269
210,denizenio,3279
211,GlodyKnightsNFT,3565
212,MiniMooNFT,1504
213,wethekidsNFT,536
214,poninisnft,34
215,CoolAstronauts,982
216,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,1931
217,Arcadmverse,90
218,CountryApeSquad,61
219,fancyfoxassoc,10500
220,myworld_nft,13100
221,CrypTickzNFT,2514
222,apeventuresnft,1374
223,GorillaGoMobile,23
224,PrimoMartians,559
225,SBR_nft,15
226,The_IslandNFT,11100
227,allseeinglemon,204
228,zdc_project,4820
229,BadApePirates,1282
230,404Metaverse,7395
231,mfmfgirls,5186
232,nowforthemnft,1881
233,wellyfriends,27200
234,TheUncannyClub,7041
235,proudlionsclub,8112
236,lnrdefi,86200
237,GMfrensDAO,2308
238,Nft2metaversei,236
239,GangstaApeClub,978
240,projectdreamerz,5536
