,twitter,followers
90,drsniffynft,10200
91,WorldsCollect,360
92,DroopyApes,5250
93,FatCatsDao,28500
94,BB01NFT,7535
95,SolMightyPirate,14500
96,sixthreseau,192800
97,MetaVolutionNFT,85600
98,BooniesSkullNFT,474
99,LabyrinthUnreal,2867
100,MetaHookahs,15000
101,metafliesclub,346
102,Chilloutbrosnft,2515
103,itshernft,9921
104,MafiaBearsNFT,201
105,MirageLand_NFT,4260
106,rotten_ville,8520
107,GodsofEgyptNFT,363
108,ApeVampires,10900
109,FancySlothClub,3303
110,ZelenskyNFTClub,2937
111,badkidclubnft,17500
112,DreamyGirlsNFT,16800
113,senshinfts,1746
114,SkullDemolition,569
115,CoolGorillaBC,240
116,nordeins,2657
117,FinalHumans,5877
118,LittleWomen_NFT,11900
119,monkchains,13700
120,mutantsheepslab,9510
121,WildFoxSquadNFT,1068
122,cityofgold_io,6637
123,MetaCutiesNFT,6733
124,otters_universe,2280
125,huesnft,3775
126,CreatureCultur3,1182
127,gymratelephants,4547
128,heroesmetaverse,23900
129,Last_Mayan_NFT,252
130,DodgerNft,1974
131,XkartR,2485
132,denizenio,6442
133,dummy_vegs,3327
134,ChunkyBuddhas,5214
135,GlodyKnightsNFT,3312
136,kazinft,450
137,TheMetamona?t=4zDnmG94Lv9xccWb7dbFmQ&s=09,2098
138,anydings,101
139,CyberZillaz,6435
140,MiniMooNFT,1615
141,LittlezProject,1692
142,wethekidsNFT,585
143,poninisnft,100
144,burgerheadznft,70
145,the_egg_society ,25000
146,badbullsnft,3004
147,rhelegus,13000
148,NFTgeisha,14900
149,catmobstaz,5618
150,zelenskiynft,22900
151,CavernCores,84
152,thelostbitcoins,7909
153,aith3r3al,5778
154,CroodApesArmy,1135
155,FloatyzNFT,1486
156,ImperfectsNFT ,761
157,CoolAstronauts,5493
158,martian_colony,319
159,vianijoe,57
160,applefriends6,965
161,BullishTrendCo,152
162,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,2953
163,Arcadmverse,103
164,CountryApeSquad,74
165,fancyfoxassoc,14300
166,thechosenonesio,256
167,UnderdogClubNFT,13500
168,DribblieGame,14100
169,fish_sticksnft,7796
170,AnimAllsNFT,42
171,survivorsnft,15900
172,PoC_NFT,23600
173,GhoniesCrypto,513
174,myworld_nft,11800
175,sewersquadnft,7740
176,AKCPixel,122
177,thebruhz,6091
178,LockerRoomBH,1147
179,CrypTickzNFT,2493
180,HailaryNft,12200
181,SolCoins,28400
182,nftsumantria,11300
183,ploddingpirates,4490
184,apeventuresnft,1412
185,EnterTheYama,1537
186,vagabondeclub,1243
187,GorillaGoMobile,344
188,NftPandasociety,76
189,FreekyFruits,43
190,drinkingtrees,24100
191,MetaMiceUG,215
192,PrimoMartians,650
193,SBR_nft,2203
194,The_IslandNFT,9820
195,allseeinglemon,340
196,womanofsolana,1015
197,Crypxel_NFT,291
198,figurecatnft,43
199,MaskAfraid,829
200,_gardenofgiving,4
201,listlords,446
202,LuckyMonkNFTs,831
203,crypto_cafenfts,529
204,metalodons_club,4107
205,zdc_project,5707
206,1_AwesomePossum,5618
207,tycoontigers,2679
