,twitter,followers
158,omegaorcs,2130
159,TheMandrillz,5481
160,Doodlespunks,522
161,UniPreds,4779
162,BabyApeNursery,1425
163,zodiacnftgame,9374
164,soldiamondheads,4899
165,hmkclub,19700
166,ShovelHub,747
167,LCAlpha,4363
168,antiapeassc,14800
169,GivingBulls,3925
170,ETHomesNFT,3851
171,graffitibears,9857
172,solbloks,3775
173,AtlasLyons,1335
174,Thugz_NFT,1303
175,AlphaDroids,901
176,MetaGestation,2840
177,KillerKoalasNFT,500
178,crazyrichapes,6447
179,cnftpirates,452
180,BusyBeesClubNFT,7298
181,perkypiglets,1204
182,MSB_NFT,7483
183,MetaTriads,13400
184,YearoftheWoman_,2542
185,PuppyPAdventure,7465
186,mirlnft,8427
187,Achoo_NFT,2147
188,SoccerPunksFC ,1081
189,CrptAgnstSciety,1571
190,the_oceanos,1794
191,AnimalGangGame,4489
192,dopeheadsnft,2210
193,Crypto_Grave,668
194,metamutantsclub,508
195,AithereumNFT,870
196,wos_club,2224
197,MonkeyMiners,2471
198,SlowMoSlothClub,3541
199,DeviantAlienNFT,1263
200,Billionaire_Wmn,6500
201,thebunnybuddies,77400
202,CalamigosClub,3953
203,CallOfMeta_NFT,24400
204,whales_nft,7293
205,DeadDinoWorld,3095
206,DumpsterDorks,3098
207,fortuna_dao,3349
208,Hiros_io,1245
209,cryptoceanart,8806
210,MetaFriendsNFT,26400
211,mythia,2274
212,poorrichboys,3907
213,SpaceConvicts,2877
214,SpaceCowsIO,1268
215,thebruhz,7278
216,chosenonesnft,48800
217,LionsBarberNft,5157
218,TopManagerNFT,1208
