,twitter,followers
0,madgiraffegang,9658
1,DemionsNFT,6211
2,CthulhuCA22,17800
3,DopeskeletonNFT,10100
4,LostIslandsNFT,4029
5,CompanyProfit,2910
6,minimonkeymafia,7666
7,Storyworlds_xyz,6463
8,cheebsnft,17000
9,Squid_Academy,28700
10,NFTKickFlip,26000
11,bigbrainsclub,4715
12,BoredApeArmyC,18900
13,cpbpixel,4244
14,Web3WizardsNFT,10300
15,drsniffynft,30400
16,WorldsCollect,380
17,DroopyApes,5285
18,PlayBlankos,34700
19,FatCatsDao,29600
20,BB01NFT,7516
21,SolMightyPirate,15700
22,sixthreseau,197800
23,nordeins,4515
24,dinosaurgamenft,6354
25,MetaVolutionNFT,78300
26,WitlinkA,40500
27,bnv_me,1537
28,BooniesSkullNFT,488
29,homaland_nft,2700
30,LabyrinthUnreal,3439
31,MetaHookahs,14900
32,metafliesclub,344
33,,8990
34,Chilloutbrosnft,3754
35,NftZoko,3198
36,FunkiFoxes,168
37,itshernft,9857
38,SolKinky,202
39,MafiaBearsNFT,229
40,minzukinft,35
41,MirageLand_NFT,4432
42,rotten_ville,8683
43,dreamlandforest,186
44,GodsofEgyptNFT,429
45,ApeVampires,10700
46,FancySlothClub,3912
47,CRPT_Bulls,989
48,ZelenskyNFTClub,3078
49,Rude1s_NFT,3967
50,badkidclubnft,17500
51,DreamyGirlsNFT,17100
52,Japanese_BAPES,23100
53,nonfunfriends,919
54,senshinfts,1753
55,SkullDemolition,575
56,yo_4rt,4381
57,CoolGorillaBC,248
58,chillnchameleon,16500
59,FinalHumans,7669
60,nft_cathereum,216
61,LittleWomen_NFT,12700
62,monkchains,14300
63,mutantsheepslab,9228
64,WildFoxSquadNFT,1102
65,SLIMESfun,1157
66,chimerapillars,5468
67,cityofgold_io,6601
68,CutePandazClub,275
69,MetaCutiesNFT,6823
70,snobietynft,1144
71,otters_universe,2210
72,huesnft,3748
73,CreatureCultur3,1243
74,gymratelephants,4529
75,heroesmetaverse,23500
76,Last_Mayan_NFT,254
77,DodgerNft,1960
78,XkartR,2565
79,denizenio,7462
80,dummy_vegs,4437
81,PvPWorldsNFT,21300
82,BibbopC,27
83,ChunkyBuddhas,5221
84,GlodyKnightsNFT,3394
85,kazinft,3410
86,TheMetamona?t=4zDnmG94Lv9xccWb7dbFmQ&s=09,2133
87,anydings,122
88,CyberZillaz,6911
89,ChefBoiRDoge,25000
90,MiniMooNFT,1810
91,LittlezProject,1646
92,bloqparty_nft,5498
93,8Hanabi_NFT,22200
94,drunkenducksNFT,700
95,wethekidsNFT,624
96,poninisnft,104
97,robofrens,17800
98,SolApeGirls,9566
99,burgerheadznft,94
100,ChumpsNFT,562
101,the_egg_society ,24500
102,bnv_me,1537
103,badbullsnft,2997
104,rhelegus,25200
105,NFTgeisha,14800
106,catmobstaz,5518
107,zelenskiynft,26400
108,CavernCores,88
109,thelostbitcoins,7925
110,aith3r3al,5672
111,CroodApesArmy,1129
112,FloatyzNFT,1540
113,ImperfectsNFT ,748
114,haze_long,648
115,DreamGirlsNFT,262
116,crypto_jaguars,229
117,CoolAstronauts,8508
118,vianijoe,64
119,applefriends6,951
120,BullishTrendCo,159
121,pitty_pals,2480
122,tubzsocialclub,1708
123,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,10300
124,Arcadmverse,102
125,CountryApeSquad,160
126,fancyfoxassoc,14900
127,thechosenonesio,265
128,UnderdogClubNFT,19500
129,DribblieGame,13700
130,fish_sticksnft,7443
131,AnimAllsNFT,1072
132,survivorsnft,13900
133,PoC_NFT,23400
134,GhoniesCrypto,520
135,boredtigers,1875
136,myworld_nft,11600
137,StardropsNFT,807
138,AKCPixel,130
139,thebruhz,9267
140,LockerRoomBH,4896
141,MoonbirdsK,344
142,Goofygraphicnft,54
143,CrypTickzNFT,2479
144,HailaryNft,12000
145,SolCoins,28200
146,nftsumantria,11100
147,PottyMouthNFT,584
148,ploddingpirates,4497
149,AssetBenderNFT,11300
150,reptikas,419
151,metagretanft,138
152,martian_colony,1093
153,apeventuresnft,1404
154,EnterTheYama,1529
155,vagabondeclub,1247
156,ikigaigenesis,2104
157,GorillaGoMobile,343
158,NftPandasociety,134
159,FreekyFruits,59
160,clubwickedwives,36
161,drinkingtrees,23700
162,MetaMiceUG,290
163,moonstrikenft,38900
164,PrimoMartians,610
165,SBR_nft,2083
166,The_IslandNFT,9778
167,allseeinglemon,387
168,womanofsolana,1233
169,Crypxel_NFT,306
170,figurecatnft,51
171,MaskAfraid,847
172,_gardenofgiving,14
173,listlords,460
174,LuckyMonkNFTs,838
175,MiningverseNFT,1226
176,crypto_cafenfts,533
177,metalodons_club,4042
178,zdc_project,6730
179,1_AwesomePossum,6031
180,tacticalscratch,182
181,theBluesys,432
182,DwissWatch,7914
183,tycoontigers,2677
184,Marikos_Club,1097
185,arcticgatorsnft,43
186,NFTigz,31
187,CreativeFriendz,3875
188,sewersquadnft,7692
