,twitter,followers
156,ricracclub,6679
157,pixa_nft,5141
158,WoodMiners,460
159,sixthreseau,187100
160,DinoKidsClub,1157
161,BooThingsNFT,1916
162,sadboysclubNFT,15200
163,pharagods,14800
164,TrexSapiensOrd,17000
165,yellowfames,3456
166,CRYPT056,134700
167,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,1653
168,NftNoahsArk,2844
169,killerwaifunfts,335
170,betplacersclub,2192
171,BlitzedBucksNFT,7674
172,ApesGenX,25400
173,CreativeFriendz,3375
174,FurryFriends_io,156
175,doombooNFT,114200
176,cheebsnft,6151
177,PoC_NFT,23400
178,flowerlolitanft,6858
179,doodleslayernft,764
180,Streetlab_io,5813
181,RogueDiceClub,12900
182,minimonkeymafia,6536
183,BooniesSkullNFT,400
184,metafliesclub,336
185,MirageLand_NFT,3826
186,SkullDemolition,613
187,CoolGorillaBC,230
188,FinalHumans,1193
189,LittleWomen_NFT,9811
190,1_AwesomePossum,2567
191,WildFoxSquadNFT,348
192,Last_Mayan_NFT,265
193,denizenio,3283
194,GlodyKnightsNFT,3494
195,MiniMooNFT,1505
196,wethekidsNFT,541
197,poninisnft,42
198,CavernCores,75
199,CoolAstronauts,1035
200,vianijoe,5
201,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,2183
202,Arcadmverse,96
203,CountryApeSquad,63
204,fancyfoxassoc,10400
205,myworld_nft,12900
206,sewersquadnft,7916
207,CrypTickzNFT,2514
208,apeventuresnft,1360
209,EnterTheYama,1547
210,GorillaGoMobile,37
211,PrimoMartians,559
212,SBR_nft,28
213,The_IslandNFT,11000
214,allseeinglemon,211
215,zdc_project,6951
216,BadApePirates,1383
217,mfmfgirls,5161
218,nowforthemnft,1862
