,twitter,followers
0,9waveslabs,5966
1,akira_fighters,7368
2,FlowtysNFT,14100
3,purpleapesclub,1083
4,UglyPeopleNFT,88700
5,,8994
6,PEANUTF_NFT,145
7,boredsnake_club,10500
8,AA_ART_NFT,43
9,nftatts,8737
10,Dragon_Futurist,2058
11,LambBrawl,1389
12,Idolidol_Game,1681
13,allofusareeggs,60
14,MadEvolved,23700
15,KanakyTribe,3262
16,octaveclub747?t=0MJCPpe3To6UngYlWl_OEQ&s=09,110
17,PirateLifeNFT,12900
18,BirdezGang,25000
19,tigersclubnft,21700
20,pionauts,12700
21,CryptoFighters,16500
22,pompotherobot,380
23,RoboHiros,20200
24,haddiesbayclub,8560
25,NFTgroovy,2235
26,TheUncannyClub,7923
27,Boar_War_NFT,14700
28,dao_hpp,930
29,SpinalFoxesNFT,3274
30,gameofsilks,15400
31,proudlionsclub,9008
32,NftElements,11700
33,DCComics,4800000
34,lnrdefi,86000
35,GMfrensDAO,2323
36,weareAllBright,17200
37,ConsCryptoClub,98
38,Notorious_Ho,1457
39,CiCKartworks,6149
40,picklefrens,14500
41,EnterThelnferno,25600
42,successmetacity,1294
43,saveworldwarnft,3163
44,bapezNFT,16900
45,Nft2metaversei,9710
46,FeggzNFT,10600
47,McBitNFT,3404
48,EtherBunnyNFT,8678
49,frahm_art,1296
50,CCDCofficial,3145
51,galactic_def,7952
52,thealphabulls,24300
53,MovieClubNFT,23900
54,WrappedHotels,38300
55,indep_photo,2890
56,drinkingtrees,26000
57,MetaLazySociety,1593
58,TheNiftyDOS,19500
59,MamuNftWorld,1537
60,metajewelz,778
61,TheHumanians,71200
62,MonksMeta,7263
63,PrickheadsArt,2273
64,GangstaApeClub,989
65,wizardland_io,18800
66,auntyvaxnft,4165
67,ChilledCamelC,3122
68,SolApeGirls,9968
69,nftsumantria,10900
70,origin_beast,1671
71,HedgeFundHyenas,2358
72,The_Rooster2K,87
73,SimeonNFT?s=20&t=ifr6L2XHYPY2PYATai4ehg,647
74,TigerClanNFT,12200
75,metafrens_nft,3932
76,SuperSol_X,497
77,spacecadetnft,8
78,DopeApes,17000
79,nextmoonio,3388
80,AquaHeadNFTclub,5211
81,shield2protocol,32100
82,WDoopsies,6771
83,Crypto_Jutsu,596
84,powersistersnft,6882
85,TheChibiClub,4124
86,cinemaapes,714
87,facex_nft,41200
88,GopniksOTC,1390
89,NylaCollection,36400
90,meta_syndicate,12900
91,RHINOSAVANNANFT,17500
92,LetsCrushCancer,1242
93,Meta_Survivors,28000
94,ichika_nft,2095
95,moon_babes,2336
96,sukiruAI,8312
97,CyberModernNFT,1477
98,ksekainft,16500
99,CigarLifeNFT,17
100,OneAndZero_NFT,737
101,designerbearNFT,2760
102,SolBullSociety,5502
103,projectdreamerz,5891
104,AsthetikP_nft,242
105,NFTLootBox,12100
106,MetaPlayersNFTS,7751
107,cryptospacepunk,37
108,tuniesnft,1305
109,animal_priority,81
110,bilbabiesnft,7553
111,TheprojectX_Nft,239
112,Sprouts_NFT,8733
113,Valoriennft,6390
114,404Metaverse,11000
115,wafflenft,1652
116,urban_boyz1,1753
117,MusicMachineNFT,3811
118,dedfamworld,2848
119,punkangelsnft,19900
120,EuphorianApes,1937
121,shibayc_eth,1904
122,WVG_OFFICIAL,831
123,SwamiNFT,15100
124,nft_sengoku,1828
125,crypto_cafenfts,517
126,ricracclub,6725
127,pixa_nft,5149
128,WoodMiners,465
129,TheWorldofBill1,32
130,sixthreseau,190100
131,DinoKidsClub,1148
132,BooThingsNFT,2191
133,sadboysclubNFT,15000
134,pharagods,16300
135,TrexSapiensOrd,17200
136,yellowfames,3630
137,CRYPT056,134100
138,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,1761
139,NftNoahsArk,3360
140,killerwaifunfts,342
141,betplacersclub,2112
142,ApesGenX,25100
143,CreativeFriendz,3434
144,doombooNFT,118100
145,PoC_NFT,23200
146,flowerlolitanft,6817
147,doodleslayernft,770
148,Streetlab_io,5847
149,RogueDiceClub,12900
150,DemionsNFT,5653
151,minimonkeymafia,6508
152,BooniesSkullNFT,407
153,metafliesclub,340
154,MirageLand_NFT,3941
155,SkullDemolition,599
156,CoolGorillaBC,232
157,FinalHumans,1212
158,LittleWomen_NFT,9796
159,1_AwesomePossum,3129
160,WildFoxSquadNFT,367
161,huesnft,2340
162,Last_Mayan_NFT,258
163,denizenio,5398
164,GlodyKnightsNFT,3435
165,MiniMooNFT,1513
166,wethekidsNFT,542
167,poninisnft,49
168,CavernCores,77
169,CoolAstronauts,1144
170,vianijoe,10
171,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,2167
172,Arcadmverse,98
173,CountryApeSquad,63
174,fancyfoxassoc,10500
175,myworld_nft,12700
176,sewersquadnft,7991
177,CrypTickzNFT,2510
178,apeventuresnft,1352
179,EnterTheYama,1545
180,GorillaGoMobile,42
181,PrimoMartians,557
182,SBR_nft,30
183,The_IslandNFT,10700
184,allseeinglemon,235
185,zdc_project,6602
186,BadApePirates,1482
187,mfmfgirls,5118
188,CyberZillaz,5251
189,BlitzedBucksNFT,7896
190,cheebsnft,6390
