,twitter,followers
152,metamutantsclub,515
153,AithereumNFT,1223
154,SpaceConvicts,3849
155,Doodlespunks,573
156,xhunternfts,6540
157,SafariAcademy1,12800
158,ShibaVikingsNFT,10500
159,SquadChamps,5175
160,metamouseNFT,757
161,wos_club,4392
162,MonkeyMiners,5067
163,RichCatsNFTs,4460
164,sharkraceclub ,60700
165,Whimsy_Sisters,1483
166,poorrichboys,4742
167,ChefBoiRDoge,24400
168,MetaMansionsNFT,26400
169,raceskull_nft,3794
170,Pandimensionals,737
171,TheDaysofDoom,1900
172,SlowMoSlothClub,5050
173,RogueRhinosNFT,2822
174,loungeloversnft,12500
175,Metaverse7io,1937
176,TOTACollection,5299
177,dummysocietynft?s=21,597
178,AstroDoodz,2056
179,thesasnft,8709
180,TheDefiantsNFT,3962
181,SphynxesNFT,3071
182,TurkeysNfts,5892
183,junkpileisle,670
184,Hiros_io,1502
185,MyOwnWorldNFT,1558
186,BattleDroidsNFT,8999
187,JungleMania_,147
188,McBitNFT,3224
189,pillarwallet,26600
190,DeviantAlienNFT,1703
191,cosmos_cyber,3168
192,OfficeMunchkins,939
193,F_A_K_C,9721
194,ElementoDragons,11200
195,theassemblynft,3987
196,ModernPokerClub,5334
197,TribeQuokka,24700
198,Meta_Survivors,11400
199,designerbearNFT,2477
200,ailoverse,14400
201,AstroGirls_NFT,4566
202,cancerwarriors0,630
203,CryptoLions_NFT,13800
204,NFT_cyberpunk,10600
205,,8975
206,DonkeyKicksNFT,1315
207,EPICBEASTnft,11200
208,GamingApeClub,69600
209,_introverse_?t=Cr0EvBddvIHGrUoie1yaQQ&s=09,6290
210,madgiraffegang,5292
211,MetaLeagueOff,2929
212,TheNiftyDOS,1655
213,punkangelsnft,9844
214,ROBOTOKENSPACE,22200
215,soulsquads,4079
216,ThePunkNoodles,1124
217,Tigersonchain,3274
218,TWF_NFT,12300
219,thevikingsons,2301
