,twitter,followers
0,CryptoBearWC,23800
1,SpaceCowsIO,2883
2,Art101NFT,6412
3,boredogeclub,33800
4,TurtlesDistrict,6415
5,BeellionaireNFT,2730
6,x07kiddos,1609
7,HappySolHippos,4106
8,RememberNFT,13000
9,anonmodenft,11300
10,CalamigosClub,4492
11,TheEarliesNFT,4516
12,NodePuppyClub,4697
13,prototype5656,14600
14,SolCryptoSKULLS,-1
15,RebelTigerClub,25800
16,ChroniclesNFT,2158
17,BitBulliesNFT,18600
18,katanainu,38900
19,NGFTofficial,799
20,seekonenft,4315
21,CryptoHipposNFT,48500
22,PotatoPimpsNFT,6219
23,ScribbleHuskies,4696
24,walkingapesnft,6036
25,Blobbolution,3546
26,BoltandKnuckle,4658
27,weirdvitalik,1476
28,WiggleWorldNFT,1648
29,MetagreysNFT ,5823
30,DeadBros666,9676
31,55unity,14700
32,synesis_one,105900
33,Blueprinted_NFT,2304
34,DragonsArena_io,3641
35,solunicorns3d,10600
36,SpaceLadiesClub,3025
37,demonsonholiday,-1
38,pandafamNFT,1502
39,ShadowQuest_NFT,5724
40,Billionaire_Wmn,5452
41,meetbob_nft,8408
42,Skyscraper_NFT,7887
43,stonk_nft,-1
44,AngelsDevilsNFT,3462
45,BunnyBrawlerNFT,1805
46,SupercarclubNFT,1615
47,WonderPals,143000
48,zombinomyNFT,3496
49,CryptoWatchzNFT,699
50,CyberFunks_,3603
51,RowdyRooster_io,2419
52,cnlcasa,1528
53,CoolCoatiClub,1227
54,BoredKidNFT,1250
55,BrutalBearsNFT,18900
56,acatevolved,3052
57,Monster_Frens,12800
58,TheMandrillz,7200
59,cozybearsdao,10800
60,multiversellama,14300
61,MedicatedMice,4320
62,RudeKidzNFT,87100
63,poorrichboys,5072
64,BKBNFT,657
65,MintedFingers,8932
66,Louznft,40200
67,NarwhalNFTs,6951
68,NKD_EYE_PRJKT,1115
69,BATC_NFT,8045
70,digitalkingss,726
71,gamer_apes,4605
72,AdaSenshi,1830
73,BizarrePlatypus,19100
74,JungleTribeNFT,22300
75,MonkeyBus_Nft,6346
76,thenovatar,35200
77,alienscumfleet,3598
78,bcatnft,19700
79,M101_Shelter,48500
80,monzterminions,8971
81,TheEuphorians,3630
82,TaterHeadsMeta,3382
83,0xAnonymousNFT,1657
84,fortuna_dao,3694
85,punkstarsoccer,4239
86,SPOONER_NFT,28000
87,metapharaohsNFT,53200
88,NFT_Chihuahua,5437
89,omegaorcs,2326
90,cheekykyser,12500
91,Indigochild_dao,1037
92,TokyoApes,14700
93,BoredAlienC,5809
94,ElrondBunnyNFTs,4325
95,HYPEALIENS,50900
96,MechAnimalsWars,6227
97,pepeboomnft,516
98,UniPreds,5575
99,BabyApeNursery,1446
100,Cartoon_Cartel,33500
101,zodiacnftgame,7625
102,soldiamondheads,7416
103,GrimaceCoinErc,5831
104,hmkclub,21000
105,TheMajesticOwl,11400
106,MetaEstateIO,3139
107,ShovelHub,743
108,SoullessCitadel,1786
109,outlaws_nft,468
110,90sbabesnft,6352
111,RewardingTigers,-1
112,chickendaogame,5123
113,dystopiansnft,21700
114,LCAlpha,4383
115,antiapeassc,14500
116,DrunkSkunksDC,4363
117,FlairAngels,1428
118,GivingBulls,4444
119,PhoodleBears,7995
120,dippiesnft,24600
121,ETHomesNFT,6719
122,cybermetape,4357
123,catpeoplenft,8508
124,graffitibears,9153
125,solbloks,4134
126,TeenApeGang,5594
127,friendlywhales,511
128,greedygrampsnft,14000
129,AtlasLyons,1428
130,Thugz_NFT,1364
131,goldentamariner,1630
132,mythia,5353
133,AlphaDroids,957
134,skatepunksclub,3528
135,MagpieMoguls,9983
136,WeAreSlimes,2573
137,Drakoids,7944
138,MetaGestation,3178
139,GoblinArmyNFT,12600
140,MYPUNKofficial,7150
141,KaijuKidz,266
142,RhinosRNFT,1223
143,angrybullycity,841
144,AngryBearNFT,3187
145,EliteApePlanet,2683
146,BowlingHeads,1940
147,KillerKoalasNFT,568
148,Trendy_Monkeys,379
149,crazyrichapes,5204
150,GosaVerse,12100
151,DegentlemensNFT,2722
152,cnftpirates,700
153,NinjaClanNFT,3353
154,BusyBeesClubNFT,6887
155,perkypiglets,3910
156,MSB_NFT,8311
157,maskshibaclub,4440
158,MetaTriads,22000
159,PiratesMeta,7406
160,Women_Of_Future,4262
161,scladiesnfts,22900
162,YearoftheWoman_,4266
163,KeroverseNFT ,6326
164,zcodesystempick,26100
165,PuppyPAdventure,7241
166,mirlnft,10100
167,Achoo_NFT,2631
168,KingdomDwarves,14300
169,GroovyOwls,13200
170,EyeRollUncle,7747
171,whales_nft,8554
172,doodlerooms,8786
173,FrogAsylum,3819
174,SoccerPunksFC ,3038
175,CrptAgnstSciety,1509
176,PrimeMatesBC,1988
177,billbossbulls,697
178,TheIcebergClub,5875
179,ForestoftheApes,683
180,dopeapedrip,10200
181,UtmostCorgiNFT,1431
182,AsraCityDAO,4762
183,worldofgolemnft,4870
184,the_oceanos,1609
185,AnimalGangGame,4572
186,robochefsclub,810
187,chosenonesnft,63600
188,TYGRNFT,8985
189,dopeheadsnft,2540
190,Crypto_Grave,511
191,metamutantsclub,513
192,AithereumNFT,943
193,SpaceConvicts,3312
194,Doodlespunks,556
195,AcademyPrimate,4228
196,metamouseNFT,673
197,wos_club,3626
198,MonkeyMiners,3605
