,twitter,followers
103,EuphorianApes,4756
104,AliensAlpha,2320
105,shibayc_eth,1937
106,thewackydogclub,653
107,WVG_OFFICIAL,822
108,AlimatokNFT,3258
109,NFT_Combinator,3567
110,SwamiNFT,23300
111,nft_sengoku,1786
112,crypto_cafenfts,518
113,off_CryptoCity,4274
114,detown_io,3490
115,ricracclub,6935
116,pixa_nft,5149
117,LambBrawl,1718
118,WoodMiners,499
119,TheBloxPrimeNFT,9777
120,sixthreseau,193400
121,DinoKidsClub,1128
122,MMansionnft,2052
123,BooThingsNFT,2732
124,sadboysclubNFT,14600
125,pharagods,16200
126,LooseMooseCrew,5114
127,BitButts,1399
128,TrexSapiensOrd,17800
129,yellowfames,3727
130,CRYPT056,133300
131,OctoRaidersNFT,6113
132,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,1715
133,FatCatsDao,29600
134,NftNoahsArk,5895
135,PlutoPeopleNFT,3344
136,HapeTeens,3178
137,TheUncannyClub,9250
138,metagretanft,54
139,RovingDogsNFT,10500
140,killerwaifunfts,357
141,girlsinpinknft,5524
142,ada_nauts,2705
143,betplacersclub,1918
144,innermesNFT,219
145,BlitzedBucksNFT,12400
146,MadVeggies,1519
147,ApesGenX,24800
148,CreativeFriendz,3535
149,FurryFriends_io,166
150,Japanese_BAPES,12300
151,doombooNFT,118500
152,metaversemoon,52300
153,chillnchameleon,14800
154,cheebsnft,6433
155,flowerlolitanft,7640
156,SCAlienRulers,2881
157,doodleslayernft,768
158,Streetlab_io,5986
159,RogueDiceClub,12900
160,DemionsNFT,5630
161,FoxNationDAO,2269
162,minimonkeymafia,6499
163,Web3WizardsNFT,3208
164,DroopyApes,3679
165,BooniesSkullNFT,425
166,MetaHookahs,877
167,metafliesclub,341
168,MirageLand_NFT,4010
169,DeviantAlienNFT,2008
170,SkullDemolition,571
171,CoolGorillaBC,235
172,FinalHumans,1498
173,LittleWomen_NFT,12000
174,monkchains,13000
175,1_AwesomePossum,5083
176,WildFoxSquadNFT,378
177,MetaCutiesNFT,6781
178,huesnft,2792
179,gymratelephants,4563
180,Last_Mayan_NFT,248
181,DodgerNft,2019
182,XkartR,1329
183,denizenio,5425
184,dummy_vegs,2531
185,GlodyKnightsNFT,3384
186,CyberZillaz,6165
187,MiniMooNFT,1510
188,LittlezProject,1808
189,wethekidsNFT,536
190,poninisnft,62
191,burgerheadznft,25
192,badbullsnft,2894
193,CavernCores,77
194,thelostbitcoins,7924
195,CroodApesArmy,886
196,CoolAstronauts,2437
197,martian_colony,49
198,vianijoe,21
199,applefriends6,208
200,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,2569
201,Arcadmverse,101
202,CountryApeSquad,69
203,fancyfoxassoc,11400
204,fish_sticksnft,7479
205,PoC_NFT,23300
206,GhoniesCrypto,391
207,myworld_nft,12200
208,sewersquadnft,7902
209,CrypTickzNFT,2515
210,HailaryNft,12500
211,apeventuresnft,1400
212,EnterTheYama,1546
213,GorillaGoMobile,83
214,drinkingtrees,25800
215,PrimoMartians,554
216,SBR_nft,39
217,The_IslandNFT,10300
218,allseeinglemon,268
219,listlords,317
220,metalodons_club,4146
221,zdc_project,5921
222,BadApePirates,1626
223,mfmfgirls,5076
224,WrappedHotels,38500
