,discord,online_members,total_members
0,vkF8jycxxw,11,142
1,mutanthapeprime,2150,8575
2,CDWQVEPSCF,400,4372
3,aXh8aawt2r,321,997
4,solrealty,1092,10047
5,pinky-friendz,386,2694
6,kqHRqQwuyp,151,970
7,karmacats,6061,35741
8,nftstar,2867,67329
9,yoomoota,9304,41899
10,WWPgcmqb9x,207,350
11,kxW4XCb4YD,522,4164
12,kM7FhFdVyy,653,6279
13,aTzMGs3GxZ,173,5075
14,8aVXmMeep9,1099,10460
15,RZCTpe54t3,67,751
16,thehumanians,12018,64157
17,Kj9GuuqFEq,7,83
18,KTKWFtkq7m,2899,5027
19,retrorollers,6306,22047
20,7enfpkVPBf,1186,6492
21,alphaaliens,216,5982
22,SHIBAYC,562,11894
23,Qe4hX2bS3A,15,122
24,sHqaUNpvR6,12,90
25,curiousbunniesnft,1214,12346
26,Q9UxeGTJyP,18,115
27,XFUaypfJ8n,46,249
28,nftcombinator,22,124
29,,857,5285
30,JynUTRszHF,18,203
31,bRXKgVdBHU,23,85
32,jjMuncsZgX,279,2518
33,BSKebxFkYm,35,704
34,pixa,218,1203
35,sne8ty7Abs,958,26579
36,Pve3rmKpxN,63,485
37,fp7YcceDsV,736,16920
38,,857,5285
39,thecryptomasks,162,2754
40,pqkGKNfKtK,16,183
41,vrVMqD6WyJ,17,498
42,z3PN8wznNr,144,3427
43,reseau,7539,55498
44,dinokids,186,4316
45,qYQ9R48Srh,38,460
46,Bcgy7XHUf4,264,6946
47,EJy9NKh3gH,669,4327
48,sadboysclub,124,2456
49,YPa7KDTKRU,643,5454
50,CvzeC9fZDS,151,696
51,meta-xstudios,164,664
52,7JzgwYDJht,412,4317
53,yellowfames,456,11389
54,2z5PpXsS2K,73,15964
55,shukunanft,615,4108
56,McphYRHMTA,1277,7217
57,m9tDVzAXDS,2474,8995
58,,857,5285
59,Cj42Smu9Q5,17,270
60,6nkDMCEWWV,1009,6377
61,qzZ3SpDVUU,198,1080
62,82TKe2swvZ,86,2686
63,4fvpfeqah4 ,157,786
64,jDAqpjxs79,412,6251
65,fbsXxBaKCm,19,90
66,HPRy95aJ2r,1263,10250
67,ywW8xDHMvU,99,831
68,7HRyXby2XA,479,2025
69,mutanthamsters,1046,3946
70,nohesi,582,3990
71,3A7dj5wtDq,54,1129
72,sg8VWbmZaK,592,2132
73,KV6qcHmahZ,1417,15960
74,KbSfMYuMZ2,628,3926
75,creativefriendz,692,2513
76,ZUCyVxygBc,85,1067
77,PQ5fdTn7hH,86,803
78,jbas,1423,13086
79,bU6wTaAhB8,219,25657
80,cheebs,402,4873
81,RMhMSUkEKs,898,5209
82,p3j8wThf6b,67,5823
83,PR7r8WEd5K,90,491
84,pzmedwhaE7,53,1350
85,phATapAshn,586,3342
86,AVXkRckW9g,1992,8060
87,demions,500,1580
88,foxnationdao,36,478
89,p8t7bgKzsy,363,5413
90,4MQqef5mnc,810,2780
91,yvRjRrvkMB,105,1080
92,MetaVolution,2432,7383
93,planetbb01,183,3706
94,labyrinthine,144,1487
95,282sbZnFkQ,19,528
96,MdjqPSHj6X,59,872
97,Zt4wqQPqfR,4,11
98,ptU4uStCC2,22,356
99,KjGwHf4pZr,93,6751
100,FWVhP6vKy6,345,1502
101,KW6BMJm2B9,25,249
102,65wSm9GaWb,13,107
103,CR3E3YEvUF,99,1755
104,monkchains,3061,19887
105,5F9FAuR5GC,134,1643
106,MPbB7EjBEW,20,593
107,DUcbbFgMBW,442,1257
108,bPyEMSG84A,84,1085
109,qpNedkn4D5,49,1156
110,5QGBX95Evh,48,883
111,tJBKzVfvBK,101,555
112,denizen,605,1614
113,mXkAttjYey,39,1138
114,glodyknights,232,2174
115,cyberzillaz,610,2772
116,dFRKMM6P3Q,133,2275
117,mkVcDGn2e9,177,1886
118,CGmAuACtRh,340,1150
119,z7HFNAJkeY,12,89
120,PkardUkwKZ,228,2279
121,bjwbkEGham,30,1492
122,zelenskiynft,106,3236
123,caverncores,16,64
124,T6ZeUpxjTU,533,7109
125,DmZSshnct4,2,94
126,npp3PZKyp5,428,7101
127,FAA65MbNpg,14,1644
128,4bfvEMKSDE,208,826
129,GAJPfv5Vpu,10,74
130,nUWhtExCkw,51,1610
131,976DrsZtk7,32,1958
132,eAgqaA9Rrn,166,8305
133,dribblie,348,18302
134,P4DscBhgZp,32,1985
135,wEznPag4eD,11,18
136,poc-nft,1685,16227
137,rjsz6sKz63,13,100
138,7PaBK6BbAj,40,466
139,VpTqJ9a9h7,170,890
140,CeYnqPgjnq,12,4592
141,nftsumantria,5083,29173
142,HrAeKG2YXM,88,1086
143,hbkRgEczBw,18,141
144,VXdgAJkHDE,74,1039
145,JtwEZyAwcW,34,490
146,UKrhGketaN,38,182
147,vK9eJsVTE8,11,103
148,dWtHVszbMe,53,337
149,bjMj23bFZQ,203,648
150,VDdk4YdRgH,111,4705
151,chihuahuarevenge,45,2113
