,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Martian Monkeys,4444.0,,False,,,,,4fvpfeqah4 ,martian_monkeys ,https://martianmonkeys.com
1,Atama NFTs,2888.0,SOL,False,,,,,adeEYRAbmy,NorowaretaUchu,https://atamanft.com
2,The Uncanny Country Club,5000.0,ETH,True,,2022-05-12 10:09:00,,2022-05-12 10:09:00,hw74eVH7da,TheUncannyClub,https://theuncanny.io
3,Sentoki NFTs,2888.0,SOL,False,,,,,adeEYRAbmy,NorowaretaUchu,https://sentokinft.com
4,The Satoshi Girls,5000.0,ETH,True,0.04,2022-05-12 14:00:00,0.04,2022-05-12 14:00:00,95rV9UEtX2,SatoshisGirls,https://www.thesatoshigirls.com/
5,Pog Rejects,6969.0,ETH,False,,,,,pogrejected,PogRejected,https://www.pogrejects.quest/
6,Sklle Remix Club,3333.0,MATIC,True,60.0,2022-05-12 16:00:00,60.0,2022-05-12 16:00:00,jDAqpjxs79,cryptosklletons,https://sklleremixclub.io/
7,Roving Dogs NFT,7777.0,ETH,True,0.055,,0.055,,HPRy95aJ2r,RovingDogsNFT,https://rovingdogs.com
8,Simp Killer Waifu NFTs,6969.0,ETH,True,,2022-05-12 00:00:00,,2022-05-12 00:00:00,ywW8xDHMvU,killerwaifunfts,https://Simpkillerwaifu.com
9,Smokie Squirrel,1818.0,ETH,True,0.018,,0.018,,YaZ5RQ8987,SmokieSquirrel,https://smokiesquirrel.com/
10,The Lost Cats,4999.0,ETH,False,,,,,7S34fQsMpT,TheLostCatsNft,https://thelostcats.xyz/
11,Wasted Whales: Hangover,6900.0,ETH,False,,,,,wastedwhales,WastedWhales,https://wastedwhales.org/
12,HAPE TEENS,1999.0,ETH,False,,,,,82TKe2swvZ,HapeTeens,https://hapeteens.com/
13,Dead Apez Island,3369.0,,False,,,,,deadapezisland,deadapezisland,https://www.deadapezisland.com/
14,Girls in Pink,10000.0,ETH,False,,,,,girlsinpink,girlsinpinknft,https://girlsinpink.art/
15,Anonymous Crypto Dealer,4488.0,SOL,False,,,,,ACDealerNFT,ACDealerNFT,https://anonymouscryptodealer.io/
16,Sea Turtle Social Club,8999.0,ETH,False,,,,,MwM8P8MrSR,SeaTurtleSocial,https://www.seaturtlesocialclub.com
17,Adanauts,7777.0,,True,,2022-05-13 00:00:00,,2022-05-13 00:00:00,7HRyXby2XA,ada_nauts,https://www.adanauts.space/
18,Bet Placer's Club,10000.0,ETH,False,,,,,betplacersclub,betplacersclub,https://betplacersclub.com/
19,Cryptai Girls,10000.0,ETH,True,0.05,2022-05-13 00:00:00,0.05,2022-05-13 00:00:00,zgwEF99Xnw,CryptornNFT,https://cryptorn.org/
20,Lost Dino Ark,3000.0,SOL,True,1.0,,1.0,,akuevQHj4x,LostDinoArk,https://lostdinoark.xyz
21,MetaGreta,6000.0,ETH,True,0.003,,0.003,,fbsXxBaKCm,metagretanft,https://metagretanft.io/
22,Mutant Hamsters,3333.0,ETH,False,,,,,mutanthamsters,MutantHamsters,https://mutanthamsters.io
23,No Hesi Car Club,1111.0,ETH,True,0.1,,0.1,,nohesi,nohesicarclub,https://nohesicarclub.com/
24,Toucans Club,3000.0,ETH,True,0.025,2022-05-14 02:00:00,0.025,2022-05-14 02:00:00,WZWbbt5vax,toucans_club,https://toucansclub.com/
25,Clone Apes,8888.0,ETH,True,0.13,2022-05-14 05:00:00,0.13,2022-05-14 05:00:00,cloneapes,cloneapesnft,https://www.cloneapes.co
26,Droppies,3333.0,ETH,False,,,,,N3gPPZgshw,DroppiesWorld,https://droppies.io/
27,Medicated Mice - Baby Mice,1420.0,ETH,False,,,,,medicatedmice,MedicatedMice,https://www.medicatedmice.co/
28,The Scoobs,5000.0,ETH,True,,2022-05-14 08:00:00,,2022-05-14 08:00:00,uzJDcMTRDk,TheScoobsNFT,https://thescoobs.io
29,BadBoars,10000.0,ETH,False,,,,,hJdaWqgUX8,bbboars,https://bad-boars.com/
30,INNERME'S,10000.0,,False,,,,,A,innermesNFT,https://innermes.com
31,Blitzed Bucks Hunting Club,8500.0,ETH,False,,,,,3A7dj5wtDq,BlitzedBucksNFT,https://www.blitzedbuckshuntingclub.com/
32,Mad Veggies,1515.0,AVAX,False,,,,,sg8VWbmZaK,MadVeggies,https://www.madveggies.com/
33,Apes Generation-X,8888.0,ETH,False,,,,,KV6qcHmahZ,ApesGenX,https://www.apesgeneration-x.io/
34,Ric Rac Equestrian Club,6969.0,ETH,False,,,,,KbSfMYuMZ2,ricracclub,https://www.ricracclub.com
35,Creative Friendz,8888.0,ETH,True,,2022-05-14 00:00:00,,2022-05-14 00:00:00,creativefriendz,CreativeFriendz,https://www.creativefriendz.com/
36,Dimenxion,6369.0,SOL,False,,,,,FC5NPYDeZk,Dimenxion_io,https://www.dimenxion.io/
37,Forest Industry,555.0,SOL,False,,,,,ZUCyVxygBc,Darkland_creat,https://darklandcards.netlify.app
38,Furry Friends NFTs,9999.0,ETH,True,0.07,,0.07,,PQ5fdTn7hH,FurryFriends_io,https://furryfriends.io
39,SADBOYSCLUB,9999.0,ETH,True,0.04,,0.04,,sadboysclub,sadboysclubNFT,https://www.sadboysclub.space/
40,LuckyMeta,40000.0,ETH,False,,,,,UqH7GwwV89,Lucky_Metaverse,https://www.luckymeta.io/
41,The Royal Bears,2525.0,SOL,False,,,,,theroyalbears-yournfthome,TheRoyalBears,https://www.onebearkingdom.com/
42,Mutant Goblin,3000.0,ETH,True,0.03,2022-05-15 03:00:00,0.03,2022-05-15 03:00:00,v8TxkDrMKj,MutantGoblin_,https://mutantgoblin.com/
