,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
86,Adanauts,7777.0,,True,,2022-05-13 00:00:00,,2022-05-13 00:00:00,7HRyXby2XA,ada_nauts,https://www.adanauts.space/
87,Bet Placer's Club,10000.0,ETH,False,,,,,betplacersclub,betplacersclub,https://betplacersclub.com/
88,Mutant Hamsters,3333.0,ETH,False,,,,,mutanthamsters,MutantHamsters,https://mutanthamsters.io
89,No Hesi Car Club,1111.0,ETH,True,0.1,,0.1,,nohesi,nohesicarclub,https://nohesicarclub.com/
90,BadBoars,10000.0,ETH,False,,,,,hJdaWqgUX8,bbboars,https://bad-boars.com/
91,INNERME'S,10000.0,,False,,,,,A,innermesNFT,https://innermes.com
92,Blitzed Bucks Hunting Club,8500.0,ETH,False,,,,,3A7dj5wtDq,BlitzedBucksNFT,https://www.blitzedbuckshuntingclub.com/
93,Mad Veggies,1515.0,AVAX,False,,,,,sg8VWbmZaK,MadVeggies,https://www.madveggies.com/
94,Apes Generation-X,8888.0,ETH,False,,,,,KV6qcHmahZ,ApesGenX,https://www.apesgeneration-x.io/
95,Ric Rac Equestrian Club,6969.0,ETH,False,,,,,KbSfMYuMZ2,ricracclub,https://www.ricracclub.com
96,Creative Friendz,8888.0,ETH,True,,2022-05-14 00:00:00,,2022-05-14 00:00:00,creativefriendz,CreativeFriendz,https://www.creativefriendz.com/
97,Forest Industry,555.0,SOL,False,,,,,ZUCyVxygBc,Darkland_creat,https://darklandcards.netlify.app
98,Furry Friends NFTs,9999.0,ETH,True,0.07,,0.07,,PQ5fdTn7hH,FurryFriends_io,https://furryfriends.io
99,Japanese Born Ape Society,10000.0,ETH,False,,,,,jbas,Japanese_BAPES,https://www.japanesebornapesociety.com/
100,DoomBoo,5555.0,ETH,False,,,,,xdrrbtnBAB,doombooNFT,https://doomboo.io
101,DAO Avatar Moon Metaverse Collection,5000.0,ETH,True,0.08,2022-05-15 10:00:00,0.08,2022-05-15 10:00:00,bU6wTaAhB8,metaversemoon,https://daomoonopolis.space
102,Chillin Chameleons 3.0,6000.0,ETH,True,0.09,,0.09,,chillinchameleons,chillnchameleon,https://chillinchameleons.com
103,Cheebs,10000.0,ETH,True,,2022-05-15 13:00:00,,2022-05-15 13:00:00,cheebs,cheebsnft,http://www.cheebsnft.com/
104,Flower Lolita,6666.0,ETH,False,,,,,RMhMSUkEKs,flowerlolitanft,https://www.flowerlolita.io/
105,Secret Council of Alien Rulers,1000.0,ETH,False,,,,,p3j8wThf6b,SCAlienRulers,https://alienrulers.com/
106,9Tales,4444.0,ETH,True,0.089,,0.089,,9talesNFT,9tales_NFT,https://9tales.io/
107,Doodle Slayer,5000.0,ETH,True,0.015,,0.015,,PR7r8WEd5K,doodleslayernft,https://www.doodleslayernft.com/
108,Posh Frenchie Club,6000.0,ETH,True,0.05,,0.05,,pzmedwhaE7,PoshFrenchie,https://www.poshfrenchieclub.com
109,Streetlab.io,8888.0,,False,,,,,phATapAshn,Streetlab_io,https://streetlab.io/
110,Rogue Dice Club,6000.0,ETH,False,,,,,AVXkRckW9g,RogueDiceClub,https://Roguediceclub.com
111,Demions,666.0,,True,,2022-05-16 07:00:00,,2022-05-16 07:00:00,demions,DemionsNFT,https://www.demions.com/
112,FoxNationDAO,10000.0,ETH,False,,,,,foxnationdao,FoxNationDAO,https://foxnationdao.com/
113,Cthulhu Armageddon 2022,8000.0,ETH,False,,,,,cthulhuarmageddon2022,CthulhuCA22,https://ca22.xyz/
114,Baby Mini Monkeys,2500.0,,True,,,,,p8t7bgKzsy,minimonkeymafia,https://www.MiniMonkeyMafia.com
115,Dragon Fam - Web 3 Wizards Collection,1000.0,,True,,2022-05-17 00:00:00,,2022-05-17 00:00:00,4MQqef5mnc,Web3WizardsNFT,https://dragonfamnft.com
116,Droopy Apes,4000.0,ETH,True,0.06,2022-05-18 00:00:00,0.06,2022-05-18 00:00:00,yvRjRrvkMB,DroopyApes,http://droopyapes.com/
117,MetaVolution,8778.0,ETH,False,,,,,MetaVolution,MetaVolutionNFT,https://www.metavolution.io/genesis
118,Fat Cats,5000.0,ETH,False,,,,,99YpqXsrCv,FatCatsDao,https://www.fatcats.art
119,Influencer of the BB01,10000.0,ETH,True,0.15,2022-05-18 00:00:00,0.15,2022-05-18 00:00:00,planetbb01,BB01NFT,https://bb01-official.com/BB01
120,Boonies Skull,5555.0,ETH,False,,,,,Yfrk2qdGhe,BooniesSkullNFT,https://booniesskull.com/
121,Labyrinthine Unreal,7110.0,ETH,False,,,,,labyrinthine,LabyrinthUnreal,https://www.labyrinthineunreal.io/
122,Meta Hookahs,1111.0,ETH,True,0.055,,0.055,,282sbZnFkQ,MetaHookahs,https://metahookahs.io
123,METAFLIESCLUB,10000.0,ETH,True,,2022-05-20 11:00:00,,2022-05-20 11:00:00,MdjqPSHj6X,metafliesclub,https://metafliesclub.com
124,MafiaBears,9568.0,ETH,False,,,,,Zt4wqQPqfR,MafiaBearsNFT,https://mafiabears.com
125,MirageLand,5000.0,ETH,False,,,,,ptU4uStCC2,MirageLand_NFT,https://www.mirageland-official.com/
126,ApeVampires,6666.0,ETH,False,,,,,KjGwHf4pZr,ApeVampires,https://apevampires.com/
127,Deviant Alien Collective,2500.0,,False,,,,,No Discord,DeviantAlienNFT,https://deviantaliencollective.com/
128,Fancy Sloth Club,333.0,SOL,True,0.25,2022-05-21 09:00:00,0.25,2022-05-21 09:00:00,qA3d5a5BWQ,FancySlothClub,https://fancyslothclub.com/
129,DreamyGirls,4444.0,ETH,True,0.09,2022-05-21 00:00:00,0.09,2022-05-21 00:00:00,r6QeuHPdG8,DreamyGirlsNFT,https://www.dreamygirls.io/
130,Senshi NFT,1000.0,ETH,True,0.08,2022-05-21 00:00:00,0.08,2022-05-21 00:00:00,FWVhP6vKy6,senshinfts,https://senshinft.com
131,Skull Demolition,7777.0,ETH,False,,,,,KW6BMJm2B9,SkullDemolition,http://www.skulldemolition.com
132,Skull demolition,7777.0,ETH,False,,,,,KW6BMJm2B9,SkullDemolition,http://www.skulldemolition.com
133,Cool Gorilla Beach Club,10000.0,ETH,False,,,,,65wSm9GaWb,CoolGorillaBC,http://coolgorillabeachclub.com/
134,Final Humans,6000.0,SOL,False,,,,,CR3E3YEvUF,FinalHumans,https://finalhumans.com/
135,Little Women,8888.0,,False,,,,,gUydugCMy7,LittleWomen_NFT,https://littlewomen.io
136,MonkChains Genesis,1488.0,ETH,True,0.04,,0.04,,monkchains,monkchains,https://monkchains.io
137,Awesome Possums,10000.0,ETH,False,,,,,928144843371315253,1_AwesomePossum,https://awesomepossums.io
138,Wild Fox Squad,10.0,ETH,False,,,,,g9wNFPvB,WildFoxSquadNFT,https://www.wildfoxsquad.com
139,Meta Cuties,9999.0,ETH,True,0.05,,0.05,,5F9FAuR5GC,MetaCutiesNFT,https://www.metacutiesnft.com/
140,Otters Universe,4813.0,ETH,False,,,,,MPbB7EjBEW,otters_universe,https://www.ottersuniverse.com/
141,HUES,7777.0,ETH,False,,,,,DUcbbFgMBW,huesnft,https://huesnft.com
142,Creature Culture Collection,10001.0,ETH,True,0.02,2022-05-24 00:00:00,0.02,2022-05-24 00:00:00,bPyEMSG84A,CreatureCultur3,https://www.creatureculturecollection.com/
143,GYM RAT ELEPHANTS MAIN FORCE,5500.0,ETH,False,,,,,qpNedkn4D5,gymratelephants,https://www.gymratelephants.com
144,The Last Mayan Treasure,9999.0,ETH,False,,,,,5QGBX95Evh,Last_Mayan_NFT,https://www.thelastmayantreasure.io
145,Dodger NFT & Metaverse,8888.0,ETH,True,3.0,2022-05-25 10:00:00,3.0,2022-05-25 10:00:00,xNQXPrJxAA,DodgerNft,https://dodgernft.io
146,Xkart Racing,5000.0,AVAX,False,,,,,tJBKzVfvBK,XkartR,https://xkartracing.com
147,Denizen,9999.0,ETH,False,,,,,denizen,denizenio,https://denizen.io
148,DummyVegs,555.0,SOL,False,,,,,mXkAttjYey,dummy_vegs,https://t.co/KnuJaIj0rT
149,Glody Knights,6500.0,ETH,False,,,,,glodyknights,GlodyKnightsNFT,https://www.glodyknights.com
150,ANYDINGS,3333.0,ETH,True,0.03,2022-05-26 03:00:00,0.03,2022-05-26 03:00:00,Sorry. No Discord,anydings,https://anydings.io
151,CyberZillaz Genesis,2222.0,,False,,,,,cyberzillaz,CyberZillaz,https://cyberzillaz.xyz/
152,Mini Moo NFT,10000.0,ETH,True,0.04,,0.04,,dFRKMM6P3Q,MiniMooNFT,https://www.minimoonft.com/
153,Party Unicorn,3333.0,ETH,False,,,,,mkVcDGn2e9,LittlezProject,http://littlez.art
154,The Kids,9001.0,,False,,,,,CGmAuACtRh,wethekidsNFT,https://www.wethekids.xyz/
155,Ponini's,,,False,,,,,z7HFNAJkeY,poninisnft,https://www.poninis.com
156,BurgerHeadz,10000.0,,True,,2022-05-28 00:00:00,,2022-05-28 00:00:00,xaFKZbF3,burgerheadznft,https://www.burgerheadz.com
157,Bad Bulls,10000.0,ETH,True,0.05,2022-05-29 03:00:00,0.05,2022-05-29 03:00:00,PkardUkwKZ,badbullsnft,https://badbulls.site
158,Rise of Rhelegus,7777.0,ETH,False,,,,,bjwbkEGham,rhelegus,https://riseofrhelegus.com/
159,Maiko NFT,10000.0,ETH,False,,,,,FUbrVEFxds,NFTgeisha,https://geishateahouse.com/maiko
160,Cat Mobstaz,8888.0,ETH,False,,,,,cVQo8U1wPv,catmobstaz,https://catmobstaz.com
161,ZelenskiyNFT,10000.0,ETH,True,,2022-05-31 08:00:00,,2022-05-31 08:00:00,zelenskiynft,zelenskiynft,https://zelenskiynft.com/
162,CavernCores,125.0,DAI,False,,,,,caverncores,CavernCores,https://caverncores.com
163,The Lost Bitcoins,10963.0,ETH,False,,,,,T6ZeUpxjTU,thelostbitcoins,https://www.thelostbitcoins.com/
164,Aithereal,33333.0,ETH,False,,,,,55EgnjPCgH,aith3r3al,https://aithereal.net
165,CroodApesArmy,1499.0,,False,,,,,DmZSshnct4,CroodApesArmy,https://croodapesarmy.com/
166,Floatyz,7777.0,ETH,False,,,,,npp3PZKyp5,FloatyzNFT,https://www.floatyz.io/
167,Cool Astronauts,3333.0,ETH,False,,,,,FAA65MbNpg,CoolAstronauts,https://coolastronauts.art/
168,Martian Colony,11111.0,ETH,True,0.12,2022-06-01 09:00:00,0.12,2022-06-01 09:00:00,4bfvEMKSDE,martian_colony,https://martiancolony.io/
169,Pit Puppies,5000.0,MATIC,True,10.0,2022-06-01 09:00:00,10.0,2022-06-01 09:00:00,GAJPfv5Vpu,vianijoe,https://www.pitpuppies.app
170,Apple Friends,9999.0,ETH,True,0.03,,0.03,,Cooming Soon,applefriends6,http://www.applefriends.xyz/
171,Silly Pineapple Club,10000.0,ETH,True,0.06,2022-06-01 17:00:00,0.06,2022-06-01 17:00:00,nUWhtExCkw,SillyPineClub?t=188UtJhUVPjT-5iuh75U8w&s=09,https://sillypineapplenft.com/#
172,Arcadm,25.0,ETH,False,,,,,976DrsZtk7,Arcadmverse,https://www.arcadm.io/
173,Country Ape Squad,10000.0,ETH,False,,,,,2VwgXzX8,CountryApeSquad,https://countryapesquad.com/
174,Fancy Fox Association,9189.0,SOL,False,,,,,eAgqaA9Rrn,fancyfoxassoc,https://www.fancyfoxassociation.org/
175,Dribblie,10000.0,ETH,False,,,,,dribblie,DribblieGame,https://www.dribblie.com/
176,Fish Sticks,5555.0,ETH,True,0.06,2022-06-02 00:00:00,0.06,2022-06-02 00:00:00,P4DscBhgZp,fish_sticksnft,https://www.fishsticks.org/
177,AnimAlls,5000.0,ETH,False,,,,,wEznPag4eD,AnimAllsNFT,https://animalls.xyz/
178,Planet of Cyborgs,6622.0,ETH,True,0.06,2022-06-03 13:00:00,0.06,2022-06-03 13:00:00,poc-nft,PoC_NFT,https://www.planetofcyborgs.com/
179,Ghonies,10000.0,ETH,True,0.06,2022-06-03 00:00:00,0.06,2022-06-03 00:00:00,rjsz6sKz63,GhoniesCrypto,https://ghonies.com/
180,MyWorld,10000.0,MATIC,True,,2022-06-04 00:00:00,,2022-06-04 00:00:00,7PaBK6BbAj,myworld_nft,https://www.my-world-nft.com
181,Sewer Squad,9420.0,ETH,True,0.069,2022-06-05 15:00:00,0.069,2022-06-05 15:00:00,wn9YewYDRq,sewersquadnft,https://sewersquadnft.com
182,CrypTickz,6969.0,ETH,False,,,,,VpTqJ9a9h7,CrypTickzNFT,https://www.cryptickz.io
183,Hailary Crypto Dollies Series 2,3000.0,,False,,,,,CeYnqPgjnq,HailaryNft,https://hailary.com/nft/
184,Guardians of Sumantria,6777.0,ETH,True,,2022-06-10 18:00:00,,2022-06-10 18:00:00,nftsumantria,nftsumantria,https://sumantria.com
185,Galactic Apeventures,6666.0,ETH,False,,,,,HrAeKG2YXM,apeventuresnft,https://www.galacticapeventures.io/
186,F-0x - Enter The Yama,10000.0,,False,,,,,FV98MU8ekT,EnterTheYama,https://f-0x.com
187,Ġalavant by Gorilla Mobile,8888.0,ETH,True,,2022-06-17 05:00:00,,2022-06-17 05:00:00,hbkRgEczBw,GorillaGoMobile,https://gorilla.global/metaverse/glvt
188,DrinkingTrees NFT,5000.0,ETH,False,,,,,8ASzg4gN4m,drinkingtrees,https://drinkingtrees.io
189,PrimoMartians,6685.0,ETH,False,,,,,VXdgAJkHDE,PrimoMartians,https://www.primomartians.io
190,Silverback Rhino's,2800.0,ETH,False,,,,,JtwEZyAwcW,SBR_nft,https://www.silverbackrhinos.com/
191,The Island,5668.0,ETH,False,,,,,ArgKA4jz,The_IslandNFT,https://theislandnft.io/
192,THE ALL SEEING LEMON,11011.0,,False,,,,,UKrhGketaN,allseeinglemon,https://allseeinglemon.io
193,Crypxel,10000.0,ETH,False,,,,,vK9eJsVTE8,Crypxel_NFT,https://www.crypxel.net/
194,List Lords,7500.0,ETH,False,,,,,dWtHVszbMe,listlords,https://www.listlords.com/
195,Doodle Gummies,3333.0,,True,,2022-07-04 00:00:00,,2022-07-04 00:00:00,bRXKgVdBHU,crypto_cafenfts,https://www.cryptocafenfts.com
196,The Metalodons Club,7777.0,ETH,True,0.04,2022-07-07 00:00:00,0.04,2022-07-07 00:00:00,bjMj23bFZQ,metalodons_club,https://www.metalodons.com
197,ZODIAC PROJECT,12052.0,ETH,False,,,,,VDdk4YdRgH,zdc_project,https://www.zodiacproject.io/
