,name,image_urls,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
12,Ninja Bears,"['https://upcoming.images.rarity.tools/ninjabears_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ninjabears_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ninjabears_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ninjabears_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ninjabears_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ninjabears_3?width=150&optimizer=image']",6666,ETH,False,,,,,ninjabears,ninjabearsNFT,https://ninjabears.io/
13,The Naruto Club,"['https://upcoming.images.rarity.tools/thenarutoclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thenarutoclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thenarutoclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thenarutoclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thenarutoclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thenarutoclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thenarutoclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thenarutoclub_4?width=150&optimizer=image']",5555,,False,,,,,yjtfwUFFC6,TheNarutoClub,https://www.thenarutoclub.com/
14,Rule The Saga (by VRMETA),"['https://upcoming.images.rarity.tools/rulethesagabyvrmeta_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rulethesagabyvrmeta_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rulethesagabyvrmeta_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rulethesagabyvrmeta_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rulethesagabyvrmeta_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rulethesagabyvrmeta_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rulethesagabyvrmeta_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rulethesagabyvrmeta_4?width=150&optimizer=image']",10000,ETH,False,,,,,x8j32mZmDv,VRMETA_Chain,https://www.rulethesaga.com
15,DEGENZ GAME,"['https://upcoming.images.rarity.tools/degenzgame_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/degenzgame_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/degenzgame_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/degenzgame_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/degenzgame_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/degenzgame_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/degenzgame_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/degenzgame_4?width=150&optimizer=image']",3333,SOL,False,,,,,46DqE5hrQq,degenzgame,https://degenz.game
16,BlockFriends NFT,"['https://upcoming.images.rarity.tools/blockfriendsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/blockfriendsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/blockfriendsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/blockfriendsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/blockfriendsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/blockfriendsnft_3?width=150&optimizer=image']",110,ETH,False,,,,,EnbXcjanWT,BlockFriends777,https://blockfriends.io
17,ArcadeNFTs - Meta Dragonz,"['https://upcoming.images.rarity.tools/arcadenftsmetadragonz_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/arcadenftsmetadragonz_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/arcadenftsmetadragonz_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/arcadenftsmetadragonz_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/arcadenftsmetadragonz_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/arcadenftsmetadragonz_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/arcadenftsmetadragonz_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/arcadenftsmetadragonz_4?width=150&optimizer=image']",2525,ETH,True,,2022-04-14 09:00:00,,2022-04-14 09:00:00,arcadenfts,arcade_nfts?s=20,https://www.metadragonz.com
18,Crusties,"['https://upcoming.images.rarity.tools/crusties_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/crusties_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/crusties_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/crusties_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/crusties_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/crusties_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/crusties_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/crusties_4?width=150&optimizer=image']",8000,ETH,False,,,,,dpdDMepYMJ,GeneticChain,https://crusties.geneticchain.io/
19,Toxic Skulls Club,"['https://upcoming.images.rarity.tools/toxicskullsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/toxicskullsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/toxicskullsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/toxicskullsclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/toxicskullsclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/toxicskullsclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/toxicskullsclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/toxicskullsclub_4?width=150&optimizer=image']",9999,ETH,True,0.07,2022-04-14 10:00:00,0.07,2022-04-14 10:00:00,toxic-skulls-club,toxicskullsclub,https://www.toxicskullsclub.io/
20,Rocket Ape Club,"['https://upcoming.images.rarity.tools/rocketapeclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rocketapeclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rocketapeclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rocketapeclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rocketapeclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rocketapeclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rocketapeclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/rocketapeclub_4?width=150&optimizer=image']",5000,ETH,False,,,,,sjp6XCMcxb,RocketApeClub,https://rocketapeclub.io/
21,Royal Crows,"['https://upcoming.images.rarity.tools/royalcrows_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/royalcrows_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/royalcrows_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/royalcrows_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/royalcrows_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/royalcrows_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/royalcrows_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/royalcrows_4?width=150&optimizer=image']",7878,,False,,,,,royalcrows,royal_crows,https://royalcrows.com/
22,Avo Frens,"['https://upcoming.images.rarity.tools/avofrens_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/avofrens_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/avofrens_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/avofrens_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/avofrens_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/avofrens_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/avofrens_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/avofrens_4?width=150&optimizer=image']",5555,ETH,False,,,,,WQM2MF385Q,AvoFrensNFT,https://avofrens.io
23,Chillin' Ape Surf Club,"['https://upcoming.images.rarity.tools/cascnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cascnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cascnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cascnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cascnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cascnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cascnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/cascnft_4?width=150&optimizer=image']",2500,ETH,True,0.05,2022-04-14 00:00:00,0.05,2022-04-14 00:00:00,casc,ChillinApeSC,https://chillinapesurfclub.com/
24,SOCIAL DONKEYS 3D NFT,"['https://upcoming.images.rarity.tools/socialdonkeysnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/socialdonkeysnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/socialdonkeysnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/socialdonkeysnft_2?width=150&optimizer=image']",2600,SOL,False,,,,,4eb9aVTYjc,SOCIALDONKEYS,https://www.socialdonkeys.com/
25,Damaged Youth,"['https://upcoming.images.rarity.tools/damagedyouth_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/damagedyouth_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/damagedyouth_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/damagedyouth_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/damagedyouth_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/damagedyouth_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/damagedyouth_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/damagedyouth_4?width=150&optimizer=image']",1300,SOL,True,0.6,,0.6,,er9KSpWxd3,DamagedYouthNFT,https://www.damagedyouthnft.com/
26,MetamonGo,"['https://upcoming.images.rarity.tools/metamongo_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metamongo_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metamongo_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metamongo_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metamongo_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metamongo_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metamongo_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metamongo_4?width=150&optimizer=image']",40000,ETH,True,,2022-04-14 13:00:00,,2022-04-14 13:00:00,RyDunxxxjR,Metamongonft,https://metamongo.io
27,The Stubborn Ape Society,"['https://upcoming.images.rarity.tools/thestubbornapesociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestubbornapesociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestubbornapesociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestubbornapesociety_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestubbornapesociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestubbornapesociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestubbornapesociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestubbornapesociety_4?width=150&optimizer=image']",7000,ETH,True,,2022-04-14 15:00:00,,2022-04-14 15:00:00,stubbornapesociety ,StubbornApeNFT,http://stubbornapesociety.com/
28,Bored Boots Gun Club,"['https://upcoming.images.rarity.tools/boredbootsgunclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredbootsgunclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredbootsgunclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredbootsgunclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredbootsgunclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredbootsgunclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredbootsgunclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredbootsgunclub_4?width=150&optimizer=image']",8000,SOL,True,0.45,,0.45,,HUAprVRQD2,boredbootsnft,https://www.boredboots.io
29,MAD Masters | Cult of Arts,"['https://upcoming.images.rarity.tools/madmasters_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/madmasters_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/madmasters_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/madmasters_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/madmasters_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/madmasters_3?width=150&optimizer=image']",10000,ETH,True,0.05,2022-04-14 17:00:00,0.05,2022-04-14 17:00:00,cEPxp64nVK,CultOfArts,https://www.madmasters.art/
30,Kingdom Spritez,"['https://upcoming.images.rarity.tools/kingdomspritez_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/kingdomspritez_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/kingdomspritez_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/kingdomspritez_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/kingdomspritez_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/kingdomspritez_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/kingdomspritez_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/kingdomspritez_4?width=150&optimizer=image']",1111,SOL,True,0.5,2022-04-14 00:00:00,0.5,2022-04-14 00:00:00,QMUXBdHCc4,kingdomspritez,https://www.kingdomspritez.com/
31,Lazy Fat Cats,"['https://upcoming.images.rarity.tools/lazyfatcats_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/lazyfatcats_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/lazyfatcats_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/lazyfatcats_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/lazyfatcats_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/lazyfatcats_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/lazyfatcats_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/lazyfatcats_4?width=150&optimizer=image']",10,ETH,True,0.015,,0.015,,FQgWK3xvAb,lazyfatcats_nft,https://www.lazyfatcats.com
32,Bianca Alliance,"['https://upcoming.images.rarity.tools/biancaalliance_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/biancaalliance_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/biancaalliance_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/biancaalliance_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/biancaalliance_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/biancaalliance_3?width=150&optimizer=image']",9999,ETH,False,,,,,Zj62CSEXdU,BiancaAlliance,https://biancaalliance.com/
33,The Koala Co,"['https://upcoming.images.rarity.tools/thekoalaco_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thekoalaco_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thekoalaco_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thekoalaco_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thekoalaco_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thekoalaco_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thekoalaco_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thekoalaco_4?width=150&optimizer=image']",8888,ETH,False,,,,,sr2VTYBNfg,TheKoalaco1,https://thekoalakompany.com/
34,Shiba Inu Ukraine,"['https://upcoming.images.rarity.tools/shibainuukraine_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/shibainuukraine_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/shibainuukraine_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/shibainuukraine_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/shibainuukraine_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/shibainuukraine_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/shibainuukraine_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/shibainuukraine_4?width=150&optimizer=image']",555,SOL,False,,,,,tBEPHqusvr,shibauinukraine,https://shibaukraine.com
35,Tricky Turkey Club,"['https://upcoming.images.rarity.tools/trickyturkeyclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trickyturkeyclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trickyturkeyclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trickyturkeyclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trickyturkeyclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trickyturkeyclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trickyturkeyclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trickyturkeyclub_4?width=150&optimizer=image']",5555,ETH,True,0.05,,0.05,,ZYKWPhjvEZ,Tricky_Turkey_,https://www.trickyturkeyclub.com/
36,Banana Art Club,"['https://upcoming.images.rarity.tools/bananaartclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bananaartclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bananaartclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bananaartclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bananaartclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bananaartclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bananaartclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/bananaartclub_4?width=150&optimizer=image']",3333,ETH,True,,2022-04-15 10:00:00,,2022-04-15 10:00:00,QYxwK8Te8P,NFT_Banana_Club,https://bananaartclub.io/
37,Uncle Sam’s Fresh Club,"['https://upcoming.images.rarity.tools/unclesamfc_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unclesamfc_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unclesamfc_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unclesamfc_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unclesamfc_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unclesamfc_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unclesamfc_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unclesamfc_4?width=150&optimizer=image']",5555,ETH,False,,,,,,,
38,Hype Hustlers,"['https://upcoming.images.rarity.tools/hypehustlers_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hypehustlers_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hypehustlers_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hypehustlers_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hypehustlers_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hypehustlers_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hypehustlers_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/hypehustlers_4?width=150&optimizer=image']",10000,ETH,False,,,,,HnRH2atUvq,HypeHustlersNFT,https://hypehustlers.io
