,name,image_urls,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,BoredSone,"['https://upcoming.images.rarity.tools/boredsone_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredsone_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredsone_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredsone_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredsone_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredsone_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredsone_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/boredsone_4?width=150&optimizer=image']",7000.0,ETH,False,,,,,boredsone,boredsone,https://boredsone.com/
1,VQ2: Battle For New Venice,"['https://upcoming.images.rarity.tools/vw2bfnv_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/vw2bfnv_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/vw2bfnv_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/vw2bfnv_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/vw2bfnv_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/vw2bfnv_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/vw2bfnv_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/vw2bfnv_4?width=150&optimizer=image']",8888.0,ETH,False,,,,,Hf7CRUPUG3,VastQuestions,https://www.vastquestions.com/
2,Sushi Cats,"['https://upcoming.images.rarity.tools/sushicats_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sushicats_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sushicats_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sushicats_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sushicats_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sushicats_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sushicats_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sushicats_4?width=150&optimizer=image']",5555.0,ETH,False,,,,,sushicatsnft,thesushicatsnft,https://sushicats.net
3,X Underworld,"['https://upcoming.images.rarity.tools/xunderworld_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/xunderworld_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/xunderworld_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/xunderworld_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/xunderworld_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/xunderworld_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/xunderworld_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/xunderworld_4?width=150&optimizer=image']",10000.0,ETH,False,,,,,vKA7tqvhRX,Xunderworldnft,https://xunderworld.com/
4,Filthy Rich Crypto Kids,"['https://upcoming.images.rarity.tools/filthyrichcryptokids_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/filthyrichcryptokids_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/filthyrichcryptokids_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/filthyrichcryptokids_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/filthyrichcryptokids_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/filthyrichcryptokids_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/filthyrichcryptokids_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/filthyrichcryptokids_4?width=150&optimizer=image']",5555.0,ETH,False,,,,,frck,FilthyRichCK,https://www.filthyrichcryptokids.com
5,Museum of Extinction - OceanNFTs,"['https://upcoming.images.rarity.tools/museumofextinction_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/museumofextinction_1?width=150&optimizer=image']",1527.0,ETH,False,,,,,mdVsZvTvY2,oceancltv,https://ocean-nft.com
6,BallisticFreaks,"['https://upcoming.images.rarity.tools/ballisticfreaks_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ballisticfreaks_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ballisticfreaks_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ballisticfreaks_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ballisticfreaks_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ballisticfreaks_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ballisticfreaks_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/ballisticfreaks_4?width=150&optimizer=image']",10000.0,MATIC,False,,,,,fzxWzpvG73,BallisticFreaks,https://ballisticfreaks.com
7,The Weedez Club,"['https://upcoming.images.rarity.tools/theweedezclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theweedezclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theweedezclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theweedezclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theweedezclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theweedezclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theweedezclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theweedezclub_4?width=150&optimizer=image']",4200.0,,True,,2022-04-19 00:00:00,,2022-04-19 00:00:00,DH6vaGzYH3,TheWeedez,http://weedez.club
8,Mayhem Alumnis,"['https://upcoming.images.rarity.tools/mayhemslumnis_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemslumnis_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemslumnis_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemslumnis_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemslumnis_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemslumnis_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemslumnis_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemslumnis_4?width=150&optimizer=image']",2000.0,ETH,True,0.03,2022-04-19 13:00:00,0.03,2022-04-19 13:00:00,M9J7hkERY5,mayhemalumnis?s=21,https://mayhemalumnis.com/
9,Unifriends,"['https://upcoming.images.rarity.tools/unifriends_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unifriends_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unifriends_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unifriends_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unifriends_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unifriends_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unifriends_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unifriends_4?width=150&optimizer=image']",10000.0,ETH,False,,,,,unifriends,UnifriendsNFT,https://www.unifriends.io/
