,name,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Raccoon of Sengoku,5555.0,EGLD,False,,,,,JynUTRszHF,nft_sengoku,https://sengokus.jp/
1,Ksekai,6000.0,ETH,True,0.04,2022-05-07 01:00:00,0.04,2022-05-07 01:00:00,kKBpWFrNen,ksekainft,https://ksekai.com/
2,Cryptocity,1400.0,ETH,False,,,,,naVVaXqVn4,off_CryptoCity,https://officialcryptocity.com/
3,Curious Bunnies Club,3333.0,ETH,True,0.03,,0.03,,curiousbunniesnft,cbunniesnft,https://curiousbunnies.com/
4,Fast Food Punks Gen2,5000.0,ETH,True,0.015,,0.015,,fastfoodpunks,FastFoodPunks,https://www.fastfoodpunks.com
5,Detown Crops,2600.0,SOL,False,,,,,jjMuncsZgX,detown_io,https://www.detown.io/
6,MoonBabes,8888.0,MATIC,True,,2022-05-07 11:00:00,,2022-05-07 11:00:00,BSKebxFkYm,moon_babes,https://moonbabes.space
7,PixaWargs,500.0,ETH,False,,,,,pixa,pixa_nft,https://pixanft.com
8,The Alphines,3333.0,SOL,False,,,,,sne8ty7Abs,Alpha_Gorillas,https://www.alpha-gorillas.com
9,LambBrawl,555.0,ETH,False,,,,,EByvEYejUU,LambBrawl,https://www.lambbrawl.com/
10,WoodMiners,333.0,SOL,False,,,,,Pve3rmKpxN,WoodMiners,https://woodminers.com/
11,BloxPrime,9999.0,ETH,False,,,,,fp7YcceDsV,TheBloxPrimeNFT,https://bloxprime.com
12,Black to the world,21.0,MATIC,False,,,,,,,
13,METABLAZE,10000.0,ETH,True,0.11,2022-05-08 05:00:00,0.11,2022-05-08 05:00:00,wTZc9yCYRA,meta_blaze,https://metablazetoken.com/
14,The Cryptomasks Project,555.0,ETH,True,,2022-05-08 06:00:00,,2022-05-08 06:00:00,thecryptomasks,TheCryptomasks,https://www.thecryptomasks.xyz
15,The World of Bill,10000.0,ETH,True,,,,,pqkGKNfKtK,TheWorldofBill_,https://www.theworldofbill.com/
16,AnimApes,888.0,ETH,False,,,,,animapes,MetaComiClub,https://www.metaversecomiclub.com/
17,Meta Robots,333.0,SOL,False,,,,,vrVMqD6WyJ,MedievalCatsNFT,https://metarobots.netlify.app/
18,Zales II,1200.0,ETH,False,,,,,z3PN8wznNr,ZalesNFT,https://Zales.io
19,Dorks,8888.0,ETH,False,,,,,dorksnft123,dorks_nft,https://dorksnft.com
20,Thicc Frens,5555.0,ETH,True,0.042,,0.042,,7enfpkVPBf,Thiccfrens,https://thiccfrens.com/
21,Dino Kids Club,8888.0,,False,,,,,dinokids,DinoKidsClub,http://dinokidsclub.io
22,The Martian Mansion,1200.0,ETH,True,,2022-05-08 21:00:00,,2022-05-08 21:00:00,qYQ9R48Srh,MMansionnft,https://themartianmansion.com/
23,Metapugs,3333.0,ETH,False,,,,,Bcgy7XHUf4,metapugsnft,https://metapug.io/
24,BeU,10000.0,MATIC,True,30.0,,30.0,,87kgqRugtz,officialbeu,https://thebeu.io/
25,Boo Things,10000.0,,False,,,,,EJy9NKh3gH,BooThingsNFT,https://boothings.xyz
26,SADBOYSCLUB,9999.0,ETH,True,0.04,2022-05-08 00:00:00,0.04,2022-05-08 00:00:00,sadboysclub,sadboysclubNFT,https://www.sadboysclub.space/
27,Stone Zillas,333.0,SOL,False,,,,,YPa7KDTKRU,dragonzillas,http://stonezillas.com
28,Pharagods,3333.0,ETH,False,,,,,384NOKY,pharagods,https://bit.ly/3rCZADp
29,Loose Moose Crew Founder's Pass,500.0,SOL,False,,,,,CvzeC9fZDS,LooseMooseCrew,https://loosemoosecrew.com/
30,Bitt Butts,6666.0,,False,,,,,meta-xstudios,BitButts,https://bitbutts.com/
31,Shooting Stars Hyundai NFT,10000.0,ETH,True,,2022-05-09 00:00:00,,2022-05-09 00:00:00,n9mqgse4VZ,Hyundai_NFT,https://hyundai-nft.com/
32,Shroomers,3333.0,,False,,,,,c2ag3gwZRS,shroomersnft,https://www.shroomers.io/
33,TRex Sapiens Order,5959.0,ETH,False,,,,,7JzgwYDJht,TrexSapiensOrd,https://www.trexsapiens-order.com/
34,Yellow Fames,500.0,ETH,True,0.15,2022-05-09 00:00:00,0.15,2022-05-09 00:00:00,yellowfames,yellowfames,https://yellowfames.com/
35,Voxel Doge,1050.0,ETH,False,,,,,2z5PpXsS2K,CRYPT056,https://voxeldoge.xyz/
36,Shukuna,2222.0,SOL,False,,,,,shukunanft,Shukuna__nft,https://shukunanft.com/
37,OctoRaiders,8888.0,ETH,True,0.07,2022-05-10 13:00:00,0.07,2022-05-10 13:00:00,McphYRHMTA,OctoRaidersNFT,https://octoraiders.com/
38,Angry Polar Bear Club,10000.0,ETH,True,0.039,2022-05-10 13:20:00,0.039,2022-05-10 13:20:00,ywvZjzCCVt,APB_Club,https://www.angrypolarbearclub.com
39,Crypto Gnomes,5000.0,SOL,False,,,,,z0dh3gy99i,crypto_gnomes,https://cryptognomesnft.io/
40,Fury Bandits,5555.0,ETH,False,,,,,m9tDVzAXDS,FuryBandits,https://www.furybandits.com/
41,TimeShuffle Game,10000.0,ETH,False,,,,,,,
42,Rainbow Apes,300.0,SOL,False,,,,,nWwFTNRtjP,ApesRainbow,https://rainbowapes.net/
43,Sad Kitten NFT,999.0,SOL,False,,,,,7X9D4STbVe,SadKittens_,https://sadkittens.space/
44,Grizzly Force,10050.0,ETH,False,,,,,Cj42Smu9Q5,GrizzlyForceNFT?t=Wbk09X1B-3tw-MXRVtKWzw&s=08,https://grizzlyforce.io/
45,Imaginary Balls,5555.0,ETH,False,,,,,imaginaryballs,imaginaryballs,https://imaginaryballs.com/
46,Noahs Ark,3456.0,SOL,True,0.7,,0.7,,6nkDMCEWWV,NftNoahsArk,https://NoahsArkNFT.us
47,The Pluto People,5555.0,WETH,False,,,,,qzZ3SpDVUU,PlutoPeopleNFT,https://plutopeople.art/
48,HAPE TEENS,1999.0,ETH,True,0.03,2022-05-12 05:00:00,0.03,2022-05-12 05:00:00,82TKe2swvZ,HapeTeens,https://hapeteens.com/
49,Martian Monkeys,4444.0,,False,,,,,4fvpfeqah4 ,martian_monkeys ,https://martianmonkeys.com
50,Atama NFTs,2888.0,SOL,False,,,,,adeEYRAbmy,NorowaretaUchu,https://atamanft.com
51,The Uncanny Country Club,5000.0,ETH,True,,2022-05-12 10:09:00,,2022-05-12 10:09:00,hw74eVH7da,TheUncannyClub,https://theuncanny.io
52,Mutant Hua,2000.0,ETH,False,,,,,chihuahuarevenge,ChihuahuaNFT,https://www.chihuahuagang.org/
53,Sentoki NFTs,2888.0,SOL,False,,,,,adeEYRAbmy,NorowaretaUchu,https://sentokinft.com
54,The Satoshi Girls,5000.0,ETH,True,0.04,2022-05-12 14:00:00,0.04,2022-05-12 14:00:00,95rV9UEtX2,SatoshisGirls,https://www.thesatoshigirls.com/
55,Sklle Remix Club,3333.0,MATIC,True,60.0,2022-05-12 16:00:00,60.0,2022-05-12 16:00:00,jDAqpjxs79,cryptosklletons,https://sklleremixclub.io/
56,MetaGreta,6000.0,ETH,True,0.003,2022-05-12 00:00:00,0.003,2022-05-12 00:00:00,fbsXxBaKCm,metagretanft,https://metagretanft.io/
57,Roving Dogs NFT,7777.0,ETH,True,0.055,,0.055,,HPRy95aJ2r,RovingDogsNFT,https://rovingdogs.com
58,Simp Killer Waifu NFTs,6969.0,ETH,True,,2022-05-12 00:00:00,,2022-05-12 00:00:00,ywW8xDHMvU,killerwaifunfts,https://Simpkillerwaifu.com
59,The Lost Cats,4999.0,ETH,False,,,,,7S34fQsMpT,TheLostCatsNft,https://thelostcats.xyz/
60,Wasted Whales: Hangover,6900.0,ETH,False,,,,,wastedwhales,WastedWhales,https://wastedwhales.org/
61,Girls in Pink,10000.0,ETH,False,,,,,girlsinpink,girlsinpinknft,https://girlsinpink.art/
62,Anonymous Crypto Dealer,4488.0,SOL,False,,,,,ACDealerNFT,ACDealerNFT,https://anonymouscryptodealer.io/
63,Sea Turtle Social Club,8999.0,ETH,False,,,,,MwM8P8MrSR,SeaTurtleSocial,https://www.seaturtlesocialclub.com
