,name,image_urls,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Heady Pipe Society,"['https://upcoming.images.rarity.tools/headypipesociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/headypipesociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/headypipesociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/headypipesociety_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/headypipesociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/headypipesociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/headypipesociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/headypipesociety_4?width=150&optimizer=image']",6000,ETH,False,,,,,headypipe,HeadyPipe,https://www.headypipesociety.com/
1,Mayhem Alumni's,"['https://upcoming.images.rarity.tools/mayhemalumnis_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemalumnis_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemalumnis_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemalumnis_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemalumnis_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemalumnis_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemalumnis_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mayhemalumnis_4?width=150&optimizer=image']",2000,ETH,True,0.03,,0.03,,M9J7hkERY5,mayhemalumnis?s=21,http://mayhemalumnis.com/
2,World Cup Apes,"['https://upcoming.images.rarity.tools/worldcupapes_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/worldcupapes_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/worldcupapes_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/worldcupapes_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/worldcupapes_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/worldcupapes_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/worldcupapes_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/worldcupapes_4?width=150&optimizer=image']",5000,ETH,True,0.1,,0.1,,uRMMdaNKFv,Worldcupapes,https://worldcupapes.com/
3,The Potato Club,"['https://upcoming.images.rarity.tools/thepotatoclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thepotatoclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thepotatoclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thepotatoclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thepotatoclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thepotatoclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thepotatoclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thepotatoclub_4?width=150&optimizer=image']",10000,,True,,2022-04-18 03:01:00,,2022-04-18 03:01:00,6xjXz85zjC,AA_ART_NFT,https://aa-art.io/
4,Gorillas In the Bar,"['https://upcoming.images.rarity.tools/gorillasinthebar_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gorillasinthebar_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gorillasinthebar_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gorillasinthebar_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gorillasinthebar_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gorillasinthebar_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gorillasinthebar_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gorillasinthebar_4?width=150&optimizer=image']",7000,ETH,False,,,,,gorillas,GorillasInBar,https://gorillas.bar/
5,GYM RAT ELEPHANTS,"['https://upcoming.images.rarity.tools/gymratelephants_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gymratelephants_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gymratelephants_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gymratelephants_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gymratelephants_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gymratelephants_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gymratelephants_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/gymratelephants_4?width=150&optimizer=image']",9999,ETH,True,0.02,,0.02,,qpNedkn4D5,gymratelephants,https://www.gymratelephants.com/
6,Animfers,"['https://upcoming.images.rarity.tools/animfers_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/animfers_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/animfers_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/animfers_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/animfers_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/animfers_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/animfers_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/animfers_4?width=150&optimizer=image']",999,ETH,True,,2022-04-18 13:00:00,,2022-04-18 13:00:00,CT9kMzYUKD,animfers,https://animfers.com/
7,iDreamer,"['https://upcoming.images.rarity.tools/idreamer_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/idreamer_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/idreamer_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/idreamer_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/idreamer_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/idreamer_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/idreamer_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/idreamer_4?width=150&optimizer=image']",3333,ETH,True,,2022-04-18 15:00:00,,2022-04-18 15:00:00,impermanent-digital,idreamerNFT,https://idreamer.xyz
8,MetaF1Club,"['https://upcoming.images.rarity.tools/metaf1club_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaf1club_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaf1club_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaf1club_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaf1club_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaf1club_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaf1club_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/metaf1club_4?width=150&optimizer=image']",10250,ETH,False,,,,,MetaF1Club,metaf1club,https://metaf1club.com/
9,Apes of Space VX,"['https://upcoming.images.rarity.tools/aosvx_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aosvx_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aosvx_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aosvx_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aosvx_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aosvx_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aosvx_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/aosvx_4?width=150&optimizer=image']",7777,ETH,True,0.08,2022-04-18 00:00:00,0.08,2022-04-18 00:00:00,rRrnHCQsvn,apesofspace_nft,https://apesofspace.com/
