,name,image_urls,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Grimutants Genesis Collection,"['https://upcoming.images.rarity.tools/grimutantsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/grimutantsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/grimutantsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/grimutantsnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/grimutantsnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/grimutantsnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/grimutantsnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/grimutantsnft_4?width=150&optimizer=image']",3333,ETH,True,,2022-02-28 18:00:00,,2022-02-28 18:00:00,Grimutants,GrimaceCoinErc,https://www.grimutants.io/
1,PΞPΞ BOOM NFT,"['https://upcoming.images.rarity.tools/pepeboom_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pepeboom_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pepeboom_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pepeboom_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pepeboom_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pepeboom_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pepeboom_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/pepeboom_4?width=150&optimizer=image']",10000,ETH,True,0.02,2022-02-28 18:00:00,0.02,2022-02-28 18:00:00,gaFXR2Rd5F,pepeboomnft,https://pepeboom.com/
2,Unidentified Predators,"['https://upcoming.images.rarity.tools/unipreds_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unipreds_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unipreds_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unipreds_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unipreds_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unipreds_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unipreds_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/unipreds_4?width=150&optimizer=image']",8888,ETH,True,0.065,,0.065,,wdSw6uyhey,UniPreds,https://unidentifiedpredators.com/
3,BABY APE NURSERY CLUB,"['https://upcoming.images.rarity.tools/babyapenurseryclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/babyapenurseryclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/babyapenurseryclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/babyapenurseryclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/babyapenurseryclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/babyapenurseryclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/babyapenurseryclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/babyapenurseryclub_4?width=150&optimizer=image']",10000,ETH,True,,2022-02-28 19:00:00,,2022-02-28 19:00:00,hhnEhXaHca,BabyApeNursery,https://www.babyapenursery.com/
4,Funky Frens,"['https://upcoming.images.rarity.tools/funkyfrens1_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/funkyfrens1_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/funkyfrens1_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/funkyfrens1_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/funkyfrens1_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/funkyfrens1_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/funkyfrens1_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/funkyfrens1_4?width=150&optimizer=image']",10000,ETH,False,,,,,7JdxHAWTvs,funkyfrens,https://www.funkyfrens.com/
5,The Fourth Faction,"['https://upcoming.images.rarity.tools/thefourthfaction_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thefourthfaction_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thefourthfaction_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thefourthfaction_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thefourthfaction_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thefourthfaction_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thefourthfaction_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thefourthfaction_4?width=150&optimizer=image']",3333,SOL,False,,,,,cartooncartel,Cartoon_Cartel,https://cartooncartelnft.com/
6,TheStarsLab,"['https://upcoming.images.rarity.tools/thestarslab_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestarslab_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestarslab_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestarslab_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestarslab_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestarslab_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestarslab_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thestarslab_4?width=150&optimizer=image']",9999,ETH,False,,,,,thestarslab,Thestarslab,https://thestarslab.com/
7,Zodiac NFT,"['https://upcoming.images.rarity.tools/zodiacnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zodiacnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zodiacnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/zodiacnft_2?width=150&optimizer=image']",2000,ETH,False,,,,,aQnP56qJ5p,zodiacnftgame,https://www.zodiacnftgame.com/
8,Diamond Town Heads,"['https://upcoming.images.rarity.tools/diamondtownheads_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/diamondtownheads_1?width=150&optimizer=image']",5000,SOL,False,,,,,diamondtownheads,soldiamondheads,https://diamondtownheads.io/
9,MAJESTIC OWL,"['https://upcoming.images.rarity.tools/majesticowl_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/majesticowl_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/majesticowl_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/majesticowl_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/majesticowl_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/majesticowl_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/majesticowl_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/majesticowl_4?width=150&optimizer=image']",4444,,False,,,,,kGx2KsBP9d,TheMajesticOwl,https://www.majesticowl.io/
