,name,image_urls,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Distinguished Ducks,"['https://upcoming.images.rarity.tools/dducks_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dducks_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dducks_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dducks_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dducks_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dducks_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dducks_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dducks_4?width=150&optimizer=image']",7777,ETH,False,,,,,QWKZd3krGM,DducksNFT,https://distinguishedducks.com/
1,Real Nifty: Mosaic NFT,"['https://upcoming.images.rarity.tools/mosaicnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mosaicnft_1?width=150&optimizer=image']",1000,ETH,False,,,,,fRzZgDdzcp,thatsrealnifty,https://realnifty.io/
2,Dreamers VX,"['https://upcoming.images.rarity.tools/dreamersvxnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dreamersvxnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dreamersvxnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dreamersvxnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dreamersvxnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dreamersvxnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dreamersvxnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dreamersvxnft_4?width=150&optimizer=image']",15000,,False,,,,,bitlectro,bitlectro,https://bitlectrolabs.com
3,Deadmates by Supermeta+,"['https://upcoming.images.rarity.tools/deadmates_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/deadmates_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/deadmates_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/deadmates_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/deadmates_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/deadmates_3?width=150&optimizer=image']",3000,ETH,False,,,,,supermetaplus,supermetaplus_,https://supermetaplus.com/
4,Yakuza Kumiai,"['https://upcoming.images.rarity.tools/yakuzakumiai_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/yakuzakumiai_1?width=150&optimizer=image']",8930,ETH,False,,,,,BhVdueKm3U,YakuzaKumiai,https://yakuza-kumiai.com/
5,Mutant Money Society,"['https://upcoming.images.rarity.tools/mutantmoneysociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mutantmoneysociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mutantmoneysociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mutantmoneysociety_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mutantmoneysociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mutantmoneysociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mutantmoneysociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/mutantmoneysociety_4?width=150&optimizer=image']",9999,ETH,True,,2022-04-09 10:00:00,,2022-04-09 10:00:00,pBvYy6C6ev,MutantMoneyNFT,https://www.mutantmoney.art/
6,Saucy Unicorns,"['https://upcoming.images.rarity.tools/saucyunicorns_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/saucyunicorns_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/saucyunicorns_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/saucyunicorns_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/saucyunicorns_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/saucyunicorns_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/saucyunicorns_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/saucyunicorns_4?width=150&optimizer=image']",4922,ETH,False,,,,,saucyunicorns,SaucyU_nft,https://www.saucyunicorns.io/
7,The MetaBalls: Genesis,"['https://upcoming.images.rarity.tools/themetaballsgenesisnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/themetaballsgenesisnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/themetaballsgenesisnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/themetaballsgenesisnft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/themetaballsgenesisnft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/themetaballsgenesisnft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/themetaballsgenesisnft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/themetaballsgenesisnft_4?width=150&optimizer=image']",5000,ETH,False,,,,,V8byChQOXt,themetaballs,https://www.metaballsnft.com
8,NFT Pulse,"['https://upcoming.images.rarity.tools/nftpulse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/nftpulse_1?width=150&optimizer=image']",999,ETH,False,,,,,pulseapp,0xPulseNFT,https://nftpulse.app
9,Sparkle Pixel Sprays,"['https://upcoming.images.rarity.tools/sparklepixelsprays_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sparklepixelsprays_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sparklepixelsprays_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sparklepixelsprays_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sparklepixelsprays_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sparklepixelsprays_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sparklepixelsprays_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/sparklepixelsprays_4?width=150&optimizer=image']",333,ETH,False,,,,,brPCWeCseR,PixelSpraysNFT,https://www.sparklepixelsprays.com/
