,name,image_urls,quantity,currency,has_presale,presale_price,presale_date,starting_price,release_date,discord,twitter,website
0,Dark Clouds,"['https://upcoming.images.rarity.tools/darkclouds_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/darkclouds_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/darkclouds_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/darkclouds_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/darkclouds_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/darkclouds_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/darkclouds_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/darkclouds_4?width=150&optimizer=image']",4444,ETH,False,,,,,BeZWHPQUCD,DarkCloudsNFT,https://darkcloudsnft.com
1,Rich Ape Car Club,"['https://upcoming.images.rarity.tools/richapecarclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/richapecarclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/richapecarclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/richapecarclub_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/richapecarclub_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/richapecarclub_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/richapecarclub_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/richapecarclub_4?width=150&optimizer=image']",10000,ETH,False,,,,,JE4S498Urf,richapecarclub,https://Richapecarclub.io
2,Scribble Apes,"['https://upcoming.images.rarity.tools/scribbleapes_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/scribbleapes_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/scribbleapes_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/scribbleapes_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/scribbleapes_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/scribbleapes_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/scribbleapes_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/scribbleapes_4?width=150&optimizer=image']",4444,ETH,False,,,,,ScribbleApes,scribbleapes,https://www.scribbleapes.com/
3,Trendy Twittahs,"['https://upcoming.images.rarity.tools/trendytwittahs_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trendytwittahs_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trendytwittahs_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trendytwittahs_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trendytwittahs_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trendytwittahs_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trendytwittahs_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/trendytwittahs_4?width=150&optimizer=image']",10000,ETH,True,0.06,,0.06,,trendytwittahs,trendytwittahs,https://twittahs.com/
4,DinoFamilyNFT,"['https://upcoming.images.rarity.tools/dinofamilynft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dinofamilynft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dinofamilynft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dinofamilynft_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dinofamilynft_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dinofamilynft_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dinofamilynft_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dinofamilynft_4?width=150&optimizer=image']",10000,ETH,False,,,,,frkxKbjtqQ,DinoFamilyNFT,https://tyrannosaurusnft.com/
5,GFs,"['https://upcoming.images.rarity.tools/girlfriends_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/girlfriends_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/girlfriends_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/girlfriends_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/girlfriends_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/girlfriends_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/girlfriends_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/girlfriends_4?width=150&optimizer=image']",3333,ETH,False,,,,,gfsnft ,GFsNFT,https://www.gfsnft.com/
6,Geisha Tea House,"['https://upcoming.images.rarity.tools/thegeishateahouse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thegeishateahouse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thegeishateahouse_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thegeishateahouse_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thegeishateahouse_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thegeishateahouse_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thegeishateahouse_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/thegeishateahouse_4?width=150&optimizer=image']",10000,ETH,True,0.0555,,0.0555,,geishateahouse,NFTGeisha,https://geishateahouse.com/
7,Disapppointed Fans (DFans NFT),"['https://upcoming.images.rarity.tools/dfans_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dfans_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dfans_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dfans_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dfans_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dfans_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dfans_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/dfans_4?width=150&optimizer=image']",6464,ETH,False,,,,,azKFm7uEH4,dfans_nft,https://dfans.club/
8,The ElonPHANT in the Room NFT Project,"['https://upcoming.images.rarity.tools/theelonphant_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theelonphant_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theelonphant_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theelonphant_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theelonphant_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theelonphant_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theelonphant_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/theelonphant_4?width=150&optimizer=image']",7777,ETH,False,,,,,PsCv7GCtep,elonPHANTnft,https://www.elonphantnft.com/
9,Living Dead Pixel Society,"['https://upcoming.images.rarity.tools/livingdeadpixelsociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/livingdeadpixelsociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/livingdeadpixelsociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/livingdeadpixelsociety_4?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/livingdeadpixelsociety_1?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/livingdeadpixelsociety_2?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/livingdeadpixelsociety_3?width=150&optimizer=image', 'https://upcoming.images.rarity.tools/livingdeadpixelsociety_4?width=150&optimizer=image']",1000,ETH,False,,,,,cbvphdNgZ7,LDPS_NFT,https://www.ldpsnft.club/
