,date,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online
0,2022-03-04 00:00:00,,2022-03-27 18:00:00,,2022-03-27 18:00:00,,,
1,2022-03-24 00:00:00,,2022-03-27 15:00:00,,2022-03-27 15:00:00,,,
