,date,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online
0,2022-02-04 00:00:00,0.04,2022-02-05 14:30:00,0.04,2022-02-05 14:30:00,,,
1,2022-02-05 00:00:00,0.04,2022-02-05 14:30:00,0.04,2022-02-05 14:30:00,,,
