,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.07,,0.07,,11900,19342,10232,2022-04-13 00:00:00
1,0.07,,0.07,,13400,21553,10052,2022-04-18 00:00:00
2,0.07,,0.07,,13300,21584,9487,2022-04-19 00:00:00
3,0.07,,0.07,,12900,21705,10362,2022-04-20 00:00:00
4,0.07,,0.07,,13200,22112,9862,2022-04-22 00:00:00
5,0.07,,0.07,,12900,24684,9568,2022-04-25 00:00:00
