,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,,2022-04-15 10:00:00,,2022-04-15 10:00:00,8539,4726,408,2022-04-02 00:00:00
1,,2022-04-15 10:00:00,,2022-04-15 10:00:00,8650,6104,1064,2022-04-09 00:00:00
2,,2022-04-15 10:00:00,,2022-04-15 10:00:00,13500,6389,1248,2022-04-13 00:00:00
