,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.0,2022-04-30 00:00:00,0.0,2022-04-30 00:00:00,4241,4484,331,2022-04-27 00:00:00
1,0.0,2022-04-30 00:00:00,0.0,2022-04-30 00:00:00,5354,4732,344,2022-04-29 00:00:00
2,0.0,2022-04-30 00:00:00,0.0,2022-04-30 00:00:00,5416,4816,333,2022-04-30 00:00:00
