,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.6,2022-04-12 13:00:00,0.6,2022-04-12 13:00:00,1305,569,45,2022-04-09 00:00:00
1,0.6,,0.6,,1363,653,44,2022-04-13 00:00:00
