,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,1.0,,1.0,,78,49,16,2022-04-09 00:00:00
1,1.0,,1.0,,96,55,17,2022-04-13 00:00:00
2,1.0,,1.0,,100,62,15,2022-04-18 00:00:00
3,1.0,,1.0,,101,62,14,2022-04-19 00:00:00
4,1.0,,1.0,,100,62,19,2022-04-20 00:00:00
5,1.0,,1.0,,100,64,15,2022-04-22 00:00:00
6,1.0,,1.0,,110,24,12,2022-04-25 00:00:00
