,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,,2022-05-28 00:00:00,,2022-05-28 00:00:00,25,,,2022-04-29 00:00:00
1,,2022-05-28 00:00:00,,2022-05-28 00:00:00,27,,,2022-04-30 00:00:00
