,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.8,,0.8,,15200,8156,298,2022-04-20 00:00:00
1,0.8,,0.8,,15400,8161,301,2022-04-22 00:00:00
