,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.02,2022-05-04 12:21:00,0.02,2022-05-04 12:21:00,34000,32501,6938,2022-04-29 00:00:00
1,0.02,2022-05-04 12:21:00,0.02,2022-05-04 12:21:00,33800,32298,6714,2022-04-30 00:00:00
