,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.058,2022-04-29 10:00:00,0.058,2022-04-29 10:00:00,626,167,60,2022-04-27 00:00:00
1,0.058,2022-04-29 10:00:00,0.058,2022-04-29 10:00:00,637,199,64,2022-04-29 00:00:00
2,0.058,,0.058,,658,234,56,2022-04-30 00:00:00
