,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,,2022-04-14 00:00:00,,2022-04-14 00:00:00,17100,9152,4318,2022-04-09 00:00:00
1,,2022-04-14 13:00:00,,2022-04-14 13:00:00,17700,11228,4568,2022-04-13 00:00:00
