,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.15,2022-05-01 00:00:00,0.15,2022-05-01 00:00:00,6869,8101,1633,2022-04-29 00:00:00
1,0.15,2022-05-01 00:00:00,0.15,2022-05-01 00:00:00,6882,8234,1993,2022-04-30 00:00:00
