,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.07,,0.07,,1035,46,13,2022-04-22 00:00:00
1,0.07,,0.07,,1144,1585,16,2022-04-25 00:00:00
2,0.07,,0.07,,1308,1600,23,2022-04-27 00:00:00
3,0.07,,0.07,,2437,1610,14,2022-04-29 00:00:00
4,0.07,,0.07,,2598,1616,21,2022-04-30 00:00:00
