,date,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online
0,2022-02-06 00:00:00,,2022-02-16 08:30:00,,2022-02-16 08:30:00,,,
1,2022-02-13 00:00:00,,2022-02-16 11:30:00,,2022-02-16 11:30:00,,,
