,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.12,2022-06-01 09:00:00,0.12,2022-06-01 09:00:00,44,111,20,2022-04-27 00:00:00
1,0.12,2022-06-01 09:00:00,0.12,2022-06-01 09:00:00,49,637,219,2022-04-29 00:00:00
2,0.12,2022-06-01 09:00:00,0.12,2022-06-01 09:00:00,51,648,223,2022-04-30 00:00:00
