,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,,2022-04-10 00:00:00,,2022-04-10 00:00:00,3390,129,20,2022-04-02 00:00:00
1,,2022-04-10 00:00:00,,2022-04-10 00:00:00,3412,243,24,2022-04-09 00:00:00
