,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.7,,0.7,,2173,3667,841,2022-04-18 00:00:00
1,0.7,,0.7,,2196,3717,895,2022-04-19 00:00:00
2,0.7,,0.7,,2298,3840,789,2022-04-20 00:00:00
3,0.7,,0.7,,2844,4758,939,2022-04-22 00:00:00
4,0.7,,0.7,,3360,5217,1319,2022-04-25 00:00:00
5,0.7,,0.7,,4098,5248,1407,2022-04-27 00:00:00
6,0.7,,0.7,,5895,5582,1459,2022-04-29 00:00:00
7,0.7,,0.7,,6155,6263,1336,2022-04-30 00:00:00
