,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.02,2022-04-08 00:00:00,0.02,2022-04-08 00:00:00,3542,638,15,2022-04-02 00:00:00
1,0.02,,0.02,,4458,828,28,2022-04-09 00:00:00
2,0.02,,0.02,,4460,841,35,2022-04-13 00:00:00
3,0.02,,0.02,,4522,1061,63,2022-04-18 00:00:00
