,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.05,,0.05,,1085,3278,161,2022-04-02 00:00:00
1,0.05,,0.05,,1089,6902,106,2022-04-09 00:00:00
2,0.05,,0.05,,1113,6790,188,2022-04-13 00:00:00
