,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.003,2022-05-12 00:00:00,0.003,2022-05-12 00:00:00,54,15,11,2022-04-29 00:00:00
1,0.003,2022-05-12 00:00:00,0.003,2022-05-12 00:00:00,57,23,13,2022-04-30 00:00:00
