,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online,date
0,0.04,2022-04-16 08:00:00,0.04,2022-04-16 08:00:00,1471,6581,1248,2022-04-02 00:00:00
1,0.04,2022-04-16 08:00:00,0.04,2022-04-16 08:00:00,1594,7098,1198,2022-04-09 00:00:00
2,0.04,2022-04-16 08:00:00,0.04,2022-04-16 08:00:00,1562,7540,1134,2022-04-13 00:00:00
