,date,presale_price,presale_date,starting_price,release_date,twitter_total,discord_total,discord_online
0,2022-04-18 00:00:00,,2022-05-12 00:00:00,,2022-05-12 00:00:00,,,
1,2022-04-19 00:00:00,,2022-05-12 00:00:00,,2022-05-12 00:00:00,,,
